Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2020-02-25 - 2020-02-27,2 days,2020-03-02,53.63,2020-03-12,44.8,8 days,-16.5%,Rise by -17.25%,-16.5%
Sell,2020-03-30 - 2020-04-07,6 days,2020-04-16,50.15,2020-04-27,51.59,7 days,-2.9%,Fall by -9.85%,-19.3%
Sell,2020-06-03 - 2020-06-08,3 days,2020-06-12,56.14,2020-06-25,56.01,9 days,0.2%,Fall by 2.37%,-19.1%
Sell,2020-07-16 - 2020-07-27,7 days,2020-07-30,55.77,2020-08-03,55.44,2 days,0.6%,Fall by -3.23%,-18.5%
Sell,2020-08-18 - 2020-08-19,1 days,2020-08-28,58.1,2020-08-31,58.02,1 days,0.1%,Fall by -0.07%,-18.4%
Sell,2020-09-17 - 2020-09-29,8 days,2020-10-02,58.79,2020-10-29,58.58,19 days,0.4%,Fall by 1.11%,-18.0%
Buy,2020-10-28 - 2020-10-30,2 days,2020-11-03,60.09,2020-11-09,63.33,4 days,5.4%,Rise by 10.22%,-12.6%
Sell,2020-11-24 - 2020-11-27,3 days,2020-12-08,65.24,2020-12-17,66.76,7 days,-2.3%,Fall by -2.68%,-15.0%
Sell,2020-12-17 - 2020-12-30,9 days,2021-01-05,67.38,2021-01-08,69.29,3 days,-2.8%,Fall by 0.58%,-17.8%
Buy,2021-04-30 - 2021-05-04,2 days,2021-05-06,68.72,2021-09-07,72.56,88 days,5.6%,Rise by 1.6%,-12.2%
Buy,2021-07-08 - 2021-07-19,7 days,2021-07-21,67.53,2021-09-07,72.56,34 days,7.4%,Rise by 1.67%,-4.8%
Sell,2021-07-13 - 2021-07-14,1 days,2021-07-19,66.26,2021-07-23,67.87,4 days,-2.4%,Fall by -0.53%,-7.2%
Buy,2021-09-30 - 2021-10-06,4 days,2021-10-14,68.32,2022-03-04,61.18,101 days,-10.5%,Rise by 2.99%,-17.6%
Buy,2022-01-21 - 2022-01-28,5 days,2022-02-01,64.1,2022-04-22,56.91,58 days,-11.2%,Rise by -1.68%,-28.9%
Sell,2022-03-25 - 2022-03-29,2 days,2022-04-01,61.93,2022-04-13,58.56,8 days,5.4%,Fall by 11.04%,-23.4%
Buy,2022-04-12 - 2022-04-19,5 days,2022-04-27,56.27,2022-09-23,50.04,107 days,-11.1%,Rise by 3.68%,-34.5%
Sell,2022-05-27 - 2022-06-01,3 days,2022-06-08,56.75,2022-06-21,52.6,9 days,7.3%,Fall by 8.0%,-27.2%
Buy,2022-06-13 - 2022-06-17,4 days,2022-06-23,52.66,2022-07-28,55.63,25 days,5.6%,Rise by 8.74%,-21.5%
Buy,2022-06-17 - 2022-07-14,19 days,2022-07-27,55.18,2022-09-26,49.23,43 days,-10.8%,Rise by 3.77%,-32.3%
Sell,2022-07-29 - 2022-08-01,1 days,2022-08-04,55.65,2022-08-08,55.29,2 days,0.6%,Fall by 10.08%,-31.7%
Sell,2022-08-01 - 2022-08-15,10 days,2022-08-19,55.63,2022-08-24,55.17,3 days,0.8%,Fall by 10.05%,-30.8%
Buy,2022-08-30 - 2022-09-02,3 days,2022-09-08,52.09,2022-11-11,54.94,46 days,5.5%,Rise by 7.85%,-25.4%
Buy,2022-09-27 - 2022-10-13,12 days,2022-10-20,48.44,2022-11-11,54.94,16 days,13.4%,Rise by 15.98%,-11.9%
Sell,2022-11-14 - 2022-11-15,1 days,2022-11-29,55.19,2022-12-07,54.75,6 days,0.8%,Fall by 3.19%,-11.2%
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-06,54.59,2022-12-13,55.92,5 days,-2.4%,Fall by 2.12%,-13.6%
Sell,2022-12-01 - 2022-12-13,8 days,2022-12-16,54.55,2023-01-12,56.53,19 days,-3.6%,Fall by 2.05%,-17.2%
Buy,2022-12-19 - 2022-12-28,7 days,2023-01-03,54.7,2023-01-25,58.78,16 days,7.5%,Rise by 7.62%,-9.8%
Sell,2023-01-17 - 2023-01-18,1 days,2023-01-31,58.67,2023-02-07,58.37,5 days,0.5%,Fall by 5.2%,-9.2%
Sell,2023-01-27 - 2023-02-01,3 days,2023-02-06,57.53,2023-02-23,56.46,13 days,1.9%,Fall by 3.32%,-7.4%
Sell,2023-04-03 - 2023-04-04,1 days,2023-04-10,57.69,2023-04-18,58.96,6 days,-2.2%,Fall by -1.02%,-9.6%
Sell,2023-05-19 - 2023-05-22,1 days,2023-05-31,59.34,2023-06-01,60.83,1 days,-2.5%,Fall by -2.41%,-12.1%
Buy,2023-06-27 - 2023-07-06,7 days,2023-07-10,61.55,2024-01-12,66.43,134 days,7.9%,Rise by 3.49%,-4.2%
Sell,2023-07-19 - 2023-07-28,7 days,2023-08-02,61.49,2023-08-10,61.47,6 days,0.0%,Fall by 5.53%,-4.1%
Sell,2023-09-05 - 2023-09-06,1 days,2023-09-18,63.14,2023-09-22,61.8,4 days,2.1%,Fall by 8.0%,-2.0%
Sell,2023-09-14 - 2023-09-19,3 days,2023-09-26,60.77,2023-10-05,59.23,7 days,2.5%,Fall by 5.64%,0.5%
Buy,2023-10-03 - 2023-10-23,14 days,2023-10-25,58.13,2024-01-12,66.43,57 days,14.3%,Rise by 10.12%,14.8%
Sell,2023-11-27 - 2023-11-28,1 days,2023-12-05,62.02,2023-12-13,64.01,6 days,-3.2%,Fall by -7.21%,11.6%
Sell,2023-12-29 - 2024-01-08,6 days,2024-01-17,65.12,2024-01-22,66.68,3 days,-2.4%,Fall by -2.1%,9.2%
Sell,2024-01-12 - 2024-01-22,6 days,2024-01-26,65.39,2024-02-01,66.92,4 days,-2.3%,Fall by -1.68%,6.9%
Sell,2024-02-26 - 2024-03-06,7 days,2024-04-01,70.28,2024-04-08,70.22,5 days,0.1%,Fall by 5.39%,6.9%
Buy,2024-04-19 - 2024-04-25,4 days,2024-04-29,67.74,2024-07-10,71.28,52 days,5.2%,Rise by 2.57%,12.2%
Sell,2024-05-07 - 2024-05-20,9 days,2024-06-06,69.24,2024-06-12,68.39,4 days,1.2%,Fall by 8.84%,13.4%
Buy,2024-05-24 - 2024-05-29,3 days,2024-05-31,68.97,2024-09-26,72.99,84 days,5.8%,Rise by 4.25%,19.2%
Sell,2024-07-05 - 2024-07-12,5 days,2024-07-18,70.4,2024-07-22,70.3,2 days,0.1%,Fall by 10.34%,19.4%
Sell,2024-08-23 - 2024-08-30,5 days,2024-09-09,69.33,2024-09-19,71.23,8 days,-2.7%,Fall by 3.84%,16.6%
Sell,2024-09-24 - 2024-09-26,2 days,2024-10-03,70.95,2024-10-16,70.13,9 days,1.2%,Fall by 6.03%,17.8%
Buy,2024-12-19 - 2024-12-20,1 days,2025-01-06,67.43,2025-03-17,71.09,50 days,5.4%,Rise by 3.96%,23.2%
Sell,2025-01-30 - 2025-02-06,5 days,2025-02-24,68.78,2025-03-14,70.35,14 days,-2.3%,Fall by 10.57%,20.9%
Sell,2025-03-18 - 2025-03-19,1 days,2025-03-27,70.65,2025-04-08,61.65,8 days,12.7%,Fall by -1.57%,33.7%
Sell,2025-04-28 - 2025-04-29,1 days,2025-05-14,71.45,2025-05-23,73.03,7 days,-2.2%,Fall by -0.43%,31.5%
Sell,2025-05-20 - 2025-05-21,1 days,2025-06-16,73.15,2025-06-18,73.05,2 days,0.1%,Fall by 2.0%,31.6%
Sell,2025-08-19 - 2025-09-08,14 days,2025-10-13,79.29,2025-10-15,81.29,2 days,-2.5%,Fall by -5.25%,29.1%
