Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2011-08-21,7.47,2017-05-21,7.03,1499 days,-5.850000%,-5.850000%,Rise by 11.230000%,-5.850000%
Buy,2019-06-02,6.42,2021-05-09,4.95,504 days,-22.880000%,-22.880000%,Rise by 5.930000%,-28.730000%
Buy,2024-08-18,6.11,2025-04-13,6.16,169 days,0.820000%,0.820000%,Rise by 5.730000%,-27.910000%
