Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-11-30,48.8400,2021-12-07,50.0800,5 days,2.54%,2.5389%,Rise by 4.12%,2.5389%,
Buy,2022-02-28,46.7300,2022-03-07,42.9500,5 days,-8.09%,-8.0890%,Rise by -11.11%,-5.5501%,
Buy,2022-03-09,44.3100,2022-04-04,46.7100,18 days,5.42%,5.4164%,Rise by 5.42%,-0.1337%,
Buy,2022-04-27,41.6300,2022-05-03,42.6300,4 days,2.40%,2.4021%,Rise by 3.46%,2.2684%,
Buy,2022-05-12,39.4000,2022-05-13,40.4900,1 days,2.77%,2.7665%,Rise by 9.31%,5.0349%,
Buy,2022-09-28,35.8100,2022-11-10,37.1500,31 days,3.74%,3.7420%,Rise by 8.35%,8.7768%,
Buy,2023-02-23,39.1800,2023-04-11,39.6700,33 days,1.25%,1.2506%,Rise by 1.91%,10.0275%,
Buy,2023-08-17,38.6600,2023-08-28,39.2900,7 days,1.63%,1.6296%,Rise by -0.59%,11.6571%,
Buy,2024-04-18,39.8700,2024-04-23,40.4700,3 days,1.50%,1.5049%,Rise by 9.83%,13.1620%,
Buy,2024-08-07,40.9000,2024-08-08,41.8300,1 days,2.27%,2.2738%,Rise by 7.19%,15.4358%,
Buy,2024-11-18,43.4400,2024-12-09,44.7500,15 days,3.02%,3.0157%,Rise by 3.02%,18.4515%,
Buy,2024-12-20,42.2700,2025-01-24,42.9500,25 days,1.61%,1.6087%,Rise by 6.53%,20.0602%,
Buy,2025-04-09,41.1900,2025-04-23,43.0300,10 days,4.47%,4.4671%,Rise by 12.55%,24.5273%,
