Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-15,0.8695,2016-01-17,0.9309,2015-11-08,Buy,9 Weeks,7.06%,Rise by 9.33%,7.06%,Absolute Extrema Case
2015-12-06,0.8906,2016-07-31,0.9323,2015-11-29,Buy,34 Weeks,4.68%,Rise by 5.52%,11.74%,Normal Case
2015-12-13,0.9215,2016-07-31,0.9323,2015-11-22,Buy,33 Weeks,1.17%,Rise by 1.99%,12.92%,Absolute Extrema Case
2015-12-13,0.9215,2016-07-31,0.9323,2015-12-06,Buy,33 Weeks,1.17%,Rise by 1.99%,14.09%,Normal Case
2015-12-20,0.9332,2016-07-31,0.9323,2015-12-13,Buy,32 Weeks,-0.1%,Rise by 0.71%,13.99%,Normal Case
2016-01-10,0.9342,2016-07-31,0.9323,2015-12-20,Buy,29 Weeks,-0.2%,Rise by 0.6%,13.79%,Normal Case
2016-02-14,0.9343,2016-07-31,0.9323,2016-02-07,Buy,24 Weeks,-0.21%,Rise by 0.59%,13.57%,Normal Case
2016-05-08,0.8855,2016-07-31,0.9323,2016-05-01,Buy,12 Weeks,5.29%,Rise by 6.13%,18.86%,Normal Case
2016-05-22,0.8847,2016-07-31,0.9323,2016-05-15,Buy,10 Weeks,5.38%,Rise by 6.23%,24.24%,Normal Case
2016-06-19,0.9119,2016-10-09,0.9468,2016-06-12,Buy,16 Weeks,3.83%,Rise by 5.63%,28.07%,Normal Case
2016-06-26,0.9229,2016-10-09,0.9468,2016-06-19,Buy,15 Weeks,2.59%,Rise by 4.37%,30.66%,Normal Case
2016-07-03,0.9242,2016-10-09,0.9468,2016-06-26,Buy,14 Weeks,2.45%,Rise by 4.22%,33.1%,Normal Case
2016-08-07,0.9344,2016-10-09,0.9468,2016-07-31,Buy,9 Weeks,1.33%,Rise by 5.06%,34.43%,Normal Case
2016-08-28,0.9427,2016-11-27,0.9454,2016-08-21,Buy,13 Weeks,0.29%,Rise by 4.14%,34.72%,Normal Case
2016-09-04,0.9543,2016-11-27,0.9454,2016-08-28,Buy,12 Weeks,-0.93%,Rise by 2.87%,33.78%,Normal Case
2016-09-11,0.9568,2016-11-27,0.9454,2016-09-04,Buy,11 Weeks,-1.19%,Rise by 2.6%,32.59%,Normal Case
2016-09-18,0.9632,2016-11-27,0.9454,2016-09-11,Buy,10 Weeks,-1.85%,Rise by 1.92%,30.74%,Normal Case
2016-10-16,0.9353,2017-02-26,0.947,2016-07-24,Buy,19 Weeks,1.25%,Rise by 2.43%,31.99%,Local Extrema Case
2016-10-30,0.9533,2017-02-26,0.947,2016-10-23,Buy,17 Weeks,-0.66%,Rise by 0.49%,31.33%,Normal Case
2016-11-06,0.9817,2017-02-26,0.947,2016-10-30,Buy,16 Weeks,-3.53%,Rise by -2.41%,27.8%,Normal Case
2017-01-01,0.939,2017-05-21,0.9379,2016-12-25,Buy,20 Weeks,-0.12%,Rise by 3.62%,27.68%,Normal Case
2017-01-29,0.9481,2017-05-21,0.9379,2017-01-22,Buy,16 Weeks,-1.08%,Rise by 2.63%,26.61%,Normal Case
2017-03-26,0.938,2017-06-25,0.9606,2017-03-19,Buy,13 Weeks,2.41%,Rise by 3.73%,29.01%,Normal Case
2017-04-23,0.9417,2017-06-25,0.9606,2017-04-09,Buy,9 Weeks,2.01%,Rise by 3.32%,31.02%,Normal Case
2017-05-21,0.9379,2018-01-07,0.8936,2017-04-30,Buy,33 Weeks,-4.72%,Rise by 1.16%,26.3%,Normal Case
2017-08-13,0.9264,2018-01-07,0.8936,2017-07-23,Buy,21 Weeks,-3.54%,Rise by 2.42%,22.76%,Normal Case
2017-10-01,0.898,2018-01-07,0.8936,2017-09-24,Buy,14 Weeks,-0.49%,Rise by 5.66%,22.27%,Normal Case
2017-10-29,0.8784,2018-01-07,0.8936,2017-10-22,Buy,10 Weeks,1.73%,Rise by 8.01%,24.0%,Normal Case
2018-02-04,0.9065,2018-07-08,0.8926,2018-01-21,Buy,22 Weeks,-1.53%,Rise by 0.92%,22.46%,Normal Case
2018-02-11,0.9095,2018-07-08,0.8926,2017-11-19,Buy,21 Weeks,-1.86%,Rise by 0.58%,20.61%,Local Extrema Case
2018-02-11,0.9095,2018-07-08,0.8926,2018-02-04,Buy,21 Weeks,-1.86%,Rise by 0.58%,18.75%,Normal Case
2018-03-11,0.936,2018-07-08,0.8926,2018-02-25,Buy,17 Weeks,-4.64%,Rise by -2.26%,14.11%,Normal Case
2018-03-25,0.9329,2018-07-08,0.8926,2018-03-04,Buy,15 Weeks,-4.32%,Rise by -1.94%,9.79%,Normal Case
2018-04-08,0.9272,2018-07-08,0.8926,2018-01-07,Buy,13 Weeks,-3.73%,Rise by -1.34%,6.06%,Local Extrema Case
2018-06-03,0.9064,2018-12-23,0.9143,2018-05-27,Buy,29 Weeks,0.87%,Rise by 1.65%,6.93%,Normal Case
2018-09-09,0.8657,2018-12-23,0.9143,2018-09-02,Buy,15 Weeks,5.61%,Rise by 6.43%,12.55%,Normal Case
2018-10-21,0.8549,2018-12-23,0.9143,2018-10-07,Buy,9 Weeks,6.95%,Rise by 7.78%,19.49%,Normal Case
2018-10-28,0.8531,2019-04-14,0.8994,2018-10-21,Buy,24 Weeks,5.43%,Rise by 7.78%,24.92%,Normal Case
2018-11-04,0.8699,2019-04-14,0.8994,2018-10-28,Buy,23 Weeks,3.39%,Rise by 5.7%,28.31%,Normal Case
2018-11-18,0.8984,2019-04-14,0.8994,2018-08-19,Buy,21 Weeks,0.11%,Rise by 2.35%,28.42%,Local Extrema Case
2018-11-18,0.8984,2019-04-14,0.8994,2018-11-11,Buy,21 Weeks,0.11%,Rise by 2.35%,28.54%,Normal Case
2018-11-25,0.8979,2019-04-14,0.8994,2018-09-16,Buy,20 Weeks,0.17%,Rise by 2.41%,28.7%,Local Extrema Case
2018-11-25,0.8979,2019-04-14,0.8994,2018-11-18,Buy,20 Weeks,0.17%,Rise by 2.41%,28.87%,Normal Case
2018-12-09,0.9214,2019-04-14,0.8994,2018-12-02,Buy,18 Weeks,-2.39%,Rise by -0.21%,26.48%,Normal Case
2018-12-23,0.9143,2019-04-14,0.8994,2018-10-14,Buy,16 Weeks,-1.63%,Rise by 0.57%,24.85%,Local Extrema Case
2018-12-30,0.9119,2019-04-14,0.8994,2018-12-23,Buy,15 Weeks,-1.37%,Rise by 0.83%,23.48%,Normal Case
2019-03-10,0.9089,2019-08-11,0.8579,2019-03-03,Buy,22 Weeks,-5.61%,Rise by -3.81%,17.87%,Normal Case
2019-06-02,0.8795,2019-08-11,0.8579,2019-05-26,Buy,10 Weeks,-2.46%,Rise by -0.59%,15.41%,Normal Case
2019-06-09,0.8838,2019-08-11,0.8579,2019-06-02,Buy,9 Weeks,-2.93%,Rise by -1.07%,12.48%,Normal Case
2019-06-30,0.8774,2020-01-19,0.8652,2015-12-27,Buy,29 Weeks,-1.39%,Rise by -0.35%,11.09%,Tangent Case
2019-09-29,0.8356,2020-01-19,0.8652,2019-09-22,Buy,16 Weeks,3.54%,Rise by 4.63%,14.64%,Normal Case
2019-10-13,0.8401,2020-01-19,0.8652,2019-09-29,Buy,14 Weeks,2.99%,Rise by 4.07%,17.62%,Normal Case
2019-12-08,0.8622,2020-03-29,0.8388,2019-12-01,Buy,16 Weeks,-2.71%,Rise by -0.99%,14.91%,Normal Case
2020-03-01,0.8447,2020-05-17,0.8433,2019-10-06,Buy,11 Weeks,-0.17%,Rise by 1.07%,14.74%,Local Extrema Case
2020-03-15,0.8522,2020-05-17,0.8433,2020-03-08,Buy,9 Weeks,-1.04%,Rise by 0.18%,13.7%,Normal Case
2020-03-29,0.8388,2020-08-16,0.8649,2020-03-22,Buy,20 Weeks,3.11%,Rise by 7.06%,16.81%,Normal Case
2020-05-10,0.8513,2020-08-16,0.8649,2020-05-03,Buy,14 Weeks,1.6%,Rise by 5.49%,18.41%,Normal Case
2020-06-14,0.8743,2020-08-16,0.8649,2020-06-07,Buy,9 Weeks,-1.08%,Rise by 2.71%,17.33%,Normal Case
2020-07-05,0.883,2020-10-04,0.8834,2020-06-28,Buy,13 Weeks,0.05%,Rise by 4.34%,17.38%,Normal Case
2020-09-06,0.8785,2020-12-20,0.9098,2020-08-30,Buy,15 Weeks,3.56%,Rise by 4.87%,20.94%,Normal Case
2020-09-20,0.8891,2020-12-20,0.9098,2020-09-13,Buy,13 Weeks,2.33%,Rise by 3.62%,23.27%,Normal Case
2020-11-01,0.8825,2021-01-24,0.9123,2020-10-25,Buy,12 Weeks,3.38%,Rise by 4.4%,26.65%,Normal Case
2020-12-27,0.9117,2021-03-14,0.9052,2020-12-20,Buy,11 Weeks,-0.71%,Rise by 1.86%,25.93%,Normal Case
2021-01-10,0.9213,2021-03-14,0.9052,2021-01-03,Buy,9 Weeks,-1.75%,Rise by 0.8%,24.19%,Normal Case
2021-01-31,0.92,2021-08-08,0.8805,2021-01-24,Buy,27 Weeks,-4.29%,Rise by -4.07%,19.89%,Normal Case
2021-02-28,0.9287,2021-08-08,0.8805,2021-02-21,Buy,23 Weeks,-5.19%,Rise by -4.96%,14.7%,Normal Case
2021-03-28,0.878,2021-08-08,0.8805,2016-01-24,Buy,19 Weeks,0.28%,Rise by 0.52%,14.99%,Tangent Case
2021-07-25,0.8768,2021-09-26,0.8944,2021-07-18,Buy,9 Weeks,2.01%,Rise by 2.59%,16.99%,Normal Case
2021-09-12,0.8995,2021-11-28,0.8662,2021-09-05,Buy,11 Weeks,-3.7%,Rise by -2.53%,13.29%,Normal Case
2021-09-19,0.8964,2021-11-28,0.8662,2021-09-12,Buy,10 Weeks,-3.37%,Rise by -2.2%,9.92%,Normal Case
2021-12-26,0.8746,2022-03-27,0.8719,2021-12-19,Buy,13 Weeks,-0.31%,Rise by 0.24%,9.61%,Normal Case
2022-02-13,0.8487,2022-08-28,0.8041,2022-02-06,Buy,28 Weeks,-5.26%,Rise by -3.25%,4.36%,Normal Case
2022-02-20,0.85,2022-08-28,0.8041,2022-02-13,Buy,27 Weeks,-5.4%,Rise by -3.4%,-1.04%,Normal Case
2022-02-27,0.8565,2022-08-28,0.8041,2022-02-20,Buy,26 Weeks,-6.12%,Rise by -4.13%,-7.16%,Normal Case
2022-03-13,0.8767,2022-08-28,0.8041,2021-12-12,Buy,24 Weeks,-8.28%,Rise by -6.34%,-15.44%,Local Extrema Case
2022-03-13,0.8767,2022-08-28,0.8041,2022-03-06,Buy,24 Weeks,-8.28%,Rise by -6.34%,-23.72%,Normal Case
2022-05-29,0.8278,2022-08-28,0.8041,2022-05-08,Buy,13 Weeks,-2.86%,Rise by -0.81%,-26.58%,Normal Case
2022-06-26,0.8162,2022-08-28,0.8041,2022-06-12,Buy,9 Weeks,-1.48%,Rise by 0.6%,-28.07%,Normal Case
2022-11-06,0.7927,2023-08-06,0.8119,2022-10-30,Buy,39 Weeks,2.42%,Rise by 5.71%,-25.64%,Normal Case
2022-12-11,0.8672,2023-08-06,0.8119,2022-12-04,Buy,34 Weeks,-6.38%,Rise by -3.37%,-32.02%,Normal Case
2022-12-18,0.8661,2023-08-06,0.8119,2022-12-11,Buy,33 Weeks,-6.26%,Rise by -3.24%,-38.28%,Normal Case
2023-02-26,0.8436,2023-08-06,0.8119,2023-02-19,Buy,23 Weeks,-3.76%,Rise by -0.66%,-42.04%,Normal Case
2023-03-12,0.8437,2023-08-06,0.8119,2023-03-05,Buy,21 Weeks,-3.77%,Rise by -0.68%,-45.81%,Normal Case
2023-03-19,0.8509,2023-08-06,0.8119,2023-03-12,Buy,20 Weeks,-4.58%,Rise by -1.52%,-50.39%,Normal Case
2023-04-30,0.8357,2023-08-06,0.8119,2023-04-23,Buy,14 Weeks,-2.85%,Rise by 0.28%,-53.24%,Normal Case
2023-05-07,0.8505,2023-08-06,0.8119,2023-04-30,Buy,13 Weeks,-4.54%,Rise by -1.47%,-57.78%,Normal Case
