Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Sigma,Actual Rise/Fall wrt Entry,Return,Cum-Return,Signal Open Price
2022-05-02,38529.3281,2022-07-23,22465.4785,Buy,59 Days,-3.63,Rise by -11.6%,-41.69%,-41.69%,
2025-04-01,85169.1719,2025-04-28,94978.75,Buy,19 Days,-3.47,Rise by -10.45%,11.52%,-30.17%,
