Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2011-11-13,2.06,2022-08-28,1.64,2814 days,2011-05-01/2.0424,-20.12%,-20.12%,Rise by -2.32%,-20.12%
Buy,2023-04-30,1.67,2023-04-30,1.67,0 days,2022-11-27/1.6659,0.00%,0.00%,Rise by 0%,-20.12%
