Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,30.615,2016-06-19,26.8,2015-11-15,Buy,30 Weeks,-12.46%,Rise by 1.26%,-12.46%,Absolute Extrema Case,
2015-11-29,31.5,2016-06-19,26.8,2015-11-08,Buy,29 Weeks,-14.92%,Rise by -11.54%,-27.38%,Normal Case,
2015-12-06,31.625,2016-06-19,26.8,2015-11-29,Buy,28 Weeks,-15.26%,Rise by -11.89%,-42.64%,Normal Case,
2015-12-13,31.245,2016-06-19,26.8,2015-11-22,Buy,27 Weeks,-14.23%,Rise by -10.82%,-56.87%,Normal Case,
2015-12-20,31.475,2016-06-19,26.8,2015-12-13,Buy,26 Weeks,-14.85%,Rise by -11.47%,-71.72%,Normal Case,
2016-01-17,30.0,2016-06-19,26.8,2016-01-10,Buy,22 Weeks,-10.67%,Rise by -1.48%,-82.38%,Normal Case,
2016-05-08,27.64,2016-08-07,29.28,2016-05-01,Buy,13 Weeks,5.93%,Rise by 24.31%,-76.45%,Normal Case,
2016-05-22,28.7,2016-08-07,29.28,2016-05-15,Buy,11 Weeks,2.02%,Rise by 19.72%,-74.43%,Normal Case,
2016-07-03,28.165,2016-09-11,32.68,2016-06-26,Buy,10 Weeks,16.03%,Rise by 22.0%,-58.4%,Normal Case,
2016-08-21,31.15,2016-11-13,31.71,2016-08-14,Buy,12 Weeks,1.8%,Rise by 6.65%,-56.6%,Normal Case,
2016-08-28,34.235,2016-11-13,31.71,2016-08-21,Buy,11 Weeks,-7.38%,Rise by -10.18%,-63.98%,Normal Case,
2016-09-04,34.36,2016-11-13,31.71,2016-08-28,Buy,10 Weeks,-7.71%,Rise by -10.51%,-71.69%,Normal Case,
2016-10-16,33.285,2017-02-12,32.75,2016-08-07,Buy,17 Weeks,-1.61%,Rise by -0.2%,-73.3%,Local Extrema Case,
