Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
BAND MATRIX,META,Long,Daily,2025-04-07,516.25,2025-08-19,751.48,45.565133171912834,96,83.33,6,85,
