Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2015-09-30,18.55,2016-04-30,21.43,Sell,152 days,Fall by -18.150000%,-15.52
2016-05-31,21.86,2016-10-31,22.48,Buy,108 days,Rise by 27.060000%,2.86
2017-05-31,26.8,2017-12-31,28.92,Buy,152 days,Rise by 18.920000%,7.9
2018-08-31,36.64,2019-10-31,41.52,Buy,303 days,Rise by 5.310000%,13.31
2019-03-31,38.59,2019-10-31,41.52,Buy,152 days,Rise by 7.660000%,7.59
2020-12-31,54.55,2021-07-31,63.66,Buy,151 days,Rise by 20.220000%,16.7
2023-09-30,48.5,2023-12-31,53.97,Sell,64 days,Fall by -13.200000%,-11.28
2023-10-31,45.26,2023-12-31,53.97,Sell,43 days,Fall by -21.300000%,-19.24
2024-02-29,56.85,2024-12-31,58.35,Buy,217 days,Rise by 12.240000%,2.64
2025-02-28,63.77,2025-02-28,63.77,Buy,0 days,Rise by -5.610000%,0.0
2025-04-30,59.79,2025-04-30,59.79,Sell,0 days,Fall by -0.670000%,0.0
