Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Buy,2023-04-10 - 2023-04-13,3 days,2023-04-17,60.08,2023-07-11,64.0,61 days,6.5%,Rise by 2.4%,63.5%
Buy,2023-04-27 - 2023-05-24,19 days,2023-05-26,58.64,2023-10-12,51.95,99 days,-11.4%,Rise by 0.99%,52.1%
Sell,2023-06-30 - 2023-07-04,2 days,2023-07-14,64.23,2023-07-18,66.26,2 days,-3.2%,Fall by -0.05%,49.0%
Sell,2023-07-27 - 2023-07-28,1 days,2023-08-02,65.84,2023-08-04,64.62,2 days,1.9%,Fall by 10.39%,50.8%
Sell,2023-09-01 - 2023-09-05,2 days,2023-09-08,64.45,2023-09-20,60.56,8 days,6.0%,Fall by 11.7%,56.8%
Buy,2023-09-15 - 2023-09-21,4 days,2023-09-28,57.47,2023-10-13,50.89,11 days,-11.4%,Rise by -10.28%,45.4%
Buy,2023-09-26 - 2023-10-05,7 days,2023-10-10,56.64,2023-10-13,50.89,3 days,-10.2%,Rise by -4.43%,35.2%
Sell,2023-11-03 - 2023-11-06,1 days,2023-11-09,52.0,2023-11-23,51.43,10 days,1.1%,Fall by -4.94%,36.3%
Buy,2023-11-14 - 2023-11-22,6 days,2023-11-24,51.64,2023-12-22,55.26,20 days,7.0%,Rise by 9.43%,43.4%
Buy,2024-04-11 - 2024-04-30,13 days,2024-05-03,48.23,2024-06-21,43.25,35 days,-10.3%,Rise by -3.61%,33.0%
Buy,2024-05-16 - 2024-05-23,5 days,2024-05-27,44.55,2024-07-11,47.45,33 days,6.5%,Rise by 8.57%,39.5%
Sell,2024-07-15 - 2024-07-16,1 days,2024-07-19,46.49,2024-07-30,45.58,7 days,2.0%,Fall by 6.84%,41.5%
Sell,2024-10-01 - 2024-10-02,1 days,2024-10-08,46.13,2024-10-15,47.43,5 days,-2.8%,Fall by 3.01%,38.7%
Sell,2024-10-04 - 2024-10-15,7 days,2024-10-18,46.3,2024-10-24,46.06,4 days,0.5%,Fall by 3.87%,39.2%
Sell,2024-12-04 - 2024-12-09,3 days,2024-12-13,47.6,2024-12-20,47.28,5 days,0.7%,Fall by 7.56%,39.9%
Sell,2025-01-28 - 2025-01-30,2 days,2025-02-04,48.16,2025-02-10,49.8,4 days,-3.4%,Fall by 11.54%,36.5%
Buy,2025-02-25 - 2025-03-13,12 days,2025-03-19,42.76,2025-04-07,38.2,13 days,-10.7%,Rise by -10.66%,25.8%
Sell,2025-04-29 - 2025-04-30,1 days,2025-05-20,43.21,2025-05-26,42.59,4 days,1.4%,Fall by 6.78%,27.2%
Buy,2025-05-23 - 2025-06-05,9 days,2025-06-10,41.3,2025-07-09,45.35,21 days,9.8%,Rise by 10.65%,37.0%
Sell,2025-07-02 - 2025-07-03,1 days,2025-07-15,40.2,2025-07-17,40.11,2 days,0.2%,Fall by 6.59%,37.3%
Buy,2025-07-29 - 2025-08-08,8 days,2025-08-12,38.55,2025-10-10,34.35,43 days,-10.9%,Rise by 1.4%,26.4%
Buy,2025-09-23 - 2025-09-24,1 days,2025-10-09,37.75,2025-10-29,33.95,14 days,-10.1%,Rise by -10.36%,16.3%
