Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-04-04,828.4,2022-05-06,658.8,24 days,2022-01-11/782.95,-20.47%,-20.47%,Rise by -18.26%,-20.47%
Buy,2022-11-11,805.58,2022-11-11,805.58,0 days,2022-09-14/764.325,0.00%,0.00%,Rise by 0%,-20.47%
