Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,19.95,2016-04-03,19.81,2015-11-15,Buy,19 Weeks,-0.7%,Rise by -10.53%,-0.7%,Absolute Extrema Case
2015-12-27,19.84,2016-04-03,19.81,2015-12-13,Buy,14 Weeks,-0.15%,Rise by 1.21%,-0.85%,Normal Case
2016-02-07,18.96,2016-05-08,20.15,2016-01-31,Buy,13 Weeks,6.28%,Rise by 10.65%,5.42%,Normal Case
2016-02-14,18.4,2016-05-08,20.15,2016-01-24,Buy,12 Weeks,9.51%,Rise by 14.02%,14.93%,Absolute Extrema Case
2016-02-21,19.02,2016-05-08,20.15,2016-02-07,Buy,11 Weeks,5.94%,Rise by 10.3%,20.88%,Normal Case
2016-03-06,19.51,2016-05-08,20.15,2015-12-20,Buy,9 Weeks,3.28%,Rise by 7.53%,24.16%,Local Extrema Case
2016-05-01,20.54,2016-08-07,21.41,2016-04-24,Buy,14 Weeks,4.24%,Rise by 5.26%,28.39%,Normal Case
2016-05-08,20.15,2016-08-07,21.41,2016-04-17,Buy,13 Weeks,6.25%,Rise by 7.3%,34.64%,Normal Case
2016-05-22,20.52,2016-08-07,21.41,2016-05-15,Buy,11 Weeks,4.34%,Rise by 5.36%,38.98%,Normal Case
2016-10-16,21.45,2017-03-05,23.1,2016-08-07,Buy,20 Weeks,7.69%,Rise by 9.84%,46.67%,Local Extrema Case
2016-10-16,21.45,2017-03-05,23.1,2016-10-09,Buy,20 Weeks,7.69%,Rise by 9.84%,54.37%,Normal Case
2016-10-30,21.89,2017-03-05,23.1,2016-10-23,Buy,18 Weeks,5.53%,Rise by 7.63%,59.89%,Normal Case
2017-01-01,22.64,2017-03-05,23.1,2016-12-18,Buy,9 Weeks,2.03%,Rise by 4.06%,61.93%,Normal Case
2017-01-08,22.98,2017-03-12,22.99,2016-12-25,Buy,9 Weeks,0.04%,Rise by -1.26%,61.97%,Normal Case
2017-01-29,23.18,2017-05-14,23.12,2017-01-22,Buy,15 Weeks,-0.26%,Rise by -2.11%,61.71%,Normal Case
2017-03-12,22.99,2017-05-14,23.12,2017-03-05,Buy,9 Weeks,0.57%,Rise by -1.3%,62.28%,Normal Case
2017-04-02,23.02,2017-08-20,22.22,2017-03-26,Buy,20 Weeks,-3.48%,Rise by -1.43%,58.8%,Normal Case
2017-04-09,23.24,2017-08-20,22.22,2017-03-19,Buy,19 Weeks,-4.39%,Rise by -2.37%,54.41%,Normal Case
2017-04-16,22.99,2017-08-20,22.22,2017-04-09,Buy,18 Weeks,-3.35%,Rise by -1.3%,51.06%,Normal Case
2017-07-02,22.43,2017-12-10,24.04,2017-06-18,Buy,23 Weeks,7.18%,Rise by 8.83%,58.24%,Normal Case
2017-08-13,22.34,2017-12-10,24.04,2017-08-06,Buy,17 Weeks,7.61%,Rise by 9.27%,65.85%,Normal Case
2017-10-01,23.15,2017-12-10,24.04,2017-09-24,Buy,10 Weeks,3.84%,Rise by 5.44%,69.69%,Normal Case
2017-10-29,23.76,2018-01-21,24.4,2017-10-22,Buy,12 Weeks,2.69%,Rise by 2.74%,72.39%,Normal Case
2017-11-19,23.9,2018-01-21,24.4,2015-11-29,Buy,9 Weeks,2.09%,Rise by 2.13%,74.48%,Tangent Case
2017-12-31,24.15,2018-06-10,24.01,2017-12-24,Buy,23 Weeks,-0.58%,Rise by 2.44%,73.9%,Normal Case
2018-02-11,22.4,2018-06-10,24.01,2017-09-03,Buy,17 Weeks,7.19%,Rise by 10.45%,81.09%,Local Extrema Case
2018-04-29,23.32,2018-07-08,24.39,2018-04-22,Buy,10 Weeks,4.59%,Rise by 6.09%,85.68%,Normal Case
2018-05-06,23.43,2018-07-08,24.39,2018-04-29,Buy,9 Weeks,4.1%,Rise by 5.59%,89.77%,Normal Case
2018-06-24,24.45,2018-12-23,21.08,2018-06-17,Buy,26 Weeks,-13.78%,Rise by -13.78%,75.99%,Normal Case
2018-07-01,24.28,2018-12-23,21.08,2018-06-10,Buy,25 Weeks,-13.18%,Rise by -13.18%,62.81%,Normal Case
2018-07-08,24.39,2018-12-23,21.08,2018-06-24,Buy,24 Weeks,-13.57%,Rise by -13.57%,49.24%,Normal Case
2018-11-18,22.9,2019-03-10,23.95,2018-11-11,Buy,16 Weeks,4.59%,Rise by 9.69%,53.82%,Normal Case
2019-01-20,23.12,2019-05-12,24.67,2018-11-04,Buy,16 Weeks,6.7%,Rise by 8.65%,60.53%,Local Extrema Case
2019-03-17,24.2,2019-07-28,24.91,2019-03-03,Buy,19 Weeks,2.93%,Rise by 2.98%,63.46%,Normal Case
2019-03-31,24.16,2019-07-28,24.91,2015-12-06,Buy,17 Weeks,3.1%,Rise by 3.15%,66.57%,Tangent Case
2019-09-29,25.15,2019-12-15,25.53,2019-09-15,Buy,11 Weeks,1.51%,Rise by 2.43%,68.08%,Normal Case
2020-02-02,26.08,2020-05-17,22.49,2020-01-19,Buy,15 Weeks,-13.77%,Rise by -30.25%,54.31%,Normal Case
2020-04-05,20.01,2020-06-28,23.07,2020-03-15,Buy,12 Weeks,15.29%,Rise by 20.24%,69.61%,Normal Case
2020-05-10,22.91,2020-09-13,24.5,2020-05-03,Buy,18 Weeks,6.94%,Rise by 10.0%,76.55%,Normal Case
2020-07-05,23.66,2020-09-13,24.5,2020-06-28,Buy,10 Weeks,3.55%,Rise by 6.51%,80.1%,Normal Case
2020-09-20,24.37,2021-01-03,26.07,2020-09-13,Buy,15 Weeks,6.98%,Rise by 27.82%,87.07%,Normal Case
2021-03-07,27.63,2021-07-25,30.74,2021-02-28,Buy,20 Weeks,11.26%,Rise by 13.57%,98.33%,Normal Case
2021-03-14,28.28,2021-07-25,30.74,2021-02-21,Buy,19 Weeks,8.7%,Rise by 10.96%,107.03%,Normal Case
2021-05-16,29.4,2021-07-25,30.74,2021-05-09,Buy,10 Weeks,4.56%,Rise by 6.73%,111.58%,Normal Case
2021-06-06,30.22,2021-09-26,30.82,2021-05-30,Buy,16 Weeks,1.99%,Rise by 3.84%,113.57%,Normal Case
2021-06-20,30.3,2021-09-26,30.82,2021-06-13,Buy,14 Weeks,1.72%,Rise by 3.56%,115.29%,Normal Case
2021-08-22,31.03,2021-12-05,31.53,2021-08-01,Buy,15 Weeks,1.61%,Rise by 6.93%,116.9%,Normal Case
2021-09-12,31.1,2021-12-05,31.53,2021-09-05,Buy,12 Weeks,1.38%,Rise by 6.69%,118.28%,Normal Case
2021-10-03,30.52,2021-12-05,31.53,2021-09-26,Buy,9 Weeks,3.31%,Rise by 8.49%,121.59%,Normal Case
2021-10-10,31.01,2022-02-06,32.76,2021-10-03,Buy,17 Weeks,5.64%,Rise by 6.77%,127.23%,Normal Case
2022-02-13,33.11,2022-04-24,32.48,2021-12-05,Buy,10 Weeks,-1.9%,Rise by -12.38%,125.33%,Local Extrema Case
2022-02-13,33.11,2022-04-24,32.48,2022-02-06,Buy,10 Weeks,-1.9%,Rise by -12.38%,123.43%,Normal Case
2022-03-06,32.74,2022-09-04,29.39,2021-12-26,Buy,26 Weeks,-10.23%,Rise by -11.39%,113.19%,Local Extrema Case
2022-03-13,32.78,2022-09-04,29.39,2022-03-06,Buy,25 Weeks,-10.34%,Rise by -11.5%,102.85%,Normal Case
2022-04-17,33.43,2022-09-04,29.39,2022-04-10,Buy,20 Weeks,-12.08%,Rise by -13.22%,90.77%,Normal Case
2022-05-01,31.8,2022-09-04,29.39,2022-01-30,Buy,18 Weeks,-7.58%,Rise by -11.13%,83.19%,Local Extrema Case
2022-05-08,31.68,2022-09-04,29.39,2022-02-27,Buy,17 Weeks,-7.23%,Rise by -10.8%,75.96%,Local Extrema Case
2022-05-22,31.01,2022-09-04,29.39,2022-05-15,Buy,15 Weeks,-5.22%,Rise by -0.32%,70.74%,Normal Case
2022-08-28,30.26,2022-12-18,29.64,2022-08-14,Buy,16 Weeks,-2.05%,Rise by 3.37%,68.69%,Normal Case
2022-09-11,30.2,2022-12-18,29.64,2022-09-04,Buy,14 Weeks,-1.85%,Rise by 3.58%,66.83%,Normal Case
2022-09-18,29.62,2022-12-18,29.64,2022-09-11,Buy,13 Weeks,0.07%,Rise by 5.6%,66.9%,Normal Case
2022-09-25,28.38,2022-12-18,29.64,2022-07-17,Buy,12 Weeks,4.44%,Rise by 10.22%,71.34%,Local Extrema Case
2022-10-09,28.45,2022-12-18,29.64,2022-09-25,Buy,10 Weeks,4.18%,Rise by 9.95%,75.52%,Normal Case
2022-11-06,29.9,2023-02-19,31.39,2022-10-30,Buy,15 Weeks,4.98%,Rise by 6.22%,80.51%,Normal Case
2022-12-11,30.52,2023-02-19,31.39,2022-11-27,Buy,10 Weeks,2.85%,Rise by 4.06%,83.36%,Normal Case
2023-01-08,30.31,2023-05-21,31.16,2022-12-18,Buy,19 Weeks,2.8%,Rise by 4.39%,86.16%,Normal Case
2023-03-05,31.23,2023-05-21,31.16,2023-02-26,Buy,11 Weeks,-0.22%,Rise by 1.31%,85.94%,Normal Case
2023-04-30,31.61,2023-08-20,30.15,2023-04-16,Buy,16 Weeks,-4.62%,Rise by -1.08%,81.32%,Normal Case
2023-08-13,31.05,2024-04-28,33.39,2023-08-06,Buy,37 Weeks,7.54%,Rise by 8.86%,88.85%,Normal Case
2024-01-07,32.05,2024-04-28,33.39,2023-12-24,Buy,16 Weeks,4.18%,Rise by 5.46%,93.04%,Normal Case
2024-03-10,33.11,2024-06-09,33.24,2024-03-03,Buy,13 Weeks,0.39%,Rise by 3.02%,93.43%,Normal Case
2024-04-07,33.8,2024-06-09,33.24,2024-03-31,Buy,9 Weeks,-1.66%,Rise by 14.91%,91.77%,Normal Case
2024-07-07,33.35,2024-11-10,37.61,2024-06-30,Buy,18 Weeks,12.77%,Rise by 16.46%,104.55%,Normal Case
2024-07-21,34.35,2024-11-10,37.61,2024-07-14,Buy,16 Weeks,9.49%,Rise by 13.07%,114.04%,Normal Case
2024-08-11,33.98,2024-11-10,37.61,2024-04-21,Buy,13 Weeks,10.68%,Rise by 14.3%,124.72%,Local Extrema Case
2024-10-06,36.6,2024-12-22,37.26,2024-09-29,Buy,11 Weeks,1.8%,Rise by 6.12%,126.52%,Normal Case
2024-10-27,37.09,2025-02-16,38.87,2024-10-20,Buy,16 Weeks,4.8%,Rise by 5.26%,131.32%,Normal Case
2024-11-10,37.61,2025-02-16,38.87,2024-11-03,Buy,14 Weeks,3.35%,Rise by 3.8%,134.67%,Normal Case
2024-11-24,38.41,2025-02-16,38.87,2016-03-13,Buy,12 Weeks,1.2%,Rise by 1.64%,135.87%,Tangent Case
2025-01-05,37.97,2025-10-26,45.28,2024-12-22,Buy,42 Weeks,19.25%,Rise by 18.88%,155.12%,Normal Case
2025-01-12,37.51,2025-10-26,45.28,2025-01-05,Buy,41 Weeks,20.71%,Rise by 20.34%,175.84%,Normal Case
