Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-08-06,113.9,2020-08-20,118.28,Buy,9 days,Rise by 17.800000%,3.84
2020-09-01,134.18,2021-01-05,131.01,Buy,89 days,Rise by -16.430000%,-2.36
2021-01-15,127.14,2021-01-21,136.87,Sell,3 days,Fall by 8.480000%,-7.65
2021-02-17,130.84,2021-02-23,125.86,Sell,3 days,Fall by 11.070000%,3.81
2021-05-05,128.1,2021-05-14,127.45,Sell,6 days,Fall by 3.560000%,0.51
2021-09-07,156.69,2021-12-02,163.76,Buy,61 days,Rise by -11.200000%,4.51
2021-11-11,147.87,2021-11-18,157.87,Sell,4 days,Fall by -7.680000%,-6.76
2022-03-08,157.44,2022-03-16,159.59,Sell,5 days,Fall by 0.550000%,-1.37
2022-03-11,154.73,2022-03-16,159.59,Sell,2 days,Fall by -1.190000%,-3.14
2022-03-23,170.21,2022-03-30,177.77,Buy,4 days,Rise by -10.660000%,4.44
2022-05-19,137.35,2022-05-23,143.11,Sell,1 days,Fall by 5.310000%,-4.19
2022-07-06,142.92,2022-07-12,145.86,Buy,3 days,Rise by 22.130000%,2.06
2022-08-15,173.19,2023-02-09,150.87,Buy,127 days,Rise by -10.040000%,-12.89
2022-08-17,174.55,2023-02-09,150.87,Buy,125 days,Rise by -10.740000%,-13.57
2022-09-12,163.43,2023-02-09,150.87,Buy,107 days,Rise by -12.820000%,-7.69
2022-10-24,149.45,2023-02-09,150.87,Buy,77 days,Rise by 1.230000%,0.95
2022-11-03,138.88,2022-11-10,146.87,Sell,4 days,Fall by 9.980000%,-5.75
2022-11-11,149.7,2023-02-09,150.87,Buy,63 days,Rise by -10.150000%,0.78
2022-12-01,148.31,2023-02-09,150.87,Buy,49 days,Rise by -10.750000%,1.73
2022-12-15,136.5,2022-12-28,126.04,Sell,8 days,Fall by 8.410000%,7.66
2022-12-16,134.51,2022-12-29,129.61,Sell,8 days,Fall by 7.060000%,3.64
2023-03-10,148.5,2023-03-16,155.85,Sell,3 days,Fall by -15.530000%,-4.95
2023-03-30,162.36,2023-04-19,167.63,Buy,13 days,Rise by 19.470000%,3.25
2023-05-08,173.5,2023-06-02,180.95,Buy,18 days,Rise by 11.800000%,4.29
2023-05-18,175.05,2023-06-02,180.95,Buy,10 days,Rise by 10.810000%,3.37
2023-06-13,183.31,2023-06-27,188.06,Buy,9 days,Rise by 5.820000%,2.59
2023-06-15,186.01,2023-07-03,192.46,Buy,11 days,Rise by 4.280000%,3.47
2023-08-03,191.17,2023-08-09,178.19,Sell,3 days,Fall by 8.980000%,6.79
2023-09-13,174.21,2023-10-06,177.49,Sell,16 days,Fall by 2.170000%,-1.88
2023-11-08,182.89,2023-11-15,188.01,Buy,4 days,Rise by 8.320000%,2.8
2024-04-12,176.55,2024-05-08,182.74,Buy,17 days,Rise by 8.950000%,3.51
2024-04-25,169.89,2024-05-07,182.4,Buy,7 days,Rise by 13.220000%,7.36
2024-06-12,213.07,2024-07-08,227.82,Buy,17 days,Rise by 10.210000%,6.92
2024-10-31,225.91,2024-11-25,232.87,Sell,16 days,Fall by 1.450000%,-3.08
2024-12-03,242.65,2024-12-13,248.13,Buy,7 days,Rise by 6.750000%,2.26
2025-01-17,229.98,2025-01-24,222.78,Sell,4 days,Fall by 8.830000%,3.13
2025-02-10,227.65,2025-02-12,236.87,Sell,1 days,Fall by 7.890000%,-4.05
2025-02-19,244.87,2025-07-11,211.16,Buy,101 days,Rise by -11.390000%,-13.77
2025-03-11,220.84,2025-03-18,212.69,Sell,4 days,Fall by 14.700000%,3.69
2025-07-01,207.82,2025-07-08,210.01,Buy,4 days,Rise by 3.170000%,1.05
2025-07-31,207.57,2025-08-06,213.25,Sell,3 days,Fall by -9.260000%,-2.74
2025-08-08,229.35,2025-09-08,237.88,Buy,20 days,Rise by 4.550000%,3.72
