Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
1986-06-30,0.16,1987-12-31,0.38,Buy,392 days,Rise by 214.920000%,134.08
1993-09-30,0.21,1994-03-31,0.3,Sell,129 days,Fall by -5.080000%,-42.26
1997-06-30,0.13,1997-09-30,0.19,Sell,65 days,Fall by -621.700000%,-52.2
1998-12-31,0.37,2000-06-30,0.94,Buy,390 days,Rise by 231.760000%,155.9
2002-03-31,0.42,2005-03-31,1.49,Buy,782 days,Rise by -39.460000%,252.07
2004-06-30,0.58,2005-09-30,1.91,Buy,326 days,Rise by 341.830000%,229.48
2005-12-31,2.57,2007-09-30,5.48,Buy,454 days,Rise by 132.910000%,113.48
2007-03-31,3.32,2008-06-30,5.98,Buy,324 days,Rise by 113.200000%,80.22
2007-09-30,5.48,2010-09-30,10.13,Buy,782 days,Rise by -25.940000%,84.89
2007-12-31,7.07,2011-03-31,12.45,Buy,847 days,Rise by -42.620000%,75.94
2020-12-31,132.69,2023-03-31,164.9,Buy,585 days,Rise by 33.820000%,24.27
