Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-02-17,224.28,2021-08-27,244.78,2020-11-04-2021-02-02,192.5-245.0,Buy,137 days,9.14%,Rise by 8.32%,9.14%,
2021-03-25,220.5,2021-03-29,220.26,2021-02-02-2021-02-23,215.25-238.78,Sell,2 days,0.11%,Fall by -1.75%,9.25%,
2021-06-21,219.97,2021-06-21,219.97,2021-02-02-2021-05-17,212.08-238.78,Sell,0 days,-0.0%,Fall by 0%,9.25%,
2021-10-27,241.87,2021-11-03,237.88,2021-09-07-2021-09-29,237.62-254.34,Sell,5 days,1.65%,Fall by 12.88%,10.9%,
2021-11-03,237.88,2021-11-03,237.88,2021-05-17-2021-10-20,201.92-267.0,Buy,0 days,0.0%,Rise by 0%,10.9%,
2021-11-18,206.03,2021-11-24,215.9,2021-05-17-2021-10-20,201.92-267.0,Sell,4 days,-4.79%,Fall by 10.18%,6.11%,
2021-11-25,215.9,2021-11-30,206.4,2020-11-04-2021-10-20,192.5-267.0,Sell,3 days,4.4%,Fall by 7.96%,10.51%,
2021-12-16,189.98,2021-12-21,194.61,2020-11-04-2021-02-02,192.5-245.0,Sell,3 days,-2.44%,Fall by 9.66%,8.07%,
2022-01-04,202.2,2022-01-05,197.74,2021-05-11-2021-12-17,197.44-225.95,Sell,1 days,2.21%,Fall by 10.68%,10.28%,
2022-02-07,180.29,2022-02-07,180.29,2021-03-18-2022-01-24,176.41-227.91,Sell,0 days,-0.0%,Fall by 0%,10.28%,
2022-02-22,162.62,2022-02-22,162.62,2021-09-07-2022-01-24,176.41-254.34,Sell,0 days,-0.0%,Fall by 0%,10.28%,
2022-03-30,165.65,2022-04-21,160.49,2021-02-02-2022-01-24,176.41-238.78,Sell,16 days,3.12%,Fall by 10.27%,13.39%,
2022-04-06,167.48,2022-04-06,167.48,2021-09-07-2022-03-18,151.23-254.34,Sell,0 days,-0.0%,Fall by 0%,13.39%,
2022-04-22,159.1,2022-04-28,160.44,2021-10-20-2022-03-18,151.23-258.35,Sell,4 days,-0.84%,Fall by 18.46%,12.55%,
2022-05-09,144.0,2022-05-11,135.06,2022-03-18-2022-04-14,145.7-175.01,Sell,2 days,6.21%,Fall by 8.12%,18.76%,
2022-05-31,142.85,2022-06-01,138.5,2021-12-23-2022-05-13,143.0-200.99,Sell,1 days,3.05%,Fall by 10.4%,21.8%,
2022-07-15,143.27,2022-07-15,143.27,2021-02-02-2022-06-17,128.37-238.78,Sell,0 days,-0.0%,Fall by 0%,21.8%,
2022-08-17,190.99,2022-08-17,190.99,2021-12-23-2022-06-17,128.37-200.99,Sell,0 days,-0.0%,Fall by 0%,21.8%,
2022-08-24,186.3,2022-12-06,211.07,2022-06-17-2022-08-10,117.48-197.47,Buy,74 days,13.3%,Rise by 1.92%,35.1%,
2022-09-23,177.08,2022-10-03,169.99,2021-10-20-2022-06-17,128.37-258.35,Sell,6 days,4.0%,Fall by -25.5%,39.1%,
2022-09-29,174.85,2022-10-05,175.82,2022-06-17-2022-08-10,117.48-197.47,Sell,4 days,-0.55%,Fall by -17.76%,38.55%,
2022-10-05,175.82,2022-12-06,211.07,2022-03-18-2022-04-14,145.7-175.01,Buy,44 days,20.05%,Rise by 1.92%,58.6%,
2022-11-18,205.26,2022-12-08,217.34,2021-03-18-2022-05-13,143.0-227.91,Sell,14 days,-5.89%,Fall by 4.73%,52.71%,
2022-12-08,217.34,2022-12-08,217.34,2022-08-10-2022-10-03,174.3-167.9,Sell,0 days,-0.0%,Fall by 0%,52.71%,
2022-12-15,214.93,2023-04-17,213.62,2022-10-03-2022-12-01,164.9-222.74,Buy,87 days,-0.61%,Rise by 18.25%,52.1%,
2022-12-30,209.16,2023-04-14,215.51,2022-03-18-2022-12-01,145.7-222.74,Buy,75 days,3.04%,Rise by 17.21%,55.14%,
2023-01-24,209.08,2023-01-27,201.6,2022-12-01-2022-12-28,209.06-217.0,Sell,3 days,3.58%,Fall by -3.5%,58.72%,
2023-01-27,201.6,2023-02-01,200.74,2022-03-18-2022-12-01,145.7-222.74,Sell,3 days,0.43%,Fall by -3.94%,59.14%,
2023-02-01,200.74,2023-05-03,229.0,2022-06-17-2022-12-01,117.48-222.74,Buy,65 days,14.08%,Rise by 10.31%,73.22%,
2023-04-18,215.52,2023-04-21,214.54,2022-12-01-2023-01-30,202.5-217.0,Sell,3 days,0.45%,Fall by -13.87%,73.68%,
2023-05-05,228.59,2023-06-06,252.61,2023-02-27-2023-03-22,211.55-215.85,Sell,22 days,-10.51%,Fall by 4.89%,63.17%,
2023-06-29,251.97,2023-12-19,272.91,2023-01-30-2023-06-07,197.66-254.76,Buy,123 days,8.31%,Rise by 17.93%,71.48%,
2023-07-24,244.17,2023-07-28,240.88,2023-06-07-2023-06-27,244.38-251.0,Sell,4 days,1.35%,Fall by 0.37%,72.83%,
2023-08-08,234.36,2023-12-19,272.91,2022-03-18-2023-06-07,145.7-254.76,Buy,95 days,16.45%,Rise by 17.93%,89.27%,
2023-09-22,245.0,2023-10-05,242.7,2023-06-30-2023-08-03,238.01-250.07,Sell,9 days,0.94%,Fall by 4.57%,90.21%,
2023-10-05,242.7,2024-03-05,307.01,2023-08-03-2023-09-15,232.62-256.9,Buy,108 days,26.5%,Rise by 2.57%,116.71%,
2023-10-27,232.45,2024-03-06,311.47,2022-06-17-2023-09-15,117.48-256.9,Buy,93 days,33.99%,Rise by -11.07%,150.71%,
2023-11-13,243.04,2023-12-04,259.29,2023-09-15-2023-10-03,241.0-251.63,Sell,15 days,-6.69%,Fall by -3.63%,144.02%,
2023-12-01,260.64,2023-12-01,260.64,2023-06-30-2023-10-25,233.15-250.07,Sell,0 days,-0.0%,Fall by 0%,144.02%,
2024-03-07,308.59,2024-03-07,308.59,2023-10-25-2024-02-28,228.74-324.75,Buy,0 days,0.0%,Rise by 0%,144.02%,
