Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2002-05-31,1.89,2002-06-30,1.8,2001-10-31-2002-01-31,1.01-2.4,Sell,20 days,4.76%,Fall by -320.56%,4.76%,
2004-08-31,8.0,2004-09-30,7.0,2001-10-31-2004-03-31,1.01-10.75,Sell,22 days,12.5%,Fall by 25.29%,17.26%,
2006-08-31,1.5,2017-10-31,96.1,2001-10-31-2004-03-31,1.01-10.75,Buy,2913 days,6306.67%,Rise by 35.38%,6323.93%,
2008-07-31,3.01,2008-10-31,2.37,2006-11-30-2008-05-31,0.84-3.23,Sell,66 days,21.26%,Fall by -100.42%,6345.19%,
2010-05-31,4.75,2010-07-31,5.56,2008-10-31-2009-12-31,1.58-5.84,Sell,44 days,-17.05%,Fall by -70.86%,6328.14%,
2011-08-31,11.97,2011-09-30,9.71,2008-10-31-2011-07-31,1.58-14.49,Sell,22 days,18.88%,Fall by -248.3%,6347.02%,
2011-09-30,9.71,2011-12-31,11.01,2006-11-30-2011-07-31,0.84-14.49,Sell,65 days,-13.39%,Fall by -295.55%,6333.63%,
2011-12-31,11.01,2011-12-31,11.01,2008-10-31-2011-07-31,1.58-14.49,Buy,0 days,0.0%,Rise by 0%,6333.63%,
2020-03-31,146.5,2020-04-30,195.85,2008-10-31-2020-02-29,1.58-231.52,Sell,22 days,-33.69%,Fall by 2.42%,6299.94%,
2021-11-30,206.4,2021-12-31,199.62,2020-03-31-2021-10-31,125.01-267.0,Sell,23 days,3.28%,Fall by 28.44%,6303.23%,
2021-12-31,199.62,2022-01-31,192.2,2008-10-31-2021-10-31,1.58-267.0,Sell,21 days,3.72%,Fall by 27.86%,6306.95%,
2022-08-31,181.0,2022-08-31,181.0,2008-10-31-2020-02-29,1.58-231.52,Buy,0 days,0.0%,Rise by 0%,6306.95%,
2024-04-30,257.43,2024-05-31,228.16,2022-06-30-2024-02-29,117.48-324.75,Sell,23 days,11.37%,Fall by 13.22%,6318.32%,
2024-05-31,228.16,2024-06-30,256.97,2008-10-31-2024-02-29,1.58-324.75,Sell,20 days,-12.63%,Fall by 15.92%,6305.69%,
2024-07-31,231.48,2024-09-30,204.96,2020-02-29-2022-06-30,145.84-201.01,Sell,43 days,11.46%,Fall by 3.4%,6317.15%,
2024-08-31,224.56,2024-09-30,204.96,2020-03-31-2024-02-29,125.01-324.75,Sell,20 days,8.73%,Fall by 3.4%,6325.87%,
2024-11-30,216.06,2024-11-30,216.06,2020-03-31-2021-10-31,125.01-267.0,Buy,0 days,0.0%,Rise by 0%,6325.87%,
