Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-02,3006.3501,2021-09-22,3862.1499,2020-11-04-2021-01-25,2610.0-3339.8,Buy,146 days,28.47%,Rise by 1.9%,28.47%
2021-04-19,3161.8,2021-04-28,3124.1001,2021-01-25-2021-02-26,2972.3501-3278.6499,Sell,7 days,1.19%,Fall by -5.12%,29.66%
2021-04-28,3124.1001,2022-01-21,3833.5,2021-02-26-2021-04-09,2880.0-3354.3501,Buy,192 days,22.71%,Rise by -11.27%,52.37%
2021-05-05,3095.7,2024-03-21,3972.95,2020-11-04-2021-04-09,2610.0-3354.3501,Buy,751 days,28.34%,Rise by 0.15%,80.7%
2021-05-18,3088.8,2021-05-19,3082.0,2021-04-09-2021-05-03,3055.0-3308.0,Sell,1 days,0.22%,Fall by -2.77%,80.92%
2021-07-15,3202.95,2022-01-24,3771.3501,2021-02-26-2021-06-25,2880.0-3399.6499,Buy,137 days,17.75%,Rise by 1.15%,98.67%
2021-09-23,3869.25,2021-10-01,3730.2,2021-06-25-2021-07-28,3204.45-3350.0,Sell,6 days,3.59%,Fall by 8.91%,102.26%
2021-10-27,3489.75,2024-03-21,3972.95,2021-02-26-2021-10-08,2880.0-3989.8999,Buy,626 days,13.85%,Rise by 0.15%,116.11%
2021-11-02,3484.2,2021-11-02,3484.2,2021-07-28-2021-10-08,3132.3999-3989.8999,Buy,0 days,0.0%,Rise by 0%,116.11%
2021-11-24,3443.3,2021-11-25,3445.8999,2021-10-08-2021-10-29,3461.0-3900.0,Sell,1 days,-0.08%,Fall by -5.9%,116.03%
2021-12-09,3601.75,2021-12-22,3630.75,2020-11-04-2021-10-08,2610.0-3989.8999,Sell,9 days,-0.81%,Fall by -0.51%,115.23%
2022-01-31,3736.25,2024-03-21,3972.95,2021-10-29-2022-01-17,3385.95-4043.0,Buy,558 days,6.34%,Rise by 0.15%,121.56%
2022-03-11,3599.1499,2022-04-12,3691.1001,2020-11-04-2022-01-17,2610.0-4043.0,Sell,22 days,-2.55%,Fall by 11.63%,119.01%
2022-04-01,3758.75,2022-04-12,3691.1001,2022-01-17-2022-02-24,3483.8501-3962.3,Sell,7 days,1.8%,Fall by 11.63%,120.81%
2022-05-16,3376.8,2022-05-19,3261.95,2021-10-29-2022-01-17,3385.95-4043.0,Sell,3 days,3.4%,Fall by 5.31%,124.21%
2022-05-19,3261.95,2022-05-23,3321.75,2021-02-26-2022-01-17,2880.0-4043.0,Sell,2 days,-1.83%,Fall by 7.01%,122.38%
2022-05-25,3167.6499,2022-05-27,3261.3,2021-07-28-2022-01-17,3132.3999-4043.0,Sell,2 days,-2.96%,Fall by 5.29%,119.42%
2022-06-10,3359.8999,2022-06-13,3219.6001,2022-04-05-2022-05-25,3292.8501-3772.0,Sell,1 days,4.18%,Fall by 6.99%,123.6%
2022-06-15,3206.3,2022-06-17,3088.8999,2021-02-26-2021-10-08,2880.0-3989.8999,Sell,2 days,3.66%,Fall by 3.05%,127.26%
2022-06-16,3142.0,2022-06-21,3211.95,2021-07-28-2021-10-08,3132.3999-3989.8999,Sell,3 days,-2.23%,Fall by 6.77%,125.03%
2022-07-04,3235.05,2022-07-08,3265.45,2022-04-05-2022-06-17,3118.75-3772.0,Sell,4 days,-0.94%,Fall by 8.68%,124.09%
2022-08-26,3222.2,2022-09-01,3131.7,2022-04-05-2022-07-15,3028.8999-3772.0,Sell,4 days,2.81%,Fall by 4.78%,126.9%
2022-09-19,3028.8,2022-09-21,3001.2,2022-08-11-2022-08-29,3142.7-3375.05,Sell,2 days,0.91%,Fall by -8.51%,127.81%
2022-09-21,3001.2,2023-10-12,3542.55,2022-07-15-2022-08-11,2953.0-3428.7,Buy,276 days,18.04%,Rise by 8.99%,145.85%
2022-11-10,3205.6499,2022-12-14,3365.3501,2022-04-05-2022-09-26,3025.8501-3772.0,Sell,24 days,-4.98%,Fall by 4.57%,140.87%
2022-11-23,3308.3,2022-12-14,3365.3501,2022-01-17-2022-09-26,3025.8501-3962.3,Sell,15 days,-1.72%,Fall by 4.57%,139.14%
2022-12-08,3350.55,2022-12-14,3365.3501,2022-08-11-2022-09-26,3025.8501-3375.05,Sell,4 days,-0.44%,Fall by 4.57%,138.7%
2022-12-14,3365.3501,2023-10-04,3537.75,2022-09-26-2022-12-01,2926.1001-3480.0,Buy,210 days,5.12%,Rise by 9.14%,143.82%
2023-03-02,3321.45,2024-01-18,3902.6001,2022-09-26-2023-02-16,2926.1001-3575.0,Buy,230 days,17.5%,Rise by 6.33%,161.32%
2023-04-19,3089.6001,2023-04-19,3089.6001,2023-02-16-2023-03-20,3169.6499-3527.0,Sell,0 days,-0.0%,Fall by 0%,161.32%
2023-05-18,3199.8501,2023-05-22,3298.7,2023-02-16-2023-04-17,3163.3999-3527.0,Sell,2 days,-3.09%,Fall by 3.75%,158.23%
2023-06-08,3236.45,2023-10-03,3513.8501,2023-04-17-2023-05-29,3070.25-3372.0,Buy,83 days,8.57%,Rise by 9.88%,166.8%
2023-07-25,3399.1499,2023-12-26,3795.55,2023-06-16-2023-07-17,3156.0-3549.8999,Buy,110 days,11.66%,Rise by 9.33%,178.47%
2023-08-01,3452.05,2024-01-18,3902.6001,2023-04-17-2023-07-17,3070.25-3549.8999,Buy,122 days,13.05%,Rise by 6.33%,191.52%
2023-09-29,3528.6001,2023-10-06,3621.3999,2023-05-29-2023-06-16,3199.3999-3312.0,Sell,5 days,-2.63%,Fall by 8.03%,188.89%
2023-10-30,3378.55,2024-02-22,4087.1001,2023-06-16-2023-10-09,3156.0-3679.0,Buy,83 days,20.97%,Rise by 3.23%,209.86%
2023-12-01,3511.6499,2024-01-08,3678.3,2023-10-09-2023-11-01,3371.6001-3631.0,Sell,26 days,-4.75%,Fall by -3.32%,205.11%
2024-02-16,4128.2998,2024-02-21,3991.5,2023-07-17-2023-11-01,3371.6001-3477.05,Sell,3 days,3.31%,Fall by 3.77%,208.43%
2024-03-27,3840.8999,2024-04-23,3874.7,2021-02-26-2024-03-18,2880.0-4254.75,Sell,19 days,-0.88%,Fall by 5.26%,207.55%
2024-04-01,3916.75,2024-04-01,3916.75,2023-11-01-2024-03-18,3311.0-4254.75,Buy,0 days,0.0%,Rise by 0%,207.55%
2024-04-23,3874.7,2024-04-23,3874.7,2021-02-26-2024-03-18,2880.0-4254.75,Buy,0 days,0.0%,Rise by 0%,207.55%
2024-05-27,3847.05,2024-05-31,3670.95,2022-09-26-2024-03-18,2926.1001-4254.75,Sell,4 days,4.58%,Fall by -13.19%,212.12%
2024-06-03,3702.8501,2024-06-06,3830.3999,2024-04-15-2024-05-02,3871.1001-3919.05,Sell,3 days,-3.44%,Fall by -8.48%,208.68%
2024-06-14,3832.05,2024-07-15,4169.2002,2024-03-18-2024-05-02,3871.1001-4117.8501,Sell,21 days,-8.8%,Fall by 0.34%,199.88%
2024-09-06,4456.75,2024-09-06,4456.75,2024-03-18-2024-06-04,3745.0-4117.8501,Sell,0 days,-0.0%,Fall by 0%,199.88%
2024-09-11,4479.3501,2024-09-11,4479.3501,2024-06-04-2024-08-30,3591.5-4592.25,Buy,0 days,0.0%,Rise by 0%,199.88%
2024-09-24,4271.2998,2024-09-24,4271.2998,2023-11-01-2024-08-30,3311.0-4592.25,Buy,0 days,0.0%,Rise by 0%,199.88%
2024-10-07,4272.8501,2024-10-07,4272.8501,2020-11-18-2024-08-30,2607.05-4592.25,Buy,0 days,0.0%,Rise by 0%,199.88%
2024-10-14,4136.6499,2024-10-18,4123.0498,2023-04-17-2024-08-30,3070.25-4592.25,Sell,4 days,0.33%,Fall by 3.85%,200.21%
2024-10-15,4116.7998,2024-10-25,4057.55,2022-07-15-2024-08-30,2953.0-4592.25,Sell,8 days,1.44%,Fall by 0.72%,201.65%
2024-10-17,4109.0,2024-10-25,4057.55,2022-09-26-2024-08-30,2926.1001-4592.25,Sell,6 days,1.25%,Fall by 0.72%,202.9%
2024-10-21,4079.8501,2024-10-25,4057.55,2021-02-26-2024-08-30,2880.0-4592.25,Sell,4 days,0.55%,Fall by 0.72%,203.45%
2024-10-22,4015.5,2024-11-06,4139.6499,2020-11-18-2024-08-30,2607.05-4592.25,Sell,11 days,-3.09%,Fall by 2.69%,200.36%
2024-11-19,4039.55,2024-12-03,4302.75,2024-08-30-2024-11-04,3991.8999-4487.7998,Sell,10 days,-6.52%,Fall by 6.38%,193.84%
2024-12-26,4169.1001,2024-12-26,4169.1001,2024-11-04-2024-12-13,3913.25-4494.8999,Buy,0 days,0.0%,Rise by 0%,193.84%
2025-01-23,4145.4502,2025-01-30,4100.0498,2021-07-28-2024-08-30,3132.3999-4592.25,Sell,5 days,1.1%,Fall by 10.35%,194.94%
2025-01-30,4100.0498,2025-02-05,4091.1001,2024-12-13-2025-01-07,4140.3501-4394.3999,Sell,4 days,0.22%,Fall by 10.16%,195.15%
2025-02-18,3873.2,2025-02-24,3675.6001,2024-11-04-2024-12-13,3913.25-4494.8999,Sell,4 days,5.1%,Fall by 4.86%,200.26%
2025-02-19,3784.1001,2025-02-25,3629.55,2020-11-04-2024-03-18,2610.0-4254.75,Sell,4 days,4.08%,Fall by 3.65%,204.34%
2025-02-28,3483.25,2025-03-04,3532.05,2024-06-04-2024-08-30,3591.5-4592.25,Sell,2 days,-1.4%,Fall by 0.99%,202.94%
2025-03-10,3589.6499,2025-03-21,3578.1001,2023-06-16-2024-08-30,3156.0-4592.25,Sell,9 days,0.32%,Fall by 9.69%,203.26%
2025-04-02,3543.95,2025-04-02,3543.95,2024-04-15-2025-02-28,3600.0-3919.05,Sell,0 days,-0.0%,Fall by 0%,203.26%
2025-04-03,3403.1499,2025-04-03,3403.1499,2021-10-29-2024-08-30,3385.95-4592.25,Sell,0 days,-0.0%,Fall by 0%,203.26%
2025-04-04,3299.3999,2025-04-04,3299.3999,2023-11-01-2024-08-30,3311.0-4592.25,Sell,0 days,-0.0%,Fall by 0%,203.26%
2025-05-02,3431.0,2025-05-26,3537.3,2023-04-17-2024-03-18,3070.25-4254.75,Sell,16 days,-3.1%,Fall by 4.15%,200.16%
2025-05-08,3448.8999,2025-05-26,3537.3,2024-03-18-2025-04-07,3291.3999-4117.8501,Sell,12 days,-2.56%,Fall by 4.15%,197.6%
2025-05-19,3518.8,2025-05-19,3518.8,2024-08-30-2025-04-07,3291.3999-4487.7998,Sell,0 days,-0.0%,Fall by 0%,197.6%
2025-05-27,3498.7,2025-06-04,3380.8999,2023-06-16-2024-03-18,3156.0-4254.75,Sell,6 days,3.37%,Fall by -0.28%,200.97%
2025-06-05,3371.1001,2025-06-25,3444.8,2022-07-15-2024-03-18,2953.0-4254.75,Sell,14 days,-2.19%,Fall by 10.61%,198.78%
2025-06-25,3444.8,2025-07-08,3406.2,2025-05-12-2025-06-06,3390.8999-3502.2,Sell,9 days,1.12%,Fall by 10.28%,199.9%
2025-07-25,3135.8,2025-07-31,3036.8,2023-06-16-2023-10-09,3156.0-3679.0,Sell,4 days,3.16%,Fall by 0.59%,203.06%
2025-07-28,3079.3,2025-08-06,3032.3,2023-06-16-2023-07-17,3156.0-3549.8999,Sell,7 days,1.53%,Fall by 0.44%,204.58%
2025-07-29,3056.0,2025-07-29,3056.0,2023-04-17-2023-10-09,3070.25-3679.0,Sell,0 days,-0.0%,Fall by 0%,204.58%
2025-07-31,3036.8,2025-08-06,3032.3,2023-04-17-2023-05-29,3070.25-3372.0,Sell,4 days,0.15%,Fall by 0.44%,204.73%
2025-09-03,3097.5,2025-09-03,3097.5,2023-05-29-2025-08-04,3079.3999-3312.0,Sell,0 days,-0.0%,Fall by 0%,204.73%
2025-09-25,2957.3999,2025-09-25,2957.3999,2024-03-18-2025-08-04,3079.3999-4117.8501,Sell,0 days,-0.0%,Fall by 0%,204.73%
2025-09-26,2899.1001,2025-09-26,2899.1001,2025-08-04-2025-09-18,2991.6001-3203.0,Sell,0 days,-0.0%,Fall by 0%,204.73%
2025-10-17,2962.2,2025-10-20,3015.2,2025-09-18-2025-10-01,2924.8-3161.3999,Sell,1 days,-1.79%,Fall by -0.05%,202.94%
