Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-02 - 2020-01-09,5 days,2020-01-16,301.08,2020-01-24,295.83,6 days,1.7%,Fall by 12.35%,1.7%,
Buy,2020-01-27 - 2020-01-31,4 days,2020-02-04,299.23,2020-02-11,316.01,5 days,5.6%,Rise by -11.8%,7.4%,
Sell,2020-02-12 - 2020-02-14,2 days,2020-02-21,306.0,2020-02-26,286.32,3 days,6.4%,Fall by 13.68%,13.8%,
Buy,2020-02-27 - 2020-02-28,1 days,2020-03-17,238.34,2020-03-18,196.99,1 days,-17.3%,Rise by 66.5%,-3.6%,
Sell,2020-04-08 - 2020-04-09,1 days,2020-04-21,281.09,2020-04-22,294.97,1 days,-4.9%,Fall by -25.84%,-8.5%,
Sell,2020-04-14 - 2020-04-23,7 days,2020-05-01,279.06,2020-05-05,288.35,2 days,-3.3%,Fall by -26.75%,-11.8%,
Sell,2020-05-11 - 2020-05-12,1 days,2020-05-22,319.36,2020-05-29,329.51,5 days,-3.2%,Fall by -10.76%,-15.0%,
Sell,2020-06-04 - 2020-06-05,1 days,2020-06-25,366.55,2020-06-26,361.76,1 days,1.3%,Fall by 3.5%,-13.7%,
Sell,2020-07-10 - 2020-07-13,1 days,2020-07-24,367.68,2020-07-27,381.78,1 days,-3.8%,Fall by 5.53%,-17.5%,
Sell,2020-08-27 - 2020-09-02,4 days,2020-09-08,347.35,2020-09-09,359.37,1 days,-3.5%,Fall by -3.99%,-21.0%,
Sell,2020-10-12 - 2020-10-13,1 days,2020-10-20,384.96,2020-10-27,366.37,5 days,4.8%,Fall by -30.45%,-16.2%,
Sell,2020-11-17 - 2020-11-23,4 days,2020-12-09,452.89,2020-12-11,452.63,2 days,0.1%,Fall by -10.89%,-16.1%,
Sell,2021-01-14 - 2021-01-21,5 days,2021-01-26,549.0,2021-01-28,547.22,2 days,0.3%,Fall by 8.53%,-15.8%,
Buy,2021-03-04 - 2021-03-08,2 days,2021-03-11,544.4,2021-03-22,575.99,7 days,5.8%,Rise by 23.59%,-10.0%,
Sell,2021-06-14 - 2021-06-15,1 days,2021-06-18,671.07,2021-06-24,695.0,4 days,-3.6%,Fall by -0.39%,-13.6%,
Buy,2021-07-06 - 2021-07-08,2 days,2021-07-12,707.81,2021-07-23,748.14,9 days,5.7%,Rise by 12.39%,-7.9%,
