Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2011-05-08,1.808,2011-06-05,2.0087,2010-12-05-2011-02-27,1.59-2.058,Sell,19 days,-11.1%,Fall by 19.55%,-11.1%,
2011-12-25,1.86,2012-01-08,1.794,2011-06-05-2011-08-28,1.5967-1.892,Sell,9 days,3.55%,Fall by -2.41%,-7.55%,
2012-04-08,2.2987,2012-04-22,2.2107,2011-08-28-2012-04-01,1.4333-2.6633,Sell,9 days,3.83%,Fall by 11.01%,-3.72%,
2012-05-20,1.8373,2012-06-24,2.2527,2010-07-04-2012-04-01,1.1693-2.6633,Sell,24 days,-22.61%,Fall by 11.4%,-26.33%,
2012-08-19,2.0007,2020-10-04,138.3633,2011-08-28-2012-04-01,1.4333-2.6633,Buy,2119 days,6815.74%,Rise by 112.01%,6789.41%,
2012-10-28,1.8253,2012-11-04,1.928,2012-04-01-2012-08-05,2.0167-2.336,Sell,4 days,-5.63%,Fall by -517.91%,6783.78%,
2014-03-30,14.158,2014-04-13,13.5853,2012-08-05-2014-03-02,1.7013-17.6667,Sell,9 days,4.05%,Fall by -11.63%,6787.83%,
2014-04-13,13.5853,2014-05-11,12.1507,2011-08-28-2014-03-02,1.4333-17.6667,Sell,19 days,10.56%,Fall by -24.81%,6798.39%,
2014-05-25,13.82,2014-10-05,17.014,2012-08-05-2014-03-02,1.7013-17.6667,Buy,94 days,23.11%,Rise by -12.34%,6821.5%,
2014-10-12,15.794,2014-10-19,15.1653,2014-03-02-2014-05-11,14.5773-13.888,Sell,4 days,3.98%,Fall by 15.13%,6825.48%,
2014-10-19,15.1653,2014-11-16,17.2453,2012-08-05-2014-09-07,1.7013-19.428,Sell,19 days,-13.72%,Fall by 15.22%,6811.77%,
2015-01-04,14.6207,2017-07-23,21.8933,2012-08-05-2014-09-07,1.7013-19.428,Buy,664 days,49.74%,Rise by 15.66%,6861.51%,
2015-02-01,13.5733,2020-08-09,96.8473,2010-07-04-2014-09-07,1.1693-19.428,Buy,1439 days,613.51%,Rise by 202.89%,7475.02%,
2015-08-30,16.5653,2015-09-13,16.6827,2014-09-07-2015-03-29,13.586-18.1673,Sell,9 days,-0.71%,Fall by 17.31%,7474.31%,
2015-09-13,16.6827,2017-03-19,17.4333,2015-03-29-2015-07-26,12.0933-19.11,Buy,394 days,4.5%,Rise by 46.63%,7478.81%,
2015-11-08,15.4907,2016-05-01,16.0507,2010-07-04-2014-03-02,1.1693-17.6667,Buy,124 days,3.62%,Rise by -10.5%,7482.43%,
2015-12-06,15.3587,2015-12-13,14.468,2015-03-29-2015-07-26,12.0933-19.11,Sell,4 days,5.8%,Fall by 11.9%,7488.23%,
2016-02-28,12.6893,2025-01-12,394.74,2011-08-28-2014-03-02,1.4333-17.6667,Buy,2314 days,3010.81%,Rise by -25.78%,10499.04%,
2016-05-15,13.8407,2016-06-26,12.8767,2015-07-26-2016-02-14,10.884-17.3907,Sell,29 days,6.96%,Fall by -0.68%,10506.0%,
2016-05-29,14.8693,2017-03-19,17.4333,2016-02-14-2016-04-10,9.4033-17.956,Buy,209 days,17.24%,Rise by 46.63%,10523.24%,
2016-06-19,14.3647,2016-06-26,12.8767,2016-02-14-2016-04-10,9.4033-17.956,Sell,4 days,10.36%,Fall by -0.68%,10533.6%,
2016-07-17,14.6933,2016-09-04,13.1853,2014-03-02-2016-02-14,10.884-13.888,Sell,34 days,10.26%,Fall by 8.25%,10543.87%,
2017-03-26,17.544,2017-04-09,20.1693,2016-04-10-2016-07-03,14.5493-16.0,Sell,9 days,-14.96%,Fall by -0.15%,10528.9%,
2017-07-30,22.338,2017-09-17,25.3207,2016-04-10-2016-11-20,12.8667-16.0,Sell,34 days,-13.35%,Fall by 19.41%,10515.55%,
2017-10-29,21.3913,2017-11-05,20.406,2016-11-20-2017-09-24,11.8793-25.974,Sell,4 days,4.61%,Fall by -1.41%,10520.16%,
2017-11-05,20.406,2017-12-17,22.8967,2012-08-05-2017-09-24,1.7013-25.974,Sell,29 days,-12.21%,Fall by 9.62%,10507.95%,
2017-11-12,20.1993,2017-11-19,21.0033,2015-03-29-2017-09-24,12.0933-25.974,Sell,4 days,-3.98%,Fall by 1.47%,10503.97%,
2017-11-19,21.0033,2018-09-02,20.1107,2016-02-14-2017-09-24,9.4033-25.974,Buy,204 days,-4.25%,Rise by -13.81%,10499.72%,
2018-01-21,23.3347,2018-07-15,21.258,2016-11-20-2017-09-24,11.8793-25.974,Buy,124 days,-8.9%,Rise by -17.45%,10490.82%,
2018-02-25,23.47,2018-09-02,20.1107,2010-07-04-2017-09-24,1.1693-25.974,Buy,134 days,-14.31%,Rise by -13.81%,10476.51%,
2018-04-22,19.3493,2018-09-02,20.1107,2012-08-05-2017-09-24,1.7013-25.974,Buy,94 days,3.94%,Rise by -13.81%,10480.44%,
2018-09-09,17.5493,2018-09-16,19.68,2018-04-08-2018-08-12,16.306-25.8307,Sell,4 days,-12.14%,Fall by 10.39%,10468.3%,
2018-09-16,19.68,2018-09-16,19.68,2017-09-24-2018-04-08,20.6187-23.392,Sell,0 days,-0.0%,Fall by 0%,10468.3%,
