Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-12-01,54.4100,2021-12-06,55.2200,3 days,1.49%,1.4887%,Rise by 4.21%,1.4887%
Buy,2022-01-28,53.1000,2022-01-31,54.1800,1 days,2.03%,2.0339%,Rise by 0.32%,3.5226%
Buy,2022-03-02,51.9300,2022-03-07,48.2600,3 days,-7.07%,-7.0672%,Rise by 2.58%,-3.5446%
Buy,2022-03-09,50.3200,2022-03-18,52.3900,7 days,4.11%,4.1137%,Rise by 5.86%,0.5691%
Buy,2022-04-28,49.2000,2022-06-13,44.9300,32 days,-8.68%,-8.6789%,Rise by 1.97%,-8.1098%
Buy,2022-06-15,45.6300,2022-07-29,46.5200,32 days,1.95%,1.9505%,Rise by 1.95%,-6.1593%
Buy,2022-09-28,40.7900,2022-10-04,42.3800,4 days,3.90%,3.8980%,Rise by 15.79%,-2.2613%
Buy,2023-03-16,46.4900,2023-03-27,47.4000,7 days,1.96%,1.9574%,Rise by 7.53%,-0.3039%
Buy,2023-08-18,47.6200,2023-08-23,48.2500,3 days,1.32%,1.3230%,Rise by -0.19%,1.0191%
Buy,2024-04-18,51.1900,2024-04-23,52.2600,3 days,2.09%,2.0903%,Rise by 7.66%,3.1093%
Buy,2024-08-07,51.4500,2024-08-08,52.4200,1 days,1.89%,1.8853%,Rise by 8.57%,4.9946%
Buy,2024-11-18,53.7500,2024-12-02,54.5900,10 days,1.56%,1.5628%,Rise by 3.03%,6.5574%
Buy,2024-12-23,52.4100,2025-01-21,53.5900,21 days,2.25%,2.2515%,Rise by 7.48%,8.8089%
