Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2008-12-31,30.7200,2010-01-31,38.5200,282 days,25.39%,25.3906%,Rise by 33.17%,25.3906%,
Buy,2022-07-31,46.5200,2023-07-31,51.1500,260 days,9.95%,9.9527%,Rise by 6.53%,35.3433%,
