Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-02-03 - 2020-02-26,17 days,2020-03-03,32.85,2020-03-09,28.855,4 days,-12.2%,Rise by -27.23%,-12.2%,
Sell,2020-02-13 - 2020-02-19,4 days,2020-02-24,35.425,2020-03-03,32.85,6 days,7.3%,Fall by 20.4%,-4.9%,
Buy,2020-03-30 - 2020-04-02,3 days,2020-04-06,27.195,2020-04-29,29.19,17 days,7.3%,Rise by 7.34%,2.4%,
Sell,2020-04-29 - 2020-04-30,1 days,2020-05-13,27.545,2020-05-15,27.155,2 days,1.4%,Fall by -11.89%,3.9%,
Sell,2020-06-03 - 2020-06-08,3 days,2020-06-11,30.915,2020-06-16,31.87,3 days,-3.1%,Fall by 0.31%,0.8%,
Sell,2020-08-13 - 2020-08-25,8 days,2020-09-07,32.21,2020-09-10,32.195,3 days,0.0%,Fall by 5.36%,0.8%,
Buy,2020-09-23 - 2020-09-25,2 days,2020-10-05,31.315,2020-11-09,33.13,25 days,5.8%,Rise by 12.87%,6.6%,
Sell,2020-11-26 - 2020-11-30,2 days,2020-12-03,34.215,2020-12-09,34.195,4 days,0.1%,Fall by 2.27%,6.7%,
Sell,2020-12-30 - 2021-01-04,3 days,2021-01-12,35.015,2021-01-18,34.99,4 days,0.1%,Fall by 3.5%,6.7%,
Sell,2021-03-11 - 2021-03-15,2 days,2021-03-22,37.245,2021-03-30,38.165,6 days,-2.5%,Fall by -2.9%,4.3%,
Sell,2021-04-16 - 2021-04-19,1 days,2021-05-12,38.755,2021-05-14,39.48,2 days,-1.9%,Fall by 0.08%,2.4%,
Sell,2021-05-25 - 2021-05-28,3 days,2021-06-03,40.185,2021-06-16,40.9,9 days,-1.8%,Fall by 3.63%,0.6%,
Buy,2021-07-08 - 2021-07-19,7 days,2021-07-21,39.685,2021-11-02,42.575,74 days,7.3%,Rise by 5.1%,7.9%,
Sell,2021-08-06 - 2021-08-13,5 days,2021-08-18,41.31,2021-08-20,40.895,2 days,1.0%,Fall by 3.44%,8.9%,
Buy,2021-09-17 - 2021-10-01,10 days,2021-10-05,40.235,2022-03-04,35.42,108 days,-12.0%,Rise by 8.4%,-3.1%,
Sell,2021-11-04 - 2021-11-05,1 days,2021-11-10,43.1,2021-11-22,43.025,8 days,0.2%,Fall by 6.53%,-2.9%,
Sell,2021-11-16 - 2021-11-18,2 days,2021-11-23,42.47,2021-11-29,40.765,4 days,4.0%,Fall by 5.11%,1.1%,
Sell,2022-02-11 - 2022-02-16,3 days,2022-02-21,39.62,2022-02-23,39.5,2 days,0.3%,Fall by 4.52%,1.4%,
Sell,2022-03-22 - 2022-03-23,1 days,2022-03-31,38.815,2022-04-08,38.425,6 days,1.0%,Fall by 8.15%,2.4%,
Sell,2022-05-30 - 2022-06-06,5 days,2022-06-09,37.79,2022-06-15,35.905,4 days,5.0%,Fall by 9.49%,7.4%,
Buy,2022-06-14 - 2022-06-16,2 days,2022-06-23,34.98,2022-07-28,37.125,25 days,6.1%,Rise by 10.63%,13.6%,
Buy,2022-06-22 - 2022-07-14,16 days,2022-07-18,35.75,2023-01-09,41.64,125 days,16.5%,Rise by 8.25%,30.0%,
Sell,2022-08-01 - 2022-08-04,3 days,2022-08-18,38.435,2022-08-25,37.365,5 days,2.8%,Fall by 11.11%,32.8%,
Buy,2022-09-01 - 2022-09-05,2 days,2022-09-09,36.385,2022-11-10,39.215,44 days,7.8%,Rise by 11.91%,40.6%,
