Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
TRENDPULSE,PLTR,Long,Daily,2025-08-06,179.54,2025-08-13,184.37,2.6902083101258842,5,78.79,33,19,
TRENDPULSE,PLTR,Long,Daily,2025-07-08,139.71,2025-07-16,150.91,8.016605826354583,6,78.79,33,19,
