Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-03-22,22.9400,2022-04-22,28.2100,23 days,22.97%,22.9730%,Rise by 6.23%,22.9730%,
Buy,2022-07-25,23.3600,2022-08-29,26.2100,25 days,12.20%,12.2003%,Rise by -15.5%,35.1733%,
Buy,2022-10-31,25.8800,2022-11-22,21.2900,16 days,-17.74%,-17.7357%,Rise by -10.66%,17.4376%,
Buy,2022-11-28,22.2100,2022-12-12,25.0000,10 days,12.56%,12.5619%,Rise by 12.56%,29.9995%,
Buy,2023-11-07,14.8100,2023-12-08,12.3500,23 days,-16.61%,-16.6104%,Rise by -13.23%,13.3891%,
Buy,2024-11-12,14.7100,2024-11-20,17.1600,6 days,16.66%,16.6553%,Rise by -13.19%,30.0445%,
Buy,2024-12-03,13.3000,2024-12-16,14.6900,9 days,10.45%,10.4511%,Rise by 107.67%,40.4956%,
Buy,2025-05-14,18.6200,2025-05-21,20.8700,5 days,12.08%,12.0838%,Rise by 16.0%,52.5794%,
Buy,2025-06-10,16.9500,2025-06-13,20.8200,3 days,22.83%,22.8319%,Rise by -11.92%,75.4112%,
