Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-27 - 2020-01-30,3 days,2020-02-04,73.16,2020-03-02,69.93,19 days,4.4%,Fall by 14.84%,4.4%,
Sell,2020-05-28 - 2020-06-05,6 days,2020-06-10,62.89,2020-06-12,60.99,2 days,3.0%,Fall by 4.47%,7.4%,
Sell,2020-09-02 - 2020-09-03,1 days,2020-09-15,72.0,2020-09-28,67.21,9 days,6.7%,Fall by 10.04%,14.1%,
Sell,2020-11-06 - 2020-11-09,1 days,2020-11-20,70.64,2020-11-24,73.35,2 days,-3.8%,Fall by -0.76%,10.3%,
Sell,2020-11-25 - 2020-11-27,2 days,2020-12-03,72.08,2020-12-07,71.55,2 days,0.7%,Fall by 1.25%,11.0%,
Sell,2021-03-16 - 2021-03-18,2 days,2021-03-23,86.86,2021-04-01,85.34,7 days,1.7%,Fall by -5.01%,12.7%,
Sell,2021-05-27 - 2021-05-28,1 days,2021-06-03,93.04,2021-06-04,92.98,1 days,0.1%,Fall by 1.2%,12.8%,
Sell,2021-08-11 - 2021-08-12,1 days,2021-08-17,96.28,2021-08-20,98.89,3 days,-2.7%,Fall by 1.33%,10.1%,
Sell,2021-10-13 - 2021-10-19,4 days,2021-10-28,103.64,2021-11-02,103.59,3 days,0.0%,Fall by 7.53%,10.1%,
Sell,2021-11-12 - 2021-11-15,1 days,2021-11-24,104.05,2021-11-25,104.04,1 days,0.0%,Fall by 9.3%,10.1%,
Buy,2021-12-01 - 2021-12-02,1 days,2021-12-21,96.38,2022-01-14,101.31,18 days,5.1%,Rise by 6.9%,15.3%,
Sell,2022-01-11 - 2022-01-12,1 days,2022-01-19,99.6,2022-01-25,98.47,4 days,1.1%,Fall by 3.05%,16.4%,
Buy,2022-04-01 - 2022-04-07,4 days,2022-04-11,94.78,2022-06-23,83.41,53 days,-12.0%,Rise by 3.26%,4.4%,
Sell,2022-05-26 - 2022-05-27,1 days,2022-06-08,95.96,2022-06-15,89.91,5 days,6.3%,Fall by 12.88%,10.7%,
Buy,2022-06-14 - 2022-06-24,8 days,2022-06-28,84.72,2022-08-10,91.6,31 days,8.1%,Rise by 11.39%,18.8%,
Sell,2022-08-16 - 2022-08-18,2 days,2022-08-23,92.33,2022-09-02,87.32,8 days,5.4%,Fall by 9.98%,24.3%,
Buy,2022-09-01 - 2022-09-23,16 days,2022-09-29,86.09,2023-01-31,99.95,88 days,16.1%,Rise by 15.15%,40.4%,
Sell,2022-11-23 - 2022-11-25,2 days,2022-11-30,95.93,2022-12-01,95.86,1 days,0.1%,Fall by 5.12%,40.4%,
Sell,2023-01-24 - 2023-02-03,8 days,2023-02-13,101.27,2023-02-14,100.91,1 days,0.4%,Fall by 8.49%,40.8%,
Sell,2023-02-09 - 2023-03-01,14 days,2023-03-13,98.24,2023-03-20,95.48,5 days,2.8%,Fall by 3.01%,43.6%,
Sell,2023-04-18 - 2023-05-08,14 days,2023-05-11,101.05,2023-05-26,100.1,11 days,0.9%,Fall by 5.71%,44.5%,
Sell,2023-05-16 - 2023-05-19,3 days,2023-05-25,99.24,2023-06-02,98.65,6 days,0.6%,Fall by 4.66%,45.1%,
Buy,2023-06-09 - 2023-06-23,10 days,2023-06-27,97.03,2023-10-18,86.85,81 days,-10.5%,Rise by 6.75%,34.6%,
Sell,2023-07-21 - 2023-07-24,1 days,2023-08-01,103.19,2023-08-04,101.63,3 days,1.5%,Fall by 10.48%,36.1%,
Buy,2023-08-21 - 2023-08-28,5 days,2023-09-01,94.88,2023-10-20,85.15,35 days,-10.3%,Rise by -10.26%,25.9%,
Buy,2023-09-07 - 2023-09-27,14 days,2023-09-29,90.23,2024-01-29,103.36,86 days,14.6%,Rise by 1.23%,40.4%,
Sell,2023-11-17 - 2023-11-20,1 days,2023-11-23,89.61,2023-11-29,89.52,4 days,0.1%,Fall by -9.47%,40.5%,
Sell,2023-12-14 - 2023-12-20,4 days,2024-01-03,100.07,2024-01-18,100.06,11 days,0.0%,Fall by -1.17%,40.6%,
Sell,2024-01-29 - 2024-01-30,1 days,2024-02-02,102.7,2024-02-06,101.9,2 days,0.8%,Fall by -7.22%,41.3%,
Sell,2024-02-22 - 2024-02-23,1 days,2024-03-07,107.92,2024-03-13,111.03,4 days,-2.9%,Fall by -2.04%,38.5%,
Sell,2024-03-13 - 2024-03-14,1 days,2024-03-27,114.57,2024-03-28,114.06,1 days,0.4%,Fall by 3.88%,38.9%,
Sell,2024-06-04 - 2024-06-05,1 days,2024-06-10,117.67,2024-06-18,107.47,6 days,8.7%,Fall by -17.21%,47.6%,
Buy,2024-06-14 - 2024-06-17,1 days,2024-06-25,108.55,2024-07-26,113.99,23 days,5.0%,Rise by 4.7%,52.6%,
Sell,2024-08-26 - 2024-08-28,2 days,2024-09-17,127.37,2024-09-24,126.67,5 days,0.5%,Fall by -2.44%,53.1%,
Sell,2024-10-16 - 2024-10-17,1 days,2024-10-22,131.11,2024-10-30,134.23,6 days,-2.4%,Fall by 0.48%,50.7%,
Sell,2024-10-30 - 2024-11-06,5 days,2024-11-13,132.51,2024-11-19,135.5,4 days,-2.3%,Fall by 1.53%,48.5%,
Sell,2024-11-20 - 2024-11-25,3 days,2024-12-05,135.18,2024-12-10,133.87,3 days,1.0%,Fall by 3.48%,49.5%,
Buy,2025-03-05 - 2025-03-06,1 days,2025-03-14,116.96,2025-05-07,123.7,38 days,5.8%,Rise by 3.9%,55.2%,
Sell,2025-05-16 - 2025-05-22,4 days,2025-05-30,135.07,2025-06-03,134.26,2 days,0.6%,Fall by -6.17%,55.8%,
Sell,2025-06-30 - 2025-07-07,5 days,2025-07-11,140.85,2025-07-24,144.64,9 days,-2.7%,Fall by -1.82%,53.1%,
Sell,2025-08-14 - 2025-08-15,1 days,2025-08-21,150.82,2025-08-28,143.41,5 days,4.9%,Fall by 1.98%,58.0%,
Buy,2025-08-22 - 2025-09-17,18 days,2025-09-19,152.0,2025-09-19,152.0,0 days,0.0%,Rise by 3.09%,58.0%,
