Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2021-12-16 - 2021-12-30,10 days,2022-01-19,314.75,2022-01-26,309.26,5 days,1.7%,Fall by 2.06%,34.9%
Sell,2022-01-14 - 2022-02-09,18 days,2022-02-15,316.2,2022-02-18,314.8,3 days,0.4%,Fall by 3.84%,35.4%
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-09,325.4,2022-03-17,344.97,6 days,6.0%,Rise by 10.5%,41.4%
Sell,2022-03-28 - 2022-03-29,1 days,2022-04-04,345.43,2022-04-26,330.65,16 days,4.3%,Fall by 10.82%,45.7%
Buy,2022-05-11 - 2022-05-12,1 days,2022-05-23,310.2,2022-06-14,277.64,16 days,-10.5%,Rise by -10.5%,35.2%
Buy,2022-06-14 - 2022-06-23,7 days,2022-07-01,277.5,2022-07-29,300.6,20 days,8.3%,Rise by 8.32%,43.5%
Sell,2022-07-21 - 2022-07-22,1 days,2022-08-02,292.17,2022-08-12,301.55,8 days,-3.2%,Fall by 9.53%,40.3%
Buy,2022-08-31 - 2022-09-06,4 days,2022-09-20,277.13,2022-10-28,299.63,28 days,8.1%,Rise by 14.96%,48.4%
Sell,2022-10-25 - 2022-10-28,3 days,2022-11-02,289.46,2022-11-10,303.2,6 days,-4.7%,Fall by -3.64%,43.7%
Sell,2022-11-14 - 2022-11-15,1 days,2022-11-29,315.13,2022-12-08,305.99,7 days,2.9%,Fall by 4.8%,46.6%
Sell,2022-11-25 - 2022-12-01,4 days,2022-12-06,307.78,2022-12-08,305.99,2 days,0.6%,Fall by 0.83%,47.1%
Buy,2022-12-09 - 2022-12-20,7 days,2022-12-29,309.06,2023-06-06,333.41,113 days,7.9%,Rise by 1.51%,55.0%
Sell,2023-01-06 - 2023-01-09,1 days,2023-01-19,305.23,2023-02-07,312.97,13 days,-2.5%,Fall by 0.82%,52.5%
Sell,2023-04-17 - 2023-04-18,1 days,2023-05-03,323.22,2023-05-12,322.49,7 days,0.2%,Fall by 1.3%,52.7%
Buy,2023-05-05 - 2023-05-12,5 days,2023-05-26,320.6,2023-06-15,339.82,14 days,6.0%,Rise by 6.0%,58.7%
Sell,2023-06-08 - 2023-06-09,1 days,2023-06-20,338.67,2023-06-27,335.34,5 days,1.0%,Fall by -1.29%,59.7%
Sell,2023-08-01 - 2023-08-07,4 days,2023-08-11,358.35,2023-08-22,350.57,7 days,2.2%,Fall by 4.27%,61.9%
Sell,2023-09-01 - 2023-09-05,2 days,2023-09-15,367.86,2023-09-26,359.42,7 days,2.3%,Fall by 6.75%,64.1%
Sell,2023-09-18 - 2023-09-19,1 days,2023-09-22,360.16,2023-09-26,359.42,2 days,0.2%,Fall by 7.9%,64.4%
Buy,2023-10-03 - 2023-10-04,1 days,2023-10-24,338.63,2023-11-15,356.79,16 days,5.4%,Rise by 7.1%,69.7%
Buy,2023-10-20 - 2023-10-27,5 days,2023-10-31,341.33,2023-11-16,359.86,12 days,5.4%,Rise by 6.25%,75.1%
Sell,2023-11-16 - 2023-11-21,3 days,2023-11-28,360.05,2023-11-30,360.0,2 days,0.0%,Fall by -11.3%,75.2%
Sell,2024-01-26 - 2024-01-31,3 days,2024-02-09,398.36,2024-02-12,397.71,1 days,0.2%,Fall by -0.6%,75.3%
Sell,2024-02-16 - 2024-02-20,2 days,2024-03-01,407.11,2024-03-06,403.96,3 days,0.8%,Fall by 2.5%,76.1%
Sell,2024-04-01 - 2024-04-04,3 days,2024-04-09,414.69,2024-04-18,399.89,7 days,3.6%,Fall by 4.33%,79.7%
Sell,2024-07-17 - 2024-07-18,1 days,2024-07-23,434.01,2024-07-25,433.29,2 days,0.2%,Fall by -3.13%,79.8%
Sell,2024-08-30 - 2024-09-04,3 days,2024-09-09,459.61,2024-09-12,450.87,3 days,1.9%,Fall by 3.77%,81.7%
Sell,2024-10-18 - 2024-11-06,13 days,2024-11-13,468.1,2024-11-14,467.7,1 days,0.1%,Fall by 4.6%,81.8%
Sell,2024-11-18 - 2024-11-25,5 days,2024-12-02,477.33,2024-12-05,470.57,3 days,1.4%,Fall by 6.44%,83.2%
Buy,2024-12-16 - 2024-12-18,2 days,2024-12-23,454.35,2025-02-06,477.22,33 days,5.0%,Rise by 13.09%,88.3%
Sell,2025-01-21 - 2025-01-27,4 days,2025-02-03,464.61,2025-02-06,477.22,3 days,-2.7%,Fall by -5.55%,85.6%
Sell,2025-02-20 - 2025-02-25,3 days,2025-03-05,498.5,2025-03-11,496.25,4 days,0.5%,Fall by 1.63%,86.0%
Sell,2025-04-29 - 2025-05-02,3 days,2025-05-14,503.4,2025-06-06,493.53,17 days,2.0%,Fall by 3.96%,88.0%
Buy,2025-05-23 - 2025-05-30,5 days,2025-06-06,493.53,2025-06-06,493.53,0 days,0.0%,Rise by -1.92%,88.0%
Buy,2025-06-05 - 2025-06-12,5 days,2025-06-16,490.23,2025-06-16,490.23,0 days,0.0%,Rise by -1.26%,88.0%
Buy,2025-06-20 - 2025-06-23,1 days,2025-07-01,489.61,2025-07-01,489.61,0 days,0.0%,Rise by -1.13%,88.0%
Buy,2025-07-16 - 2025-08-04,13 days,2025-08-06,468.91,2025-08-06,468.91,0 days,0.0%,Rise by 8.1%,88.0%
Sell,2025-07-25 - 2025-07-28,1 days,2025-07-31,471.88,2025-08-05,464.19,3 days,1.6%,Fall by -1.2%,89.6%
Sell,2025-08-28 - 2025-08-29,1 days,2025-09-09,492.72,2025-09-17,492.33,6 days,0.1%,Fall by 3.08%,89.7%
Sell,2025-09-30 - 2025-10-06,4 days,2025-10-09,496.74,2025-10-14,495.97,3 days,0.2%,Fall by 3.87%,89.8%
Buy,2025-10-14 - 2025-10-16,2 days,2025-10-24,492.1,2025-10-24,492.1,0 days,0.0%,Rise by -2.96%,89.8%
