Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2006-05-31,0.64,2011-03-31,0.76,1260 days,19.900000%,19.900000%,Rise by 10.920000%,19.900000%,
Buy,2015-03-31,0.75,2021-11-30,0.68,1739 days,-8.930000%,-8.930000%,Rise by -13.840000%,10.970000%,
Buy,2022-07-31,0.63,2022-07-31,0.63,0 days,0.00%,0.00%,Rise by 0%,10.970000%,
