Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2021-01-31,183.63,2021-07-18,134.31,2021-01-24,Buy,24 Weeks,-26.86%,Rise by -17.66%,-26.86%,Normal Case
2021-02-21,201.07,2021-07-18,134.31,2021-02-14,Buy,21 Weeks,-33.2%,Rise by -10.73%,-60.06%,Normal Case
2021-03-07,179.81,2021-07-18,134.31,2020-12-20,Buy,19 Weeks,-25.3%,Rise by -15.91%,-85.37%,Absolute Extrema Case
2021-03-14,206.74,2021-07-18,134.31,2021-02-28,Buy,18 Weeks,-35.03%,Rise by -16.46%,-120.4%,Normal Case
2021-06-06,150.73,2021-10-10,169.97,2021-05-30,Buy,18 Weeks,12.76%,Rise by 16.69%,-107.64%,Normal Case
2021-08-22,143.7,2021-12-05,166.75,2021-08-01,Buy,15 Weeks,16.04%,Rise by 43.73%,-91.59%,Normal Case
2021-09-12,165.2,2021-12-05,166.75,2021-09-05,Buy,12 Weeks,0.94%,Rise by 25.02%,-90.66%,Normal Case
2021-09-26,175.88,2021-12-05,166.75,2021-09-19,Buy,10 Weeks,-5.19%,Rise by 17.43%,-95.85%,Normal Case
2021-10-03,173.01,2021-12-05,166.75,2021-09-26,Buy,9 Weeks,-3.62%,Rise by -17.48%,-99.47%,Normal Case
2021-10-10,169.97,2022-03-06,142.7,2021-07-25,Buy,21 Weeks,-16.04%,Rise by -16.0%,-115.51%,Local Extrema Case
2021-12-26,171.31,2022-03-06,142.7,2021-12-19,Buy,10 Weeks,-16.7%,Rise by 2.1%,-132.21%,Normal Case
2022-01-16,163.99,2022-04-24,156.09,2021-12-26,Buy,14 Weeks,-4.82%,Rise by -12.98%,-137.03%,Normal Case
2022-01-23,156.73,2022-04-24,156.09,2022-01-16,Buy,13 Weeks,-0.41%,Rise by -13.33%,-137.44%,Normal Case
2022-02-13,166.53,2022-04-24,156.09,2021-08-22,Buy,10 Weeks,-6.27%,Rise by -18.43%,-143.71%,Local Extrema Case
2022-02-13,166.53,2022-04-24,156.09,2022-02-06,Buy,10 Weeks,-6.27%,Rise by -18.43%,-149.97%,Normal Case
2022-02-20,174.9,2022-04-24,156.09,2022-02-13,Buy,9 Weeks,-10.75%,Rise by -10.75%,-160.73%,Normal Case
2022-03-20,167.0,2022-08-28,112.82,2022-03-13,Buy,23 Weeks,-32.44%,Rise by -18.66%,-193.17%,Normal Case
2022-04-24,156.09,2022-08-28,112.82,2022-01-30,Buy,18 Weeks,-27.72%,Rise by -30.23%,-220.89%,Local Extrema Case
2022-08-28,112.82,2023-03-05,125.73,2022-08-07,Buy,27 Weeks,11.44%,Rise by -14.83%,-209.45%,Normal Case
2022-09-11,123.48,2023-03-05,125.73,2022-09-04,Buy,25 Weeks,1.82%,Rise by -22.18%,-207.63%,Normal Case
2022-09-18,118.75,2023-03-05,125.73,2022-09-11,Buy,24 Weeks,5.88%,Rise by -19.08%,-201.75%,Normal Case
2022-10-02,105.04,2023-03-05,125.73,2022-07-03,Buy,22 Weeks,19.7%,Rise by -14.73%,-182.05%,Absolute Extrema Case
2022-10-02,105.04,2023-03-05,125.73,2022-09-25,Buy,22 Weeks,19.7%,Rise by -14.73%,-162.36%,Normal Case
2022-10-16,109.16,2023-03-05,125.73,2022-10-09,Buy,20 Weeks,15.18%,Rise by -13.25%,-147.18%,Normal Case
2022-12-04,101.0,2023-03-05,125.73,2022-11-27,Buy,13 Weeks,24.49%,Rise by 30.3%,-122.69%,Normal Case
2022-12-18,89.57,2023-03-05,125.73,2022-12-11,Buy,11 Weeks,40.37%,Rise by 46.92%,-82.32%,Normal Case
2023-01-08,88.52,2023-05-28,106.81,2022-12-25,Buy,20 Weeks,20.66%,Rise by 73.22%,-61.66%,Normal Case
2023-02-26,122.78,2023-05-28,106.81,2023-02-19,Buy,13 Weeks,-13.01%,Rise by -14.26%,-74.67%,Normal Case
2023-04-16,114.65,2023-08-20,125.06,2023-04-09,Buy,18 Weeks,9.08%,Rise by 33.74%,-65.59%,Normal Case
2023-04-30,119.67,2023-08-20,125.06,2023-04-23,Buy,16 Weeks,4.5%,Rise by 28.13%,-61.08%,Normal Case
2023-07-16,143.34,2023-12-31,136.14,2023-07-09,Buy,24 Weeks,-5.02%,Rise by -11.85%,-66.1%,Normal Case
2023-07-30,153.33,2023-12-31,136.14,2023-07-23,Buy,22 Weeks,-11.21%,Rise by -13.78%,-77.32%,Normal Case
2023-09-24,132.2,2023-12-31,136.14,2023-09-03,Buy,14 Weeks,2.98%,Rise by -10.63%,-74.34%,Normal Case
2023-12-03,135.02,2024-04-07,161.77,2023-11-26,Buy,18 Weeks,19.81%,Rise by 24.32%,-54.52%,Normal Case
2023-12-10,140.68,2024-04-07,161.77,2023-12-03,Buy,17 Weeks,14.99%,Rise by 19.32%,-39.53%,Normal Case
2024-01-14,137.14,2024-04-07,161.77,2023-12-31,Buy,12 Weeks,17.96%,Rise by 22.4%,-21.57%,Normal Case
2024-02-04,146.55,2024-04-07,161.77,2024-01-28,Buy,9 Weeks,10.39%,Rise by 14.54%,-11.19%,Normal Case
2024-02-25,152.66,2024-07-28,140.1,2024-02-18,Buy,22 Weeks,-8.23%,Rise by -0.1%,-19.41%,Normal Case
2024-03-10,164.91,2024-07-28,140.1,2024-03-03,Buy,20 Weeks,-15.04%,Rise by -11.27%,-34.46%,Normal Case
2024-03-17,160.64,2024-07-28,140.1,2021-01-17,Buy,19 Weeks,-12.79%,Rise by -10.07%,-47.25%,Tangent Case
2024-03-17,160.64,2024-07-28,140.1,2024-03-10,Buy,19 Weeks,-12.79%,Rise by -10.07%,-60.03%,Normal Case
2024-05-05,159.71,2024-07-28,140.1,2024-01-07,Buy,12 Weeks,-12.28%,Rise by -4.51%,-72.31%,Local Extrema Case
2024-06-02,144.93,2024-11-24,137.34,2024-05-26,Buy,25 Weeks,-5.24%,Rise by -11.52%,-77.55%,Normal Case
2024-07-07,152.5,2024-11-24,137.34,2024-06-23,Buy,20 Weeks,-9.94%,Rise by -23.38%,-87.49%,Normal Case
2024-07-21,147.99,2024-11-24,137.34,2024-07-14,Buy,18 Weeks,-7.2%,Rise by -22.78%,-94.68%,Normal Case
2024-11-03,136.46,2025-03-02,138.87,2024-10-27,Buy,17 Weeks,1.77%,Rise by 18.29%,-92.92%,Normal Case
2024-12-29,133.385,2025-03-02,138.87,2024-12-15,Buy,9 Weeks,4.11%,Rise by 21.02%,-88.81%,Normal Case
2025-01-05,135.71,2025-06-01,129.0,2024-12-22,Buy,21 Weeks,-4.94%,Rise by -11.07%,-93.75%,Normal Case
2025-02-09,134.98,2025-06-01,129.0,2025-01-26,Buy,16 Weeks,-4.43%,Rise by -10.59%,-98.18%,Normal Case
2025-03-02,138.87,2025-06-01,129.0,2025-02-16,Buy,13 Weeks,-7.11%,Rise by -18.84%,-105.29%,Normal Case
2025-08-24,129.92,2025-08-24,129.92,2025-08-17,Buy,0 Weeks,0.0%,Rise by 0%,-105.29%,Normal Case
