Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-02,41.4,2021-03-02,41.4,2020-11-04-2021-02-16,30.19-42.35,Buy,0 days,0.0%,Rise by 0%,0.0%
2021-06-01,38.015,2021-06-25,37.45,2021-03-11-2021-04-21,34.345-41.515,Sell,18 days,1.49%,Fall by 7.58%,1.49%
2021-06-25,37.45,2021-09-08,38.36,2021-04-21-2021-06-09,33.865-38.81,Buy,53 days,2.43%,Rise by 2.19%,3.92%
2021-07-22,34.795,2021-08-13,38.295,2021-06-09-2021-07-01,36.915-38.23,Sell,16 days,-10.06%,Fall by 5.98%,-6.14%
2021-08-20,38.37,2021-09-14,37.045,2021-06-09-2021-07-20,34.95-38.23,Sell,17 days,3.45%,Fall by 2.81%,-2.69%
2021-09-17,37.1,2021-09-17,37.1,2021-07-20-2021-08-31,34.25-39.695,Buy,0 days,0.0%,Rise by 0%,-2.69%
2021-10-26,37.85,2021-10-29,35.955,2021-08-31-2021-09-28,37.33-39.085,Sell,3 days,5.01%,Fall by 10.01%,2.32%
2021-11-26,33.44,2021-12-02,33.58,2021-07-20-2021-08-31,34.25-39.695,Sell,4 days,-0.42%,Fall by 7.73%,1.9%
2021-12-20,30.985,2021-12-22,31.755,2020-11-04-2021-02-16,30.19-42.35,Sell,2 days,-2.49%,Fall by -2.0%,-0.59%
2022-01-24,33.73,2022-01-24,33.73,2020-12-01-2021-12-20,31.11-34.82,Sell,0 days,-0.0%,Fall by 0%,-0.59%
2022-02-01,34.34,2022-02-01,34.34,2021-12-20-2022-01-14,30.675-36.1,Buy,0 days,0.0%,Rise by 0%,-0.59%
2022-03-01,30.185,2022-03-04,28.62,2021-12-20-2022-01-14,30.675-36.1,Sell,3 days,5.18%,Fall by 5.22%,4.6%
2022-03-29,30.91,2022-03-29,30.91,2020-12-01-2022-03-08,28.025-34.82,Sell,0 days,-0.0%,Fall by 0%,4.6%
2022-04-11,31.0,2022-04-11,31.0,2021-06-09-2022-03-08,28.025-38.23,Sell,0 days,-0.0%,Fall by 0%,4.6%
2022-04-18,27.125,2022-04-21,27.72,2022-03-08-2022-04-04,27.125-35.34,Sell,3 days,-2.19%,Fall by 8.55%,2.4%
2022-05-24,27.125,2022-06-16,25.645,2022-01-14-2022-05-09,25.905-34.91,Sell,17 days,5.46%,Fall by -18.35%,7.86%
2022-06-06,29.155,2022-06-06,29.155,2021-06-09-2022-05-09,25.905-38.23,Sell,0 days,-0.0%,Fall by 0%,7.86%
2022-07-05,27.905,2022-07-06,28.565,2022-05-27-2022-06-16,25.895-28.645,Sell,1 days,-2.37%,Fall by -6.25%,5.5%
2022-07-20,28.8,2025-04-25,36.085,2022-03-08-2022-04-04,27.125-35.34,Buy,722 days,25.3%,Rise by 7.36%,30.79%
2022-08-23,31.1,2022-08-23,31.1,2021-02-16-2022-05-09,25.905-41.29,Sell,0 days,-0.0%,Fall by 0%,30.79%
