Symbol,Target for which Price has achieved over 90 percent of gain %,Current Trading Date/Price[$],Entry Signal Date/Price[$],Number of Trades/Historic Win Rate [%],Next Two Target % from Latest Trading Price,"% Gain, Holding Period (days)",Backtested Returns(Win Trades) [%] (Best/Worst/Avg),Remaining Potential Exit Prices [$],Interval,Function,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType
FRW.NZ,13.3016 (Historic Rise or Fall to Pivot),2025-10-16 (Price: 13.28),2025-10-15 (Price: 13.06),24/87.5%,5.67%/18.37%,"1.68%, 1 days",26.84%/0.53%/7.45%,14.033 (Avg % Gain of Historic Winning trades)/15.72 (Exit Rule)/16.2179 (F-Stack 1)/21.849 (F-Stack 2),Daily,FRACTAL TRACK,88.67%/203/184 days (Across ALL Assets),74.39%/82/142 days (Across ALL Assets),target
