Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-04-19,152.65,2021-06-10,160.4,2020-11-04-2021-03-18,98.93-161.69,Buy,38 days,5.08%,Rise by -1.5%,5.08%
2021-06-09,162.94,2021-06-14,157.57,2021-03-18-2021-04-23,151.13-157.11,Sell,3 days,3.3%,Fall by 6.73%,8.37%
2021-06-22,150.21,2024-02-05,174.5,2020-11-04-2021-06-02,98.93-167.44,Buy,684 days,16.17%,Rise by 14.79%,24.54%
2021-07-09,155.77,2021-07-12,158.0,2021-06-02-2021-06-18,149.7-165.53,Sell,1 days,-1.43%,Fall by 3.19%,23.11%
2021-07-19,146.97,2021-07-21,152.86,2020-11-04-2021-06-02,98.93-167.44,Sell,2 days,-4.01%,Fall by -0.07%,19.1%
2021-07-21,152.86,2024-02-05,174.5,2021-04-23-2021-06-02,146.69-167.44,Buy,663 days,14.16%,Rise by 14.79%,33.26%
2021-08-19,154.28,2021-08-19,154.28,2021-03-18-2021-07-19,149.82-157.11,Sell,0 days,-0.0%,Fall by 0%,33.26%
2021-10-14,163.47,2021-10-18,166.55,2021-08-26-2021-09-20,154.56-161.15,Sell,2 days,-1.88%,Fall by 5.2%,31.38%
2021-11-08,169.06,2024-01-10,171.02,2021-07-19-2021-10-25,145.71-172.96,Buy,567 days,1.16%,Rise by 3.07%,32.54%
2021-12-07,162.57,2024-11-11,239.29,2020-11-04-2021-10-25,98.93-172.96,Buy,764 days,47.19%,Rise by 4.6%,79.73%
2022-01-18,151.27,2022-01-21,145.08,2020-11-04-2021-10-25,98.93-172.96,Sell,3 days,4.09%,Fall by 10.94%,83.82%
2022-01-21,145.08,2022-01-21,145.08,2021-10-25-2021-12-20,154.7-170.48,Sell,0 days,-0.0%,Fall by 0%,83.82%
2022-02-17,151.43,2022-02-17,151.43,2021-08-26-2022-01-24,145.48-161.15,Sell,0 days,-0.0%,Fall by 0%,83.82%
2022-03-01,136.45,2022-03-03,138.29,2020-11-04-2021-03-18,98.93-161.69,Sell,2 days,-1.35%,Fall by 11.04%,82.47%
2022-03-29,141.18,2022-03-29,141.18,2021-06-02-2022-03-08,131.79-165.53,Sell,0 days,-0.0%,Fall by 0%,82.47%
2022-04-27,121.42,2022-05-04,127.1,2021-07-12-2022-03-08,131.79-153.94,Sell,5 days,-4.68%,Fall by 7.68%,77.79%
2022-06-07,130.07,2022-06-09,125.31,2022-02-10-2022-05-20,119.67-155.22,Sell,2 days,3.66%,Fall by 10.13%,81.45%
2022-08-05,115.76,2022-08-08,114.35,2022-05-31-2022-07-14,108.23-129.71,Sell,1 days,1.22%,Fall by 0.56%,82.67%
2022-08-23,115.52,2022-08-23,115.52,2021-07-12-2022-07-14,108.23-153.94,Sell,0 days,-0.0%,Fall by 0%,82.67%
2022-08-26,114.67,2022-12-06,131.59,2022-07-14-2022-08-16,106.06-124.24,Buy,72 days,14.76%,Rise by 8.68%,97.43%
2022-09-02,113.71,2022-09-02,113.71,2021-06-02-2022-07-14,108.23-165.53,Sell,0 days,-0.0%,Fall by 0%,97.43%
2022-09-19,118.16,2022-09-21,112.49,2021-10-25-2022-07-14,108.23-170.48,Sell,2 days,4.8%,Fall by 9.36%,102.23%
2022-09-27,105.85,2022-10-03,107.73,2022-07-14-2022-08-16,106.06-124.24,Sell,4 days,-1.78%,Fall by -20.01%,100.45%
2022-11-18,133.84,2022-11-18,133.84,2022-02-10-2022-10-12,104.73-155.22,Sell,0 days,-0.0%,Fall by 0%,100.45%
2022-12-08,132.88,2022-12-20,130.69,2022-08-16-2022-10-12,104.73-121.87,Sell,8 days,1.65%,Fall by -3.11%,102.1%
