Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-04-01,5.3333,2007-06-17,5.7167,2006-04-16-2006-11-05,5.4967-5.85,Sell,54 days,-7.19%,Fall by 6.41%,-7.19%
2008-08-10,6.8433,2008-08-17,7.8333,2006-11-05-2008-06-08,3.8867-8.0033,Sell,4 days,-14.47%,Fall by 20.85%,-21.66%
2008-09-28,6.7133,2012-05-27,8.6567,2006-11-05-2008-06-08,3.8867-8.0033,Buy,954 days,28.95%,Rise by 14.36%,7.29%
2009-01-04,5.5333,2009-01-11,5.02,2007-07-15-2008-10-12,5.8333-5.71,Sell,4 days,9.28%,Fall by 27.95%,16.57%
2009-06-28,3.9867,2009-07-26,4.3333,2007-07-15-2009-03-01,4.23-5.71,Sell,19 days,-8.69%,Fall by -2.23%,7.88%
2010-04-25,5.3733,2010-04-25,5.3733,2006-04-16-2009-03-01,4.23-5.85,Sell,0 days,-0.0%,Fall by 0%,7.88%
2010-06-13,4.7333,2011-03-13,6.8333,2009-03-01-2010-03-21,3.1667-5.55,Buy,194 days,44.37%,Rise by -2.63%,52.24%
2011-01-16,6.2733,2011-01-30,6.9333,2010-03-21-2010-07-04,4.7367-5.2667,Sell,9 days,-10.52%,Fall by 8.41%,41.72%
2011-03-06,6.8233,2011-05-01,6.56,2008-06-08-2008-10-12,5.8333-7.7667,Sell,39 days,3.86%,Fall by 12.3%,45.58%
2011-06-05,6.5767,2012-04-22,8.79,2009-03-01-2011-01-30,3.1667-7.1667,Buy,229 days,33.65%,Rise by -10.85%,79.23%
2011-08-14,6.4333,2011-08-21,6.2033,2009-03-01-2011-01-30,3.1667-7.1667,Sell,4 days,3.58%,Fall by -24.4%,82.81%
2011-08-28,6.0333,2012-11-25,9.4333,2010-07-04-2011-01-30,4.16-7.1667,Buy,324 days,56.35%,Rise by 26.33%,139.16%
2012-06-10,7.8367,2012-07-01,8.2333,2011-01-30-2011-09-04,6.6667-6.4167,Sell,14 days,-5.06%,Fall by -12.75%,134.1%
2014-05-18,35.29,2014-07-06,34.09,2011-09-04-2014-04-06,5.7-43.65,Sell,34 days,3.4%,Fall by 12.61%,137.5%
2014-11-02,27.69,2014-11-02,27.69,2010-07-04-2014-04-06,4.16-43.65,Buy,0 days,0.0%,Rise by 0%,137.5%
2015-02-08,24.76,2015-02-08,24.76,2011-09-04-2014-04-06,5.7-43.65,Buy,0 days,0.0%,Rise by 0%,137.5%
2015-12-27,24.58,2015-12-27,24.58,2014-11-23-2015-08-30,20.72-30.62,Sell,0 days,-0.0%,Fall by 0%,137.5%
2016-04-10,21.13,2016-04-24,22.94,2015-08-30-2016-03-13,16.71-27.98,Sell,9 days,-8.57%,Fall by 10.55%,128.94%
