Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-03-30,42.35,2021-04-14,40.85,2021-01-26-2021-03-12,41.02-38.38,Sell,11 days,3.54%,Fall by 6.9%,3.54%,
2021-04-16,41.03,2024-02-01,47.23,2021-03-12-2021-03-23,36.76-46.58,Buy,729 days,15.11%,Rise by 1.02%,18.65%,
2021-06-07,38.07,2021-06-22,37.55,2021-03-23-2021-05-05,42.12-44.75,Sell,11 days,1.37%,Fall by 11.72%,20.02%,
2021-06-18,37.04,2021-06-22,37.55,2021-03-12-2021-03-23,36.76-46.58,Sell,2 days,-1.38%,Fall by 11.72%,18.64%,
2021-08-09,33.0,2021-08-09,33.0,2020-12-04-2021-07-13,33.96-39.34,Sell,0 days,-0.0%,Fall by 0%,18.64%,
2021-10-26,36.22,2021-10-27,34.79,2021-09-17-2021-10-01,34.37-35.96,Sell,1 days,3.95%,Fall by 11.5%,22.59%,
2021-11-02,34.51,2021-11-02,34.51,2021-07-13-2021-10-19,30.8-37.05,Buy,0 days,0.0%,Rise by 0%,22.59%,
2021-12-03,30.88,2021-12-07,31.35,2021-07-13-2021-10-19,30.8-37.05,Sell,2 days,-1.52%,Fall by 10.85%,21.07%,
2022-01-07,30.64,2022-01-07,30.64,2021-08-23-2021-12-20,29.67-34.98,Sell,0 days,-0.0%,Fall by 0%,21.07%,
2022-02-10,31.05,2022-02-10,31.05,2020-12-04-2022-01-24,28.29-39.34,Sell,0 days,-0.0%,Fall by 0%,21.07%,
2022-04-07,30.48,2022-04-27,29.46,2021-03-23-2022-03-18,30.0-44.75,Sell,14 days,3.35%,Fall by 11.34%,24.41%,
2022-04-27,29.46,2022-05-09,28.25,2021-05-06-2022-03-18,30.0-41.0,Sell,8 days,4.11%,Fall by 6.83%,28.52%,
2022-05-02,29.73,2023-09-11,34.79,2022-03-18-2022-04-20,22.54-32.33,Buy,355 days,17.02%,Rise by 1.47%,45.54%,
2022-05-12,26.12,2022-05-13,30.04,2021-01-26-2022-03-18,30.0-38.38,Sell,1 days,-15.01%,Fall by 12.38%,30.53%,
2022-06-13,30.47,2022-06-15,30.7,2021-09-17-2022-03-18,30.0-35.96,Sell,2 days,-0.75%,Fall by 3.36%,29.78%,
2022-08-25,32.33,2022-08-31,30.93,2022-06-06-2022-06-23,27.5-30.79,Sell,4 days,4.33%,Fall by 8.99%,34.11%,
2022-09-09,30.7,2023-08-18,33.81,2022-05-12-2022-08-18,26.05-33.21,Buy,245 days,10.13%,Rise by 6.48%,44.24%,
2022-10-20,28.59,2022-10-26,28.86,2022-08-18-2022-09-07,30.12-32.26,Sell,4 days,-0.94%,Fall by 10.4%,43.3%,
2022-12-16,25.86,2022-12-20,24.77,2022-05-12-2022-08-18,26.05-33.21,Sell,2 days,4.22%,Fall by -22.41%,47.51%,
2023-01-27,31.73,2023-01-27,31.73,2022-04-20-2022-12-28,24.78-30.68,Sell,0 days,-0.0%,Fall by 0%,47.51%,
2023-02-09,30.56,2023-02-14,30.96,2022-08-18-2022-12-28,24.78-32.26,Sell,3 days,-1.31%,Fall by 9.17%,46.2%,
2023-02-14,30.96,2023-11-16,39.23,2022-12-28-2023-02-02,24.09-32.61,Buy,197 days,26.71%,Rise by 4.51%,72.91%,
2023-04-10,30.36,2023-04-18,29.67,2023-02-02-2023-02-28,30.95-31.3,Sell,6 days,2.27%,Fall by 8.22%,75.19%,
2023-04-18,29.67,2024-04-02,49.11,2023-03-24-2023-03-31,27.61-32.9,Buy,250 days,65.52%,Rise by -10.16%,140.71%,
2023-04-27,29.38,2023-04-28,29.69,2023-02-02-2023-03-24,30.17-31.3,Sell,1 days,-1.06%,Fall by 10.81%,139.65%,
2023-05-05,27.23,2023-05-09,27.93,2023-03-24-2023-03-31,27.61-32.9,Sell,2 days,-2.57%,Fall by 5.19%,137.08%,
2023-05-11,27.81,2023-05-19,27.27,2023-03-08-2023-03-24,30.17-30.9,Sell,6 days,1.94%,Fall by 8.1%,139.02%,
2023-05-31,26.9,2023-06-15,25.78,2022-12-28-2023-03-31,24.09-32.9,Sell,11 days,4.16%,Fall by -29.09%,143.19%,
2023-06-13,26.47,2023-06-16,25.44,2023-03-31-2023-05-05,28.21-31.69,Sell,3 days,3.89%,Fall by -30.82%,147.08%,
2023-06-16,25.44,2023-06-26,25.43,2022-03-18-2022-04-20,22.54-32.33,Sell,6 days,0.04%,Fall by -30.87%,147.12%,
2023-07-28,31.53,2023-07-28,31.53,2023-03-31-2023-06-22,25.86-31.69,Sell,0 days,-0.0%,Fall by 0%,147.12%,
2023-09-22,34.75,2025-09-04,56.58,2023-06-22-2023-09-05,24.55-36.11,Buy,509 days,62.82%,Rise by 30.06%,209.94%,
2023-11-10,40.23,2023-12-20,39.89,2023-09-05-2023-10-03,34.15-35.45,Sell,28 days,0.85%,Fall by -7.6%,210.78%,
2024-02-05,46.47,2024-02-08,47.22,2023-12-06-2024-01-03,40.21-40.72,Sell,3 days,-1.61%,Fall by 9.11%,209.17%,
2024-02-08,47.22,2024-04-16,48.24,2023-10-03-2024-01-29,32.25-48.92,Buy,48 days,2.16%,Rise by -10.24%,211.33%,
2024-02-21,45.18,2024-02-21,45.18,2023-03-24-2024-01-29,27.61-48.92,Buy,0 days,0.0%,Rise by 0%,211.33%,
2024-03-04,43.69,2024-03-07,45.9,2021-07-13-2024-01-29,30.8-48.92,Sell,3 days,-5.06%,Fall by 11.24%,206.27%,
2024-03-05,42.92,2024-03-20,48.35,2023-03-24-2024-01-29,27.61-48.92,Sell,11 days,-12.65%,Fall by 10.44%,193.62%,
2024-03-07,45.9,2024-04-16,48.24,2023-06-22-2024-01-29,24.55-48.92,Buy,28 days,5.1%,Rise by -10.24%,198.72%,
2024-04-03,50.86,2024-04-05,50.4,2024-01-29-2024-03-05,43.21-47.09,Sell,2 days,0.9%,Fall by 10.81%,199.62%,
2024-04-05,50.4,2025-09-04,56.58,2023-10-03-2024-03-26,32.25-51.5,Buy,369 days,12.26%,Rise by 30.06%,211.88%,
2024-04-22,46.32,2024-04-22,46.32,2023-06-22-2024-03-26,24.55-51.5,Buy,0 days,0.0%,Rise by 0%,211.88%,
2024-04-30,44.95,2024-05-03,43.3,2021-07-13-2024-03-26,30.8-51.5,Sell,3 days,3.67%,Fall by 7.11%,215.55%,
2024-05-02,44.12,2024-05-08,44.02,2023-03-24-2024-03-26,27.61-51.5,Sell,4 days,0.23%,Fall by 8.63%,215.78%,
2024-05-03,43.3,2024-05-08,44.02,2023-06-22-2024-03-26,24.55-51.5,Sell,3 days,-1.66%,Fall by 8.63%,214.12%,
2024-05-14,42.45,2024-05-29,40.74,2022-05-12-2024-01-29,26.05-48.92,Sell,11 days,4.03%,Fall by 9.67%,218.15%,
2024-05-17,42.28,2024-05-28,41.8,2023-06-22-2024-01-29,24.55-48.92,Sell,7 days,1.14%,Fall by 11.12%,219.28%,
2024-05-22,42.15,2024-05-22,42.15,2022-03-18-2024-03-26,22.54-51.5,Buy,0 days,0.0%,Rise by 0%,219.28%,
2024-05-23,41.52,2024-06-03,40.22,2021-03-12-2024-03-26,36.76-51.5,Sell,7 days,3.13%,Fall by 8.5%,222.41%,
2024-07-02,40.38,2024-07-05,38.48,2024-01-29-2024-05-31,41.3-47.09,Sell,3 days,4.71%,Fall by 4.37%,227.12%,
2024-07-05,38.48,2024-07-09,37.15,2023-10-03-2024-03-26,32.25-51.5,Sell,2 days,3.46%,Fall by 3.5%,230.57%,
2024-07-09,37.15,2024-07-15,37.09,2023-10-03-2024-01-29,32.25-48.92,Sell,4 days,0.16%,Fall by 3.34%,230.73%,
2024-08-09,36.64,2024-09-03,35.41,2024-01-29-2024-07-18,37.47-47.09,Sell,17 days,3.36%,Fall by -1.52%,234.09%,
2024-08-30,35.98,2024-08-30,35.98,2024-01-29-2024-08-02,37.8-47.09,Sell,0 days,-0.0%,Fall by 0%,234.09%,
2024-11-26,38.07,2024-12-11,37.91,2024-08-02-2024-10-31,34.85-42.16,Buy,11 days,-0.42%,Rise by 10.84%,233.67%,
2025-01-30,40.24,2025-02-03,38.97,2024-10-31-2024-12-30,36.09-36.0,Sell,2 days,3.16%,Fall by 0.44%,236.83%,
2025-02-24,39.3,2025-09-04,56.58,2024-12-30-2025-01-23,35.24-42.41,Buy,138 days,43.97%,Rise by 30.06%,280.8%,
2025-04-08,34.82,2025-04-09,37.87,2024-12-30-2025-01-23,35.24-42.41,Sell,1 days,-8.76%,Fall by -41.27%,272.04%,
2025-04-24,37.85,2025-04-24,37.85,2024-03-26-2025-04-07,36.18-49.98,Sell,0 days,-0.0%,Fall by 0%,272.04%,
2025-05-23,44.91,2025-05-23,44.91,2023-12-06-2025-04-07,36.18-40.72,Sell,0 days,-0.0%,Fall by 0%,272.04%,
