Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2002-06-30,61.75,2009-03-31,49.22,1761 days,2002-03-31/60.8,-20.29%,-20.29%,Rise by 22.95%,-20.29%
Buy,2010-09-30,66.69,2014-12-31,111.17,1109 days,2010-03-31/64.41,66.70%,66.70%,Rise by 21.04%,46.41%
Buy,2016-12-31,114.64,2021-06-30,207.97,1172 days,2014-12-31/111.17,81.41%,81.41%,Rise by 4.75%,127.82%
Buy,2021-12-31,214.34,2022-09-30,161.54,195 days,2021-06-30/207.97,-24.63%,-24.63%,Rise by -24.63%,103.18%
