Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,1994-06-30,0.27,1999-11-30,1.5,1412 days,464.760000%,464.760000%,Rise by 320.630000%,464.760000%
Buy,2010-06-30,17.14,2020-08-31,66.75,2652 days,289.440000%,289.440000%,Rise by 23.890000%,754.200000%
Buy,2024-06-30,68.61,2024-06-30,68.61,0 days,0.00%,0.00%,Rise by 0%,754.200000%
