Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Buy,2020-03-13 - 2020-03-16,1 days,2020-03-19,45.3,2020-03-24,48.42,3 days,6.9%,Rise by 27.66%,6.9%,
Sell,2020-04-16 - 2020-04-23,5 days,2020-04-30,52.62,2020-05-05,52.17,3 days,0.9%,Fall by 0.7%,7.7%,
Sell,2020-05-12 - 2020-05-13,1 days,2020-05-22,52.68,2020-05-29,54.32,5 days,-3.1%,Fall by -23.14%,4.6%,
Sell,2020-06-18 - 2020-06-23,3 days,2020-06-26,62.2,2020-06-30,64.0,2 days,-2.9%,Fall by -4.29%,1.7%,
Sell,2020-07-06 - 2020-07-09,3 days,2020-07-14,67.54,2020-07-15,69.81,1 days,-3.4%,Fall by 3.95%,-1.6%,
Buy,2020-07-21 - 2020-07-23,2 days,2020-07-27,68.33,2020-08-05,72.45,7 days,6.0%,Rise by 4.21%,4.4%,
Buy,2020-07-28 - 2020-07-31,3 days,2020-08-04,71.19,2020-10-27,76.75,60 days,7.8%,Rise by 0.03%,12.2%,
Buy,2020-08-11 - 2020-08-14,3 days,2020-08-18,66.07,2020-08-21,69.55,3 days,5.3%,Rise by 12.06%,17.5%,
Buy,2020-09-10 - 2020-09-25,11 days,2020-09-29,65.55,2020-10-12,73.08,9 days,11.5%,Rise by 23.31%,29.0%,
Sell,2020-10-13 - 2020-10-27,10 days,2020-11-11,73.44,2020-11-12,73.3,1 days,0.2%,Fall by 0.6%,29.2%,
Sell,2021-01-25 - 2021-02-12,14 days,2021-02-23,90.73,2021-03-02,89.91,5 days,0.9%,Fall by 10.01%,30.1%,
Buy,2021-05-10 - 2021-05-11,1 days,2021-06-01,81.21,2021-07-06,71.63,25 days,-11.8%,Rise by -11.8%,18.3%,
Buy,2021-06-16 - 2021-06-22,4 days,2021-06-25,77.78,2021-07-07,69.92,8 days,-10.1%,Rise by -10.04%,8.2%,
Buy,2021-07-08 - 2021-07-27,13 days,2021-07-29,61.97,2021-08-17,55.15,13 days,-11.0%,Rise by -11.01%,-2.8%,
Sell,2021-09-02 - 2021-09-07,3 days,2021-09-10,62.37,2021-09-16,58.28,4 days,6.6%,Fall by 6.51%,3.7%,
Sell,2021-10-19 - 2021-10-20,1 days,2021-10-26,62.78,2021-11-03,60.61,6 days,3.5%,Fall by 9.59%,7.2%,
Buy,2021-11-30 - 2021-12-20,14 days,2021-12-30,59.2,2022-03-03,52.2,45 days,-11.8%,Rise by 6.37%,-4.7%,
Sell,2021-12-28 - 2021-12-30,2 days,2022-01-04,57.37,2022-01-06,56.32,2 days,1.8%,Fall by 12.17%,-2.8%,
Sell,2022-01-13 - 2022-01-20,5 days,2022-01-28,59.1,2022-01-31,62.54,1 days,-5.8%,Fall by 11.68%,-8.6%,
Sell,2022-02-02 - 2022-02-09,5 days,2022-02-14,60.14,2022-02-25,54.49,9 days,9.4%,Fall by 13.2%,0.8%,
Buy,2022-03-14 - 2022-03-15,1 days,2022-03-22,50.61,2022-04-20,44.85,21 days,-11.4%,Rise by -11.38%,-10.6%,
Buy,2022-06-30 - 2022-07-05,3 days,2022-07-07,45.32,2022-07-28,40.66,15 days,-10.3%,Rise by -10.28%,-20.9%,
Buy,2022-07-13 - 2022-07-15,2 days,2022-08-02,37.82,2022-08-17,40.01,11 days,5.8%,Rise by 11.85%,-15.1%,
Sell,2022-08-25 - 2022-08-26,1 days,2022-09-14,38.27,2022-09-20,37.23,4 days,2.7%,Fall by 11.63%,-12.4%,
Buy,2022-09-16 - 2022-09-23,5 days,2022-10-04,35.31,2022-10-13,31.47,7 days,-10.9%,Rise by -15.8%,-23.3%,
Buy,2022-10-21 - 2022-10-24,1 days,2022-11-04,30.89,2022-11-11,33.4,5 days,8.1%,Rise by 70.12%,-15.2%,
Sell,2022-11-14 - 2022-11-16,2 days,2022-11-21,36.0,2022-11-28,35.31,5 days,1.9%,Fall by -17.33%,-13.2%,
Sell,2023-01-23 - 2023-01-27,4 days,2023-02-03,48.25,2023-02-08,48.23,3 days,0.0%,Fall by 12.46%,-13.2%,
Buy,2023-02-23 - 2023-03-10,11 days,2023-03-14,44.39,2023-03-28,49.9,10 days,12.4%,Rise by 12.46%,-0.8%,
Buy,2023-04-25 - 2023-05-09,10 days,2023-05-15,44.33,2023-05-30,39.54,11 days,-10.8%,Rise by 3.34%,-11.6%,
Sell,2023-06-15 - 2023-06-16,1 days,2023-06-22,43.34,2023-06-26,42.41,2 days,2.1%,Fall by 6.71%,-9.4%,
Buy,2023-06-30 - 2023-07-06,4 days,2023-07-10,42.41,2023-07-12,44.81,2 days,5.7%,Rise by 8.37%,-3.8%,
Buy,2023-08-15 - 2023-08-16,1 days,2023-08-23,40.9,2023-10-20,36.42,42 days,-11.0%,Rise by -1.81%,-14.7%,
Buy,2023-10-20 - 2023-10-23,1 days,2023-11-02,37.28,2023-11-03,39.16,1 days,5.0%,Rise by 8.5%,-9.7%,
Buy,2023-12-08 - 2023-12-22,10 days,2023-12-28,37.4,2024-04-23,42.48,83 days,13.6%,Rise by 0.94%,3.9%,
Buy,2024-01-18 - 2024-01-22,2 days,2024-02-09,37.06,2024-03-28,39.03,34 days,5.3%,Rise by 39.42%,9.2%,
Sell,2024-02-07 - 2024-02-12,3 days,2024-02-15,36.63,2024-03-01,35.27,11 days,3.7%,Fall by 7.02%,12.9%,
Sell,2024-04-01 - 2024-04-02,1 days,2024-04-15,38.47,2024-04-22,41.02,5 days,-6.6%,Fall by -20.95%,6.3%,
Sell,2024-04-24 - 2024-04-26,2 days,2024-05-08,46.26,2024-05-09,47.63,1 days,-3.0%,Fall by -0.58%,3.3%,
Sell,2024-05-13 - 2024-05-14,1 days,2024-05-17,51.08,2024-05-28,48.33,7 days,5.4%,Fall by 7.28%,8.7%,
Buy,2024-07-19 - 2024-07-25,4 days,2024-07-29,45.61,2024-08-12,48.55,10 days,6.4%,Rise by 36.7%,15.2%,
Buy,2024-07-25 - 2024-08-05,7 days,2024-08-07,46.17,2024-09-19,50.07,31 days,8.4%,Rise by 35.04%,23.6%,
Sell,2024-08-27 - 2024-08-30,3 days,2024-09-05,47.82,2024-09-09,47.52,2 days,0.6%,Fall by -10.29%,24.2%,
Sell,2024-10-03 - 2024-10-07,2 days,2024-10-10,56.15,2024-10-14,55.86,2 days,0.5%,Fall by 10.72%,24.7%,
Sell,2025-02-18 - 2025-02-21,3 days,2025-02-28,61.61,2025-03-04,63.4,2 days,-2.9%,Fall by 10.29%,21.8%,
