Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2019-12-31,16.68,2025-11-03,44.01,1524 days,2017-12-31/15.99,163.85%,163.85%,Rise by 163.85%,163.85%
