Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2007-03-31,4.6882,2007-06-30,4.436,2001-06-30-2007-03-31,2.044-5.2188,Sell,64 days,5.38%,Fall by 14.71%,5.38%
2011-06-30,6.0016,2011-09-30,5.6972,2008-12-31-2010-12-31,3.3487-6.7844,Sell,66 days,5.07%,Fall by -72.01%,10.45%
2011-09-30,5.6972,2012-03-31,6.2973,2001-06-30-2010-12-31,2.044-6.7844,Sell,130 days,-10.53%,Fall by -60.23%,-0.08%
2012-06-30,6.6192,2012-06-30,6.6192,2008-12-31-2010-12-31,3.3487-6.7844,Buy,0 days,0.0%,Rise by 0%,-0.08%
2014-06-30,10.09,2014-09-30,9.25,2011-12-31-2013-09-30,5.1318-10.62,Sell,66 days,8.33%,Fall by -80.54%,8.24%
2015-06-30,10.25,2024-03-31,34.25,2011-12-31-2013-09-30,5.1318-10.62,Buy,2283 days,234.15%,Rise by -15.62%,242.39%
2016-12-31,16.7,2017-12-31,18.55,2014-12-31-2016-09-30,8.44-19.4,Sell,259 days,-11.08%,Fall by -20.22%,231.31%
2020-03-31,22.3,2020-06-30,21.61,2014-12-31-2019-12-31,8.44-25.6,Sell,65 days,3.09%,Fall by -74.04%,234.41%
2023-06-30,36.75,2023-09-30,34.2,2014-12-31-2023-06-30,8.44-46.75,Sell,65 days,6.94%,Fall by 5.79%,241.34%
2023-09-30,34.2,2024-06-30,32.22,2020-03-31-2023-06-30,18.42-46.75,Sell,194 days,5.79%,Fall by 10.3%,247.13%
2024-12-31,37.05,2024-12-31,37.05,2011-12-31-2023-06-30,5.1318-46.75,Buy,0 days,0.0%,Rise by 0%,247.13%
2025-09-30,29.78,2025-09-30,29.78,2024-06-30-2025-03-31,31.02-42.55,Sell,0 days,-0.0%,Fall by 0%,247.13%
