Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2011-11-30,22.21,2015-06-30,29.86,933 days,34.440000%,34.440000%,Rise by 16.970000%,34.440000%
Buy,2016-02-29,23.55,2016-02-29,23.55,0 days,0.00%,0.00%,Rise by 0%,34.440000%
