Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2023-01-25,2.86,2024-04-29,2.28,328 days,2022-11-02/2.84,-20.28%,-20.28%,Rise by 0.35%,-20.28%
Buy,2024-08-16,2.3,2024-08-16,2.3,0 days,2024-05-22/2.285,0.00%,0.00%,Rise by 0%,-20.28%
