Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days),Signal Open Price
TRENDPULSE,BN.TO,Long,Daily,2025-06-27,56.2733,2025-07-08,57.3,1.824488700680426,7,85.37,41,23,
TRENDPULSE,BN.TO,Long,Daily,2025-04-01,51.3133,2025-05-14,55.4267,8.016245300925878,31,85.37,41,23,
