Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2012-01-29,6.82,2012-03-04,7.46,Buy,24 days,Rise by 20.230000%,9.38
2012-07-22,4.22,2012-09-16,3.9,Sell,39 days,Fall by 18.250000%,7.58
2012-10-28,2.07,2012-12-02,2.2,Sell,24 days,Fall by -16.910000%,-6.28
2013-11-03,3.31,2013-12-29,3.78,Sell,39 days,Fall by -3.630000%,-14.2
2014-05-04,4.12,2016-01-31,2.2,Buy,454 days,Rise by 6.070000%,-46.6
2014-07-27,3.76,2014-10-26,2.68,Sell,64 days,Fall by 27.660000%,28.72
2014-09-14,3.96,2014-10-19,2.72,Sell,24 days,Fall by 29.290000%,31.31
2014-09-28,3.6,2014-11-02,2.8,Sell,24 days,Fall by 27.500000%,22.22
2015-11-29,2.33,2016-04-10,2.74,Buy,94 days,Rise by -12.880000%,17.6
2016-03-06,2.37,2016-04-10,2.74,Buy,24 days,Rise by 68.350000%,15.61
2017-11-05,11.12,2018-01-07,11.88,Sell,44 days,Fall by 13.580000%,-6.83
2018-04-08,9.61,2018-04-29,11.11,Sell,14 days,Fall by -83.450000%,-15.61
2018-06-10,15.25,2018-08-05,18.49,Buy,39 days,Rise by 114.560000%,21.25
2018-08-26,23.98,2018-09-23,31.02,Buy,19 days,Rise by -26.480000%,29.36
2019-01-20,20.77,2019-03-03,23.68,Buy,29 days,Rise by 39.530000%,14.01
2019-12-22,44.15,2020-01-19,50.93,Buy,19 days,Rise by 25.280000%,15.36
2020-01-12,48.17,2020-05-10,53.19,Buy,84 days,Rise by -17.770000%,10.42
2021-07-04,94.7,2021-08-29,111.4,Buy,39 days,Rise by 17.630000%,17.63
2021-10-24,119.82,2021-12-05,144.01,Buy,29 days,Rise by -12.170000%,20.19
2022-05-01,85.52,2022-05-29,102.26,Sell,19 days,Fall by 13.860000%,-19.57
2022-06-19,81.57,2022-07-24,88.1,Sell,24 days,Fall by 16.690000%,-8.01
2022-08-07,102.31,2023-04-23,88.43,Buy,184 days,Rise by -33.570000%,-13.57
2022-08-14,100.83,2023-04-23,88.43,Buy,179 days,Rise by -37.160000%,-12.3
2023-02-05,86.09,2023-04-16,91.75,Buy,49 days,Rise by 13.850000%,6.57
2023-03-26,97.95,2023-06-18,120.08,Buy,59 days,Rise by 29.690000%,22.59
2023-12-17,139.15,2024-02-04,177.66,Buy,34 days,Rise by 49.040000%,27.68
2024-03-03,202.64,2025-09-14,158.57,Buy,399 days,Rise by -27.640000%,-21.75
2024-08-04,132.5,2024-08-25,154.98,Sell,14 days,Fall by 10.030000%,-16.97
2024-10-20,155.97,2024-12-01,137.18,Sell,29 days,Fall by 11.140000%,12.05
2024-12-22,119.21,2025-03-09,100.31,Sell,54 days,Fall by 16.230000%,15.85
2025-02-09,107.56,2025-04-27,96.65,Sell,54 days,Fall by 20.270000%,10.14
2025-03-09,100.31,2025-05-04,98.8,Sell,39 days,Fall by -50.670000%,1.51
