Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2020-02-26,47.49,2020-03-04,50.11,Sell,4 days,Fall by 17.860000%,-5.52,
2020-05-27,52.74,2020-06-09,56.39,Sell,8 days,Fall by 5.010000%,-6.92,
2020-06-19,54.23,2020-06-30,52.61,Sell,6 days,Fall by -37.800000%,2.99,
2021-01-13,91.78,2021-02-02,88.86,Sell,13 days,Fall by 6.690000%,3.18,
2021-02-22,85.37,2021-03-08,73.96,Sell,9 days,Fall by 13.370000%,13.37,
2021-04-07,82.2,2021-04-29,83.91,Buy,15 days,Rise by 3.910000%,2.08,
2021-06-29,89.52,2021-07-06,94.47,Buy,4 days,Rise by 32.670000%,5.53,
2021-06-30,93.93,2021-08-03,112.56,Buy,23 days,Rise by 26.450000%,19.83,
2022-01-21,118.81,2022-01-27,102.6,Sell,3 days,Fall by 13.350000%,13.64,
2022-03-21,115.92,2022-03-30,119.22,Buy,6 days,Rise by -10.570000%,2.85,
2022-05-16,94.24,2022-06-02,108.59,Buy,12 days,Rise by 15.230000%,15.23,
2022-05-27,102.26,2023-02-08,84.69,Buy,182 days,Rise by -14.930000%,-17.18,
2022-06-30,76.47,2022-07-15,81.11,Sell,10 days,Fall by 11.130000%,-6.07,
2022-07-01,73.67,2022-07-15,81.11,Sell,9 days,Fall by 10.000000%,-10.1,
2022-07-28,91.67,2022-08-04,103.91,Buy,4 days,Rise by -10.190000%,13.35,
2022-08-01,96.78,2022-08-16,100.2,Buy,10 days,Rise by -10.170000%,3.53,
2022-08-02,99.29,2023-02-08,84.69,Buy,135 days,Rise by -10.880000%,-14.7,
2022-09-09,85.45,2023-02-08,84.69,Buy,107 days,Rise by -20.470000%,-0.89,
2022-12-21,67.68,2023-01-26,75.16,Buy,25 days,Rise by 30.480000%,11.05,
2023-01-12,70.8,2023-01-26,75.16,Buy,9 days,Rise by 24.730000%,6.16,
2023-01-13,71.0,2023-01-26,75.16,Buy,8 days,Rise by 24.380000%,5.86,
2023-01-23,76.53,2023-02-06,83.68,Buy,9 days,Rise by 31.030000%,9.34,
2023-07-21,110.95,2023-08-21,108.22,Sell,20 days,Fall by 8.250000%,2.46,
2023-08-10,110.23,2023-08-22,105.66,Sell,7 days,Fall by 7.650000%,4.15,
2023-09-22,96.2,2023-10-06,107.24,Sell,9 days,Fall by 2.630000%,-11.48,
2023-10-09,106.97,2023-11-08,113.59,Buy,21 days,Rise by -10.200000%,6.19,
2023-12-12,137.61,2023-12-28,148.76,Buy,11 days,Rise by 31.040000%,8.1,
2024-07-18,155.77,2024-07-29,139.75,Sell,6 days,Fall by 14.910000%,10.28,
2024-09-12,150.77,2024-09-24,158.32,Buy,7 days,Rise by 14.610000%,5.01,
2024-10-31,144.07,2024-11-19,139.39,Sell,12 days,Fall by 6.360000%,3.25,
2025-03-20,107.14,2025-05-16,117.17,Buy,40 days,Rise by -12.450000%,9.36,
2025-03-25,114.81,2025-06-11,121.14,Buy,55 days,Rise by -31.880000%,5.51,
2025-04-04,85.76,2025-04-09,96.84,Sell,2 days,Fall by -76.240000%,-12.92,
2025-05-05,100.59,2025-05-13,112.46,Buy,5 days,Rise by 42.970000%,11.8,
2025-06-25,143.4,2025-07-18,156.99,Buy,16 days,Rise by 25.180000%,9.48,
