Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return
2020-06-29,32.78,2020-08-07,32.32,Sell,28 days,Fall by 2.850000%,1.4
2020-09-11,33.22,2020-10-08,35.62,Sell,18 days,Fall by 3.850000%,-7.21
2020-10-27,33.98,2020-11-02,32.52,Sell,3 days,Fall by 2.990000%,4.3
2021-01-29,34.8,2021-02-11,36.97,Sell,8 days,Fall by 1.110000%,-6.22
2021-02-26,35.62,2021-03-26,33.89,Sell,19 days,Fall by 5.880000%,4.87
2021-03-04,34.61,2021-03-29,34.22,Sell,16 days,Fall by 3.120000%,1.14
2021-03-24,33.53,2021-04-15,35.76,Sell,15 days,Fall by -17.540000%,-6.64
2021-05-13,39.44,2021-05-19,40.02,Buy,3 days,Rise by 7.440000%,1.47
2022-01-21,47.68,2022-01-31,49.94,Sell,5 days,Fall by -2.430000%,-4.73
2022-02-03,52.32,2022-03-22,54.8,Buy,32 days,Rise by 6.540000%,4.76
2022-02-09,52.96,2022-03-22,54.8,Buy,28 days,Rise by 5.240000%,3.48
2022-03-18,55.74,2022-04-07,60.9,Buy,13 days,Rise by 9.280000%,9.28
2022-04-07,60.9,2022-08-05,51.6,Buy,85 days,Rise by -12.770000%,-15.28
2022-04-22,55.35,2022-05-12,52.18,Sell,13 days,Fall by 6.740000%,5.74
2022-08-04,52.24,2022-08-11,54.4,Sell,4 days,Fall by 2.130000%,-4.14
2022-10-24,53.27,2022-10-28,54.48,Buy,3 days,Rise by 8.450000%,2.27
2022-11-08,57.42,2022-11-29,60.68,Buy,14 days,Rise by 17.300000%,5.66
2022-11-18,56.72,2022-11-28,60.62,Buy,5 days,Rise by 18.760000%,6.87
2022-11-22,57.69,2022-11-29,60.68,Buy,4 days,Rise by 16.760000%,5.17
2022-12-14,67.36,2023-01-06,69.32,Buy,16 days,Rise by 4.740000%,2.91
2023-12-07,96.81,2023-12-21,103.48,Sell,9 days,Fall by -8.680000%,-6.89
2024-01-22,105.49,2024-01-31,114.74,Sell,6 days,Fall by -13.540000%,-8.77
2024-02-01,115.79,2024-02-08,118.39,Buy,4 days,Rise by 17.380000%,2.25
2024-07-18,129.99,2024-08-08,128.17,Sell,14 days,Fall by 8.280000%,1.4
2024-07-19,131.54,2024-08-07,119.23,Sell,12 days,Fall by 9.360000%,9.36
2024-07-25,127.86,2024-08-08,128.17,Sell,9 days,Fall by -1.500000%,-0.24
2024-09-06,131.14,2024-09-25,126.95,Sell,12 days,Fall by 10.010000%,3.2
2024-09-18,132.06,2024-09-25,126.95,Sell,4 days,Fall by 11.800000%,3.87
2024-09-23,123.7,2024-10-02,116.48,Sell,6 days,Fall by 11.300000%,5.84
2025-01-15,82.92,2025-01-23,81.1,Sell,5 days,Fall by 6.090000%,2.19
2025-05-07,67.55,2025-05-16,64.37,Sell,6 days,Fall by 0.300000%,4.71
2025-06-02,72.83,2025-06-11,78.73,Buy,6 days,Rise by -2.500000%,8.1
2025-07-16,67.04,2025-07-22,66.78,Sell,3 days,Fall by 25.370000%,0.39
2025-07-24,70.73,2025-07-24,70.73,Buy,0 days,Rise by -31.060000%,0.0
2025-07-29,53.94,2025-08-04,48.81,Sell,3 days,Fall by -0.630000%,9.51
2025-07-30,50.03,2025-08-05,47.22,Sell,3 days,Fall by -8.490000%,5.62
