Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2021-12-02,66.9700,2021-12-07,68.9700,3 days,2.99%,2.9864%,Rise by 1.52%,2.9864%,
Buy,2022-01-25,64.3000,2022-02-09,65.5200,11 days,1.90%,1.8974%,Rise by 1.9%,4.8838%,
Buy,2022-03-09,59.7500,2022-03-17,61.4800,6 days,2.90%,2.8954%,Rise by 5.47%,7.7792%,
Buy,2022-04-13,58.5600,2022-05-11,54.5700,20 days,-6.81%,-6.8135%,Rise by -0.38%,0.9656%,
Buy,2022-06-15,53.4900,2022-07-21,54.5300,26 days,1.94%,1.9443%,Rise by 0.43%,2.9099%,
Buy,2022-09-07,51.4700,2022-09-09,53.0700,2 days,3.11%,3.1086%,Rise by -0.29%,6.0185%,
Buy,2022-09-28,49.7400,2022-10-04,51.3200,4 days,3.18%,3.1765%,Rise by 12.95%,9.1951%,
Buy,2023-08-18,59.3200,2023-08-23,60.4500,3 days,1.90%,1.9049%,Rise by 6.96%,11.1000%,
Buy,2023-10-05,59.2300,2023-10-10,60.3300,3 days,1.86%,1.8572%,Rise by 4.68%,12.9571%,
Buy,2024-04-22,67.1700,2024-05-02,68.4700,8 days,1.94%,1.9354%,Rise by 3.72%,14.8925%,
Buy,2024-06-18,66.6600,2024-06-28,68.2400,8 days,2.37%,2.3702%,Rise by 7.86%,17.2628%,
Buy,2024-08-07,64.1700,2024-08-13,67.6100,4 days,5.36%,5.3608%,Rise by 12.16%,22.6235%,
Buy,2024-10-25,67.2400,2024-10-29,68.3600,2 days,1.67%,1.6657%,Rise by 6.41%,24.2892%,
Buy,2024-12-20,66.2100,2024-12-27,67.7300,5 days,2.30%,2.2957%,Rise by 5.88%,26.5849%,
Buy,2025-04-08,61.6500,2025-04-09,66.3400,1 days,7.61%,7.6075%,Rise by 21.72%,34.1924%,
