Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Actual Rise/Fall wrt Entry,Return,Signal Open Price
2015-03-31,14.72,2017-03-31,18.8,Buy,522 days,Rise by 63.640000%,27.73,
2015-06-30,15.13,2018-03-31,24.69,Buy,718 days,Rise by 67.970000%,63.18,
2016-06-30,16.59,2018-03-31,24.69,Buy,456 days,Rise by 56.130000%,48.86,
2025-06-30,38.34,2025-06-30,38.34,Buy,0 days,Rise by -5.520000%,0.0,
