Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,2.0233,2016-04-17,1.8467,2015-11-15,Buy,21 Weeks,-8.73%,Rise by -20.92%,-8.73%,Absolute Extrema Case
2015-12-20,1.7883,2016-04-17,1.8467,2015-12-13,Buy,17 Weeks,3.27%,Rise by -14.82%,-5.46%,Absolute Extrema Case
2016-02-07,1.5233,2016-04-17,1.8467,2016-01-31,Buy,10 Weeks,21.23%,Rise by 27.57%,15.77%,Normal Case
2016-02-21,1.5783,2016-05-15,1.7767,2016-02-07,Buy,12 Weeks,12.57%,Rise by 23.13%,28.34%,Normal Case
2016-05-08,1.825,2016-08-07,2.1283,2016-04-17,Buy,13 Weeks,16.62%,Rise by 28.86%,44.96%,Normal Case
2016-05-22,1.8,2016-08-07,2.1283,2016-05-15,Buy,11 Weeks,18.24%,Rise by 30.65%,63.2%,Normal Case
2016-06-26,1.8967,2016-09-25,2.29,2016-06-19,Buy,13 Weeks,20.74%,Rise by 23.99%,83.93%,Normal Case
2016-08-21,2.1767,2017-02-26,1.9267,2016-08-14,Buy,27 Weeks,-11.49%,Rise by -10.34%,72.45%,Normal Case
2016-09-04,2.325,2017-02-26,1.9267,2016-08-28,Buy,25 Weeks,-17.13%,Rise by -11.61%,55.32%,Normal Case
2016-09-11,2.3517,2017-02-26,1.9267,2016-09-04,Buy,24 Weeks,-18.07%,Rise by -12.62%,37.24%,Normal Case
2016-10-16,2.1633,2017-02-26,1.9267,2016-08-07,Buy,19 Weeks,-10.94%,Rise by -11.02%,26.31%,Local Extrema Case
2016-10-30,2.185,2017-02-26,1.9267,2016-10-23,Buy,17 Weeks,-11.82%,Rise by -16.63%,14.49%,Normal Case
2017-01-08,1.8333,2017-04-30,1.96,2016-12-25,Buy,16 Weeks,6.91%,Rise by 7.18%,21.4%,Normal Case
2017-04-16,1.965,2017-07-16,2.1217,2017-04-09,Buy,13 Weeks,7.97%,Rise by 11.87%,29.37%,Normal Case
2017-07-02,2.0567,2017-10-22,3.2533,2017-06-18,Buy,16 Weeks,58.18%,Rise by 69.93%,87.55%,Normal Case
2017-07-09,2.0667,2017-10-22,3.2533,2015-11-29,Buy,15 Weeks,57.42%,Rise by 69.11%,144.97%,Tangent Case
2017-08-13,2.0733,2017-10-22,3.2533,2017-08-06,Buy,10 Weeks,56.91%,Rise by 68.57%,201.88%,Normal Case
2017-10-01,3.155,2018-02-11,2.8,2017-09-24,Buy,19 Weeks,-11.25%,Rise by -11.31%,190.63%,Normal Case
