Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Profit [%],Holding Period (days),Backtested Win Rate [%],Backtested Number of Trades,Avg Backtested Holding Period (days)
TRENDPULSE,SPOT,Long,Daily,2025-06-05,712.82,2025-06-27,772.6,8.386408911085542,16,100.0,25,17
TRENDPULSE,SPOT,Long,Daily,2025-04-25,620.72,2025-05-08,655.26,5.564505735275159,9,100.0,25,17
