Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2016-02-28,11518.2002,2016-03-06,12314.1504,4 days,6.91%,6.9104%,Rise by 15.0%,6.9104%
Buy,2018-07-15,18263.0000,2018-08-05,19112.6992,14 days,4.65%,4.6526%,Rise by 9.08%,11.5629%
Buy,2018-10-21,16514.9492,2018-11-04,17430.9492,9 days,5.55%,5.5465%,Rise by 7.74%,17.1094%
Buy,2020-04-12,12553.5000,2020-06-07,14158.0498,39 days,12.78%,12.7817%,Rise by 38.6%,29.8911%
Buy,2022-06-26,26449.0508,2022-07-17,28017.2500,14 days,5.93%,5.9291%,Rise by 21.12%,35.8203%
Buy,2025-03-09,49190.6016,2025-04-20,52657.8008,29 days,7.05%,7.0485%,Rise by 21.32%,42.8688%
