Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit
Sell,2020-01-17 - 2020-01-20,1 days,2020-01-23,125.15,2020-01-24,124.31,1 days,0.7%,Fall by 17.23%,0.7%
Buy,2020-03-12 - 2020-03-16,2 days,2020-03-19,104.67,2020-03-31,110.03,8 days,5.1%,Rise by 8.03%,5.8%
Sell,2020-03-19 - 2020-03-20,1 days,2020-03-27,103.25,2020-03-30,108.33,1 days,-4.9%,Fall by -4.31%,0.9%
Sell,2020-05-27 - 2020-05-28,1 days,2020-06-11,118.06,2020-06-17,122.11,4 days,-3.4%,Fall by -14.03%,-2.6%
Sell,2020-07-20 - 2020-07-22,2 days,2020-07-31,130.84,2020-08-04,129.82,2 days,0.8%,Fall by -2.89%,-1.8%
Sell,2020-08-10 - 2020-08-12,2 days,2020-08-26,140.09,2020-09-02,137.05,5 days,2.2%,Fall by 5.53%,0.4%
Sell,2020-08-24 - 2020-09-15,16 days,2020-09-18,138.68,2020-09-28,142.68,6 days,-2.9%,Fall by 4.56%,-2.5%
Sell,2020-10-15 - 2020-10-16,1 days,2020-10-21,138.04,2020-10-27,134.54,4 days,2.5%,Fall by 1.48%,0.0%
Sell,2020-12-21 - 2020-12-29,6 days,2021-01-04,140.03,2021-01-07,144.05,3 days,-2.9%,Fall by 7.51%,-2.8%
Sell,2021-01-08 - 2021-01-11,1 days,2021-01-15,142.12,2021-01-18,141.56,1 days,0.4%,Fall by 6.89%,-2.4%
Buy,2021-01-22 - 2021-01-28,4 days,2021-02-01,131.63,2021-02-12,140.49,9 days,6.7%,Rise by 12.35%,4.3%
Sell,2021-03-17 - 2021-03-18,1 days,2021-03-23,143.11,2021-03-26,146.92,3 days,-2.7%,Fall by 7.53%,1.6%
Sell,2021-04-06 - 2021-04-19,9 days,2021-04-23,135.85,2021-05-03,134.06,6 days,1.3%,Fall by 7.4%,3.0%
Sell,2021-08-04 - 2021-08-06,2 days,2021-08-16,134.15,2021-08-26,138.49,8 days,-3.2%,Fall by -7.9%,-0.3%
Sell,2021-09-03 - 2021-09-07,2 days,2021-09-10,150.74,2021-09-15,147.79,3 days,2.0%,Fall by 3.97%,1.7%
