Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-06-17,32.3500,2022-07-18,33.4100,21 days,3.28%,3.2767%,Rise by 29.83%,3.2767%
Buy,2022-09-27,38.0400,2022-09-28,39.4000,1 days,3.58%,3.5752%,Rise by 32.47%,6.8518%
Buy,2023-09-12,62.7500,2023-09-13,64.4300,1 days,2.68%,2.6773%,Rise by 16.37%,9.5291%
Buy,2024-09-27,87.3400,2024-10-01,89.1300,2 days,2.05%,2.0495%,Rise by 0.44%,11.5786%
Buy,2024-10-23,86.2000,2024-11-08,72.3700,12 days,-16.04%,-16.0441%,Rise by -12.56%,-4.4655%
Buy,2024-11-12,70.7200,2024-12-05,73.7000,17 days,4.21%,4.2138%,Rise by 5.27%,-0.2517%
