Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2021-03-22,225.23,2021-03-23,217.06,2021-02-10-2021-03-05,218.15-224.95,Sell,1 days,3.63%,Fall by -0.06%,3.63%
2021-03-29,214.4,2025-09-26,241.34,2020-11-04-2021-03-15,157.71-234.53,Buy,1174 days,12.57%,Rise by 3.73%,16.19%
2021-08-13,221.13,2021-08-19,211.94,2021-06-09-2021-07-19,214.45-230.98,Sell,4 days,4.16%,Fall by -2.48%,20.35%
2021-08-19,211.94,2021-09-16,222.19,2020-11-04-2021-03-15,157.71-234.53,Sell,20 days,-4.84%,Fall by 4.02%,15.51%
2021-09-16,222.19,2021-11-11,239.26,2021-07-19-2021-09-02,209.05-229.84,Buy,40 days,7.68%,Rise by -10.87%,23.19%
2021-10-04,220.26,2021-10-05,221.02,2021-09-02-2021-09-20,218.99-227.6,Sell,1 days,-0.35%,Fall by 3.51%,22.85%
2021-12-07,224.1,2021-12-07,224.1,2021-07-19-2021-11-08,209.05-244.46,Buy,0 days,0.0%,Rise by 0%,22.85%
2021-12-10,219.91,2021-12-16,213.18,2020-11-04-2021-11-08,157.71-244.46,Sell,4 days,3.06%,Fall by 10.16%,25.91%
2022-01-11,217.61,2022-01-11,217.61,2021-09-02-2021-12-20,212.94-227.6,Sell,0 days,-0.0%,Fall by 0%,25.91%
2022-01-18,207.83,2022-01-20,200.75,2021-07-19-2021-11-08,209.05-244.46,Sell,2 days,3.41%,Fall by 3.87%,29.32%
2022-01-19,204.45,2022-01-21,196.99,2021-07-19-2021-09-02,209.05-229.84,Sell,2 days,3.65%,Fall by 2.04%,32.97%
2022-02-17,201.2,2022-02-23,192.98,2022-01-04-2022-01-28,195.31-223.38,Sell,4 days,4.09%,Fall by 0.14%,37.05%
2022-03-09,200.28,2022-03-14,192.71,2021-08-06-2022-02-24,198.48-222.14,Sell,3 days,3.78%,Fall by 11.47%,40.83%
2022-04-05,202.99,2022-04-05,202.99,2021-06-09-2022-02-24,198.48-230.98,Sell,0 days,-0.0%,Fall by 0%,40.83%
2022-04-13,200.91,2022-04-13,200.91,2022-02-24-2022-03-29,187.92-212.25,Buy,0 days,0.0%,Rise by 0%,40.83%
2022-04-29,184.95,2022-05-04,193.52,2022-02-24-2022-03-29,187.92-212.25,Sell,3 days,-4.63%,Fall by 12.05%,36.2%
2022-06-14,169.38,2022-06-14,169.38,2021-09-02-2022-05-12,174.34-227.6,Sell,0 days,-0.0%,Fall by 0%,36.2%
2022-07-06,171.55,2022-07-06,171.55,2021-02-10-2022-06-16,168.42-224.95,Sell,0 days,-0.0%,Fall by 0%,36.2%
