Entry Date,Entry Price,Exit Date,Exit Price,Signal,Holding Period,Spread,Actual Rise/Fall wrt Entry,Return,Cum-Return
2023-10-01,53.52,2023-10-15,50.78,Sell,9 Days,-13.15,Fall by -62.91%,5.12%,5.12%
2023-11-12,52.27,2023-11-26,63.88,Buy,9 Days,15.38,Rise by 43.76%,22.21%,27.33%
2025-01-19,149.26,2025-01-26,162.52,Sell,4 Days,-15.14,Fall by 11.77%,-8.88%,18.45%
2025-07-06,155.09,2025-07-06,155.09,Buy,0 Days,11.9,Rise by 0%,0.0%,18.45%
