Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2007-07-01,0.27,2007-07-08,0.24,2007-02-25-2007-06-24,0.06-0.42,Sell,4 days,11.11%,Fall by 8.33%,11.11%,
2007-07-29,0.22,2007-08-05,0.25,2006-11-12-2007-02-25,0.081-0.06,Sell,4 days,-13.64%,Fall by 12.0%,-2.53%,
2007-09-09,0.26,2013-06-09,0.65,2007-02-25-2007-06-24,0.06-0.42,Buy,1499 days,150.0%,Rise by 13.85%,147.47%,
2008-10-19,0.1,2008-10-26,0.1,2007-06-24-2008-07-27,0.095-0.19,Sell,4 days,-0.0%,Fall by 20.0%,147.47%,
2009-07-05,0.12,2009-07-19,0.12,2009-03-15-2009-06-14,0.05-0.15,Sell,9 days,-0.0%,Fall by 25.0%,147.47%,
2009-07-19,0.12,2009-08-09,0.1,2008-06-15-2008-11-30,0.08-0.13,Sell,14 days,16.67%,Fall by 17.0%,164.14%,
2009-08-09,0.1,2011-09-25,0.2,2009-03-15-2009-06-14,0.05-0.15,Buy,554 days,100.0%,Rise by 30.0%,264.14%,
2009-09-06,0.09,2009-09-13,0.085,2006-11-12-2009-03-15,0.06-0.06,Sell,4 days,5.56%,Fall by 2.35%,269.7%,
2009-11-08,0.096,2009-11-15,0.083,2008-06-15-2009-03-15,0.06-0.13,Sell,4 days,13.54%,Fall by -2.41%,283.24%,
2010-02-28,0.076,2010-03-14,0.076,2006-11-12-2008-11-30,0.08-0.06,Sell,9 days,-0.0%,Fall by -11.84%,283.24%,
2010-12-12,0.08,2010-12-26,0.1,2009-06-14-2010-03-28,0.09-0.135,Sell,9 days,-25.0%,Fall by -30.0%,258.24%,
2011-03-27,0.13,2011-04-10,0.145,2010-04-25-2010-12-19,0.08-0.1,Sell,9 days,-11.54%,Fall by 3.45%,246.7%,
2011-10-09,0.21,2011-10-16,0.24,2008-09-28-2009-03-15,0.06-0.14,Sell,4 days,-14.29%,Fall by 4.17%,232.41%,
2012-10-28,0.68,2012-10-28,0.68,2007-06-24-2008-11-30,0.08-0.19,Sell,0 days,-0.0%,Fall by 0%,232.41%,
2013-06-09,0.65,2013-06-23,0.61,2012-12-09-2013-02-24,0.51-0.52,Sell,9 days,6.15%,Fall by -9.84%,238.57%,
2014-05-18,0.8,2016-03-13,1.83,2010-03-28-2014-03-02,0.076-0.97,Buy,474 days,128.75%,Rise by -13.11%,367.32%,
2014-06-22,0.72,2014-07-13,0.67,2010-03-28-2014-03-02,0.076-0.97,Sell,14 days,6.94%,Fall by 10.45%,374.26%,
2015-09-06,0.68,2015-09-06,0.68,2012-12-09-2015-02-08,0.55-0.52,Sell,0 days,-0.0%,Fall by 0%,374.26%,
2016-02-07,1.85,2016-02-14,1.75,2014-03-02-2015-02-08,0.55-0.92,Sell,4 days,5.41%,Fall by 11.43%,379.67%,
2016-02-28,1.73,2016-03-20,1.91,2015-02-08-2016-02-21,0.46-2.61,Sell,14 days,-10.4%,Fall by 16.75%,369.26%,
2016-05-01,1.77,2016-06-12,1.53,2015-02-08-2016-02-21,0.46-2.61,Buy,29 days,-13.56%,Rise by 42.48%,355.7%,
2016-10-02,1.83,2016-10-16,1.92,2016-02-21-2016-06-12,1.55-1.79,Sell,9 days,-4.92%,Fall by -8.33%,350.79%,
2017-01-08,2.08,2017-03-26,2.83,2009-03-15-2016-02-21,0.05-2.61,Buy,54 days,36.06%,Rise by 25.09%,386.84%,
2017-06-18,3.85,2017-07-30,4.363,2016-08-28-2016-11-06,1.91-1.99,Sell,29 days,-13.32%,Fall by -76.25%,373.52%,
2018-05-20,11.3,2018-05-27,10.94,2016-06-12-2018-02-25,1.38-14.62,Sell,4 days,3.19%,Fall by 4.75%,376.71%,
2019-04-14,14.59,2019-04-28,16.51,2018-02-25-2018-10-14,10.99-9.22,Sell,9 days,-13.16%,Fall by 10.05%,363.55%,
2019-08-25,14.25,2019-09-22,13.52,2018-10-14-2019-08-04,8.67-18.04,Sell,19 days,5.12%,Fall by 8.36%,368.67%,
