Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Open Price
2021-01-12,11.41,2021-01-15,11.01,2020-11-04-2020-12-21,11.22-13.96,Sell,3 days,3.51%,Fall by 15.17%,3.51%,
2021-07-20,7.26,2021-10-26,7.14,2021-05-19-2021-07-12,5.42-7.88,Buy,70 days,-1.65%,Rise by -10.5%,1.85%,
2021-07-28,6.37,2021-07-30,6.22,2021-05-19-2021-07-12,5.42-7.88,Sell,2 days,2.35%,Fall by 10.29%,4.21%,
2021-10-11,6.25,2021-10-11,6.25,2021-08-17-2021-09-21,5.53-6.69,Sell,0 days,-0.0%,Fall by 0%,4.21%,
2021-11-16,6.31,2025-03-24,8.8,2021-09-21-2021-10-20,5.39-7.77,Buy,874 days,39.46%,Rise by 4.2%,43.67%,
2021-11-30,6.11,2021-12-02,5.9,2021-09-21-2021-10-20,5.39-7.77,Sell,2 days,3.44%,Fall by 7.63%,47.11%,
2022-01-07,5.76,2022-01-19,5.72,2021-10-20-2021-12-07,5.8-7.26,Sell,8 days,0.69%,Fall by 3.67%,47.8%,
2022-02-17,5.74,2022-03-10,5.77,2021-10-20-2022-01-24,5.47-7.26,Sell,15 days,-0.52%,Fall by 13.17%,47.28%,
2022-04-06,5.49,2022-04-11,5.24,2022-02-21-2022-03-16,5.56-5.78,Sell,3 days,4.55%,Fall by 10.69%,51.83%,
2022-04-11,5.24,2022-04-12,5.01,2022-01-24-2022-02-21,5.31-6.39,Sell,1 days,4.39%,Fall by 11.98%,56.22%,
2022-06-10,4.98,2022-06-10,4.98,2021-08-17-2022-05-10,4.43-6.69,Sell,0 days,-0.0%,Fall by 0%,56.22%,
2022-07-29,4.99,2022-08-04,5.58,2021-07-12-2022-05-10,4.43-7.55,Sell,4 days,-11.82%,Fall by -7.35%,44.4%,
2022-08-11,5.36,2022-08-12,5.37,2022-06-02-2022-06-17,4.66-5.23,Sell,1 days,-0.19%,Fall by -11.55%,44.21%,
2022-09-12,6.4,2022-09-19,6.15,2020-11-04-2022-05-10,4.43-13.96,Sell,5 days,3.91%,Fall by 6.99%,48.12%,
2022-09-13,6.31,2022-09-13,6.31,2022-05-10-2022-09-05,4.2-6.58,Buy,0 days,0.0%,Rise by 0%,48.12%,
2022-09-21,6.19,2023-01-10,7.48,2022-01-24-2022-09-05,5.31-6.58,Buy,79 days,20.84%,Rise by 3.61%,68.96%,
2022-10-10,6.21,2022-10-14,5.95,2021-10-20-2022-05-10,4.43-7.26,Sell,4 days,4.19%,Fall by 3.87%,73.14%,
2022-11-30,6.65,2022-11-30,6.65,2022-09-05-2022-11-01,5.77-6.34,Sell,0 days,-0.0%,Fall by 0%,73.14%,
2022-12-22,7.23,2023-01-27,7.44,2020-11-04-2022-01-24,5.47-13.96,Sell,26 days,-2.9%,Fall by 8.74%,70.24%,
2023-02-13,7.5,2023-02-13,7.5,2020-11-04-2021-09-21,5.53-13.96,Sell,0 days,-0.0%,Fall by 0%,70.24%,
2023-02-21,6.79,2023-03-20,6.43,2022-05-10-2023-02-20,4.2-7.83,Sell,19 days,5.3%,Fall by 5.29%,75.54%,
2023-03-23,6.29,2023-04-03,6.22,2022-11-01-2023-02-20,5.65-7.83,Sell,7 days,1.11%,Fall by 9.97%,76.65%,
2023-03-29,6.21,2023-04-12,6.24,2021-09-21-2023-02-20,5.39-7.83,Sell,10 days,-0.48%,Fall by 10.26%,76.17%,
2023-04-03,6.22,2023-04-03,6.22,2022-05-10-2023-02-20,4.2-7.83,Buy,0 days,0.0%,Rise by 0%,76.17%,
2023-04-06,6.09,2023-04-26,5.9,2022-01-24-2023-02-20,5.31-7.83,Sell,14 days,3.12%,Fall by 5.08%,79.29%,
2023-04-26,5.9,2023-04-28,5.9,2022-05-10-2022-09-05,4.2-6.58,Sell,2 days,-0.0%,Fall by 5.08%,79.29%,
2023-04-28,5.9,2023-05-03,5.72,2023-01-17-2023-02-22,7.01-7.57,Sell,3 days,3.05%,Fall by 2.1%,82.34%,
2023-06-01,5.74,2023-06-12,5.56,2023-04-20-2023-05-10,5.68-6.38,Sell,7 days,3.14%,Fall by 6.29%,85.48%,
2023-06-13,5.63,2023-06-13,5.63,2023-01-17-2023-05-10,5.68-7.57,Sell,0 days,-0.0%,Fall by 0%,85.48%,
2023-06-26,5.35,2023-06-30,5.35,2022-01-24-2022-09-05,5.31-6.58,Sell,4 days,-0.0%,Fall by 12.52%,85.48%,
2023-07-24,5.55,2023-08-02,5.42,2023-06-06-2023-06-28,5.26-6.0,Sell,7 days,2.34%,Fall by 13.65%,87.82%,
2023-07-25,5.48,2023-07-25,5.48,2022-09-05-2023-06-28,5.26-6.34,Sell,0 days,-0.0%,Fall by 0%,87.82%,
2023-07-31,5.52,2023-08-16,5.32,2023-02-20-2023-06-28,5.26-7.1,Sell,12 days,3.62%,Fall by 10.15%,91.44%,
2023-09-05,4.78,2023-09-12,4.77,2023-06-06-2023-08-22,4.93-6.0,Sell,5 days,0.21%,Fall by 13.0%,91.65%,
2023-09-22,4.66,2023-09-26,4.63,2022-07-08-2023-08-22,4.93-5.07,Sell,2 days,0.64%,Fall by 10.37%,92.3%,
