Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-01-08 - 2020-01-09,1 days,2020-01-14,149.4,2020-01-22,148.12,6 days,0.9%,Fall by 5.42%,0.9%,
Buy,2020-02-27 - 2020-03-16,12 days,2020-03-19,129.13,2020-04-29,155.78,29 days,20.6%,Rise by 49.26%,21.5%,
Sell,2020-03-13 - 2020-03-19,4 days,2020-03-26,126.81,2020-04-02,121.91,5 days,3.9%,Fall by -96.35%,25.4%,
Sell,2020-04-20 - 2020-04-29,7 days,2020-05-13,148.98,2020-05-15,158.83,2 days,-6.6%,Fall by -67.13%,18.7%,
Sell,2020-06-19 - 2020-06-23,2 days,2020-06-30,258.19,2020-07-02,271.49,2 days,-5.2%,Fall by 3.56%,13.6%,
Sell,2020-07-02 - 2020-07-13,7 days,2020-07-24,268.74,2020-07-30,261.79,4 days,2.6%,Fall by 10.69%,16.2%,
Buy,2020-08-12 - 2020-08-17,3 days,2020-08-19,261.72,2020-08-26,278.29,5 days,6.3%,Rise by -10.27%,22.5%,
Sell,2020-09-01 - 2020-09-02,1 days,2020-09-08,240.02,2020-09-10,247.78,2 days,-3.2%,Fall by 3.65%,19.3%,
Sell,2020-10-13 - 2020-10-14,1 days,2020-10-20,260.95,2020-10-21,271.32,1 days,-4.0%,Fall by -19.18%,15.3%,
Sell,2020-10-26 - 2020-10-27,1 days,2020-10-30,239.89,2020-11-03,236.53,2 days,1.4%,Fall by -29.64%,16.7%,
Sell,2020-12-02 - 2020-12-03,1 days,2020-12-15,326.97,2020-12-18,336.1,3 days,-2.8%,Fall by 4.88%,13.9%,
Sell,2021-01-12 - 2021-01-13,1 days,2021-01-19,319.75,2021-01-20,331.41,1 days,-3.6%,Fall by 2.81%,10.3%,
Sell,2021-01-21 - 2021-02-02,8 days,2021-02-05,310.77,2021-02-08,323.79,1 days,-4.2%,Fall by 11.52%,6.1%,
Sell,2021-02-19 - 2021-02-22,1 days,2021-02-26,307.38,2021-03-01,321.28,1 days,-4.5%,Fall by 11.6%,1.6%,
Buy,2021-05-04 - 2021-05-06,2 days,2021-05-14,223.59,2021-05-25,236.76,7 days,5.9%,Rise by 23.26%,7.4%,
Sell,2021-06-24 - 2021-06-30,4 days,2021-07-06,263.52,2021-07-09,262.83,3 days,0.3%,Fall by 10.09%,7.7%,
Buy,2021-07-16 - 2021-07-28,8 days,2021-07-30,228.67,2021-08-18,205.42,13 days,-10.2%,Rise by -10.17%,-2.5%,
Sell,2021-09-02 - 2021-09-07,3 days,2021-09-14,243.81,2021-09-22,235.35,6 days,3.5%,Fall by 8.67%,1.0%,
Buy,2021-09-23 - 2021-09-30,5 days,2021-10-05,225.82,2021-10-13,243.83,6 days,8.0%,Rise by 33.27%,9.0%,
Sell,2021-11-01 - 2021-11-02,1 days,2021-11-05,289.05,2021-11-11,276.65,4 days,4.3%,Fall by 15.92%,13.3%,
Buy,2021-11-22 - 2021-11-23,1 days,2021-12-06,232.01,2022-01-03,244.16,20 days,5.2%,Rise by 5.24%,18.5%,
Buy,2022-01-21 - 2022-01-24,1 days,2022-01-31,196.26,2022-02-03,159.76,3 days,-18.6%,Rise by -16.47%,-0.1%,
Buy,2022-02-23 - 2022-02-24,1 days,2022-03-09,136.42,2022-03-14,119.47,3 days,-12.4%,Rise by 16.43%,-12.5%,
Sell,2022-03-30 - 2022-04-04,3 days,2022-04-11,139.61,2022-04-12,138.9,1 days,0.5%,Fall by 26.45%,-12.0%,
Buy,2022-04-22 - 2022-04-28,4 days,2022-05-13,106.09,2022-05-27,112.97,10 days,6.5%,Rise by 9.81%,-5.5%,
Sell,2022-06-06 - 2022-06-08,2 days,2022-06-13,98.61,2022-06-14,98.05,1 days,0.6%,Fall by 4.85%,-4.9%,
Buy,2022-06-14 - 2022-06-16,2 days,2022-06-21,101.4,2022-06-24,107.0,3 days,5.5%,Rise by 21.92%,0.6%,
Sell,2022-06-17 - 2022-06-21,2 days,2022-06-29,97.96,2022-07-01,97.52,2 days,0.4%,Fall by 11.35%,1.0%,
Sell,2022-07-21 - 2022-07-22,1 days,2022-07-29,113.02,2022-08-02,116.0,2 days,-2.6%,Fall by 11.22%,-1.6%,
Buy,2022-08-23 - 2022-08-30,5 days,2022-09-02,104.42,2022-09-09,110.28,5 days,5.6%,Rise by -11.46%,4.0%,
Buy,2022-09-06 - 2022-09-14,6 days,2022-09-26,89.14,2022-10-04,94.63,6 days,6.2%,Rise by 8.87%,10.2%,
Buy,2022-09-22 - 2022-09-29,5 days,2022-10-06,92.25,2022-10-11,82.13,3 days,-11.0%,Rise by 5.2%,-0.8%,
Sell,2022-12-12 - 2022-12-13,1 days,2022-12-16,74.74,2022-12-19,73.26,1 days,2.0%,Fall by -55.61%,1.2%,
Sell,2023-02-02 - 2023-02-10,6 days,2023-02-21,120.35,2023-02-27,116.84,4 days,2.9%,Fall by -16.64%,4.1%,
Sell,2023-02-16 - 2023-03-07,13 days,2023-03-20,126.41,2023-03-23,131.05,3 days,-3.7%,Fall by -11.05%,0.4%,
Buy,2023-02-28 - 2023-03-02,2 days,2023-03-14,125.54,2023-03-31,133.62,13 days,6.4%,Rise by 8.68%,6.9%,
Sell,2023-06-05 - 2023-06-16,9 days,2023-06-23,157.49,2023-07-07,156.97,10 days,0.3%,Fall by 10.86%,7.2%,
Buy,2023-08-10 - 2023-08-17,5 days,2023-08-21,132.49,2023-08-28,141.26,5 days,6.6%,Rise by 21.35%,13.8%,
Sell,2023-08-31 - 2023-09-06,4 days,2023-09-11,157.66,2023-09-14,157.15,3 days,0.3%,Fall by 5.54%,14.1%,
Sell,2023-09-06 - 2023-09-20,10 days,2023-09-28,153.53,2023-10-02,158.11,2 days,-3.0%,Fall by 3.0%,11.1%,
Buy,2023-09-27 - 2023-09-28,1 days,2023-10-10,157.6,2023-10-24,170.63,10 days,8.3%,Rise by 26.58%,19.4%,
Sell,2023-10-12 - 2023-10-24,8 days,2023-10-27,159.35,2023-10-31,164.76,2 days,-3.4%,Fall by -17.92%,16.0%,
Sell,2023-11-27 - 2023-11-28,1 days,2023-12-15,192.17,2023-12-19,190.83,2 days,0.7%,Fall by -31.53%,16.7%,
Buy,2023-12-06 - 2023-12-13,5 days,2023-12-19,190.83,2024-01-11,200.82,17 days,5.2%,Rise by 41.67%,21.9%,
Sell,2024-01-29 - 2024-01-30,1 days,2024-02-12,234.68,2024-02-14,244.17,2 days,-4.0%,Fall by -7.7%,17.9%,
Sell,2024-03-04 - 2024-03-06,2 days,2024-03-15,254.89,2024-03-20,261.72,3 days,-2.7%,Fall by -6.81%,15.2%,
Sell,2024-03-08 - 2024-03-26,12 days,2024-04-01,266.43,2024-04-03,291.77,2 days,-9.5%,Fall by -2.18%,5.7%,
Sell,2024-04-05 - 2024-04-08,1 days,2024-04-17,293.58,2024-04-23,303.31,4 days,-3.3%,Fall by 1.16%,2.4%,
Sell,2024-04-08 - 2024-04-23,11 days,2024-04-30,280.44,2024-05-02,294.17,2 days,-4.9%,Fall by -3.47%,-2.5%,
Sell,2024-05-17 - 2024-05-20,1 days,2024-05-23,300.51,2024-05-24,308.16,1 days,-2.5%,Fall by 3.44%,-5.0%,
Buy,2024-06-17 - 2024-06-28,9 days,2024-07-02,315.55,2024-08-19,344.69,34 days,9.2%,Rise by 9.0%,4.2%,
Sell,2024-09-25 - 2024-09-26,1 days,2024-10-14,372.5,2024-10-16,371.69,2 days,0.2%,Fall by -20.1%,4.4%,
Sell,2024-10-22 - 2024-10-29,5 days,2024-11-01,384.5,2024-11-05,382.63,2 days,0.5%,Fall by -16.35%,4.9%,
Sell,2024-11-13 - 2024-11-14,1 days,2024-12-10,471.58,2024-12-16,484.9,4 days,-2.8%,Fall by 5.13%,2.1%,
Buy,2024-12-19 - 2024-12-20,1 days,2025-01-03,466.69,2025-01-15,490.69,8 days,5.1%,Rise by 38.92%,7.2%,
Sell,2025-02-06 - 2025-02-10,2 days,2025-02-18,630.56,2025-02-26,603.13,6 days,4.4%,Fall by 13.82%,11.6%,
Sell,2025-04-25 - 2025-04-28,1 days,2025-05-06,632.85,2025-05-07,657.1,1 days,-3.8%,Fall by 2.03%,7.7%,
Sell,2025-05-20 - 2025-05-27,5 days,2025-06-09,699.11,2025-06-17,721.28,6 days,-3.2%,Fall by 11.31%,4.6%,
Buy,2025-07-14 - 2025-07-18,4 days,2025-07-24,681.42,2025-08-15,732.81,16 days,7.5%,Rise by 7.54%,12.1%,
Buy,2025-07-24 - 2025-07-29,3 days,2025-08-04,658.59,2025-08-08,705.89,4 days,7.2%,Rise by 12.14%,19.3%,
Sell,2025-08-12 - 2025-08-21,7 days,2025-10-07,680.44,2025-10-08,674.75,1 days,0.8%,Fall by 3.69%,20.1%,
Buy,2025-10-07 - 2025-10-17,8 days,2025-10-21,689.21,2025-10-21,689.21,0 days,0.0%,Rise by -4.92%,20.1%,
Buy,2025-10-17 - 2025-10-27,6 days,2025-10-31,655.32,2025-10-31,655.32,0 days,0.0%,Rise by 0.0%,20.1%,
