Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2012-05-27,16.33,2013-09-01,23.31,329 days,42.740000%,42.740000%,Rise by 19.780000%,42.740000%
Buy,2014-10-26,23.78,2019-05-19,56.35,1189 days,136.960000%,136.960000%,Rise by 19.220000%,179.710000%
Buy,2019-08-25,46.61,2022-01-23,56.68,629 days,21.600000%,21.600000%,Rise by 5.170000%,201.310000%
