Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type,Signal Open Price
2015-11-22,49.7,2016-04-03,47.6,2015-11-15,Buy,19 Weeks,-4.23%,Rise by -11.47%,-4.23%,Absolute Extrema Case,
2015-11-29,51.04,2016-04-03,47.6,2015-11-08,Buy,18 Weeks,-6.74%,Rise by -13.79%,-10.97%,Normal Case,
2015-12-06,50.71,2016-04-03,47.6,2015-11-29,Buy,17 Weeks,-6.13%,Rise by -13.23%,-17.1%,Normal Case,
2015-12-13,51.04,2016-04-03,47.6,2015-11-22,Buy,16 Weeks,-6.74%,Rise by -17.07%,-23.84%,Normal Case,
2015-12-20,53.08,2016-04-03,47.6,2015-12-13,Buy,15 Weeks,-10.32%,Rise by -16.73%,-34.16%,Normal Case,
2016-02-14,45.35,2016-05-29,49.44,2016-02-07,Buy,15 Weeks,9.02%,Rise by 9.02%,-25.14%,Absolute Extrema Case,
2016-05-08,48.24,2016-08-28,42.8,2016-05-01,Buy,16 Weeks,-11.28%,Rise by -11.28%,-36.42%,Normal Case,
2016-05-22,48.0,2016-08-28,42.8,2016-05-08,Buy,14 Weeks,-10.83%,Rise by -10.83%,-47.25%,Normal Case,
2016-06-26,48.04,2016-08-28,42.8,2016-06-19,Buy,9 Weeks,-10.91%,Rise by -10.91%,-58.16%,Normal Case,
2016-07-03,48.11,2016-11-20,43.74,2016-06-26,Buy,20 Weeks,-9.08%,Rise by -11.04%,-67.24%,Normal Case,
2016-08-07,47.02,2016-11-20,43.74,2016-07-24,Buy,15 Weeks,-6.98%,Rise by 1.02%,-74.22%,Normal Case,
2016-09-04,45.08,2016-11-20,43.74,2016-08-28,Buy,11 Weeks,-2.97%,Rise by 5.37%,-77.19%,Normal Case,
2016-09-11,43.36,2016-11-20,43.74,2016-09-04,Buy,10 Weeks,0.88%,Rise by 9.55%,-76.32%,Normal Case,
2016-09-18,43.89,2016-11-20,43.74,2016-09-11,Buy,9 Weeks,-0.34%,Rise by -11.64%,-76.66%,Normal Case,
2016-10-16,44.8,2017-04-02,39.1,2016-10-09,Buy,24 Weeks,-12.72%,Rise by -13.44%,-89.38%,Normal Case,
2016-10-30,47.5,2017-04-02,39.1,2016-07-17,Buy,22 Weeks,-17.68%,Rise by -10.11%,-107.07%,Local Extrema Case,
2016-10-30,47.5,2017-04-02,39.1,2016-10-23,Buy,22 Weeks,-17.68%,Rise by -10.11%,-124.75%,Normal Case,
2016-11-06,47.49,2017-04-02,39.1,2016-10-30,Buy,21 Weeks,-17.67%,Rise by -10.3%,-142.42%,Normal Case,
