Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2022-05-29,1812.03,2024-05-05,3137.25,504 days,73.130000%,73.130000%,Rise by -26.130000%,73.130000%
Buy,2025-03-16,1887.44,2025-10-12,4164.43,149 days,120.640000%,120.640000%,Rise by 35.200000%,193.770000%
