Entry Date,Entry Price,Exit Date,Exit Price,Divergence Start Date,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return,Signal Type
2015-11-22,48139.0,2016-05-15,51804.0,2015-11-15,Buy,25 Weeks,7.61%,Rise by -15.64%,7.61%,Absolute Extrema Case
2016-02-07,40592.0,2016-05-15,51804.0,2016-01-31,Buy,14 Weeks,27.62%,Rise by 32.81%,35.23%,Normal Case
2016-02-14,39808.0,2016-05-15,51804.0,2016-01-24,Buy,13 Weeks,30.13%,Rise by 35.43%,65.37%,Absolute Extrema Case
2016-02-14,39808.0,2016-05-15,51804.0,2016-02-07,Buy,13 Weeks,30.13%,Rise by 35.43%,95.5%,Normal Case
2016-05-08,51718.0,2016-09-25,58697.0,2016-04-17,Buy,20 Weeks,13.49%,Rise by 15.27%,109.0%,Normal Case
2016-06-26,50105.0,2016-09-25,58697.0,2016-06-19,Buy,13 Weeks,17.15%,Rise by 18.98%,126.15%,Normal Case
2016-08-07,57661.0,2016-11-20,59962.0,2016-07-24,Buy,15 Weeks,3.99%,Rise by 11.53%,130.14%,Normal Case
2016-08-21,59099.0,2016-11-20,59962.0,2016-08-14,Buy,13 Weeks,1.46%,Rise by 8.81%,131.6%,Normal Case
2016-09-04,59616.0,2016-11-20,59962.0,2016-08-28,Buy,11 Weeks,0.58%,Rise by 7.87%,132.18%,Normal Case
2016-09-11,58000.0,2016-11-20,59962.0,2016-09-04,Buy,10 Weeks,3.38%,Rise by 10.88%,135.56%,Normal Case
2016-10-16,61767.0,2017-02-12,66125.0,2016-10-09,Buy,17 Weeks,7.06%,Rise by 9.68%,142.62%,Normal Case
2016-10-30,64308.0,2017-02-12,66125.0,2016-10-23,Buy,15 Weeks,2.83%,Rise by 5.35%,145.44%,Normal Case
2016-11-06,61598.0,2017-02-12,66125.0,2016-10-16,Buy,14 Weeks,7.35%,Rise by 9.98%,152.79%,Normal Case
2017-01-01,60227.0,2017-03-12,64675.0,2016-12-25,Buy,10 Weeks,7.39%,Rise by 12.49%,160.18%,Normal Case
2017-01-29,66034.0,2017-06-04,62511.0,2017-01-22,Buy,18 Weeks,-5.34%,Rise by 3.31%,154.84%,Normal Case
2017-03-12,64675.0,2017-06-04,62511.0,2015-11-22,Buy,12 Weeks,-3.35%,Rise by 5.48%,151.49%,Tangent Case
