Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Maxima Broken Date/Price,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit,Signal Open Price
Buy,2022-07-28,29219.75,2024-01-04,47309.7,375 days,2022-05-05/29104.3496,61.91%,61.91%,Rise by 7.67%,61.91%,
Buy,2024-04-02,49479.3,2024-04-02,49479.3,0 days,2024-02-07/49352.0508,0.00%,0.00%,Rise by 0%,61.91%,
