Entry Date,Entry Price,Exit Date,Exit Price,Retracement Upmove Date,Retracement Upmove Price,Signal,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Return
2013-11-24,46.23,2013-11-24,46.23,2013-02-03-2013-06-09,24.32-28.74,Sell,0 days,-0.0%,Fall by 0%,0.0%
2016-06-19,113.02,2016-07-17,116.86,2015-11-08-2016-01-24,98.07-101.18,Sell,19 days,-3.4%,Fall by 1.55%,-3.4%
2018-09-09,163.04,2018-10-07,157.33,2013-06-09-2018-07-29,22.67-218.62,Sell,19 days,3.5%,Fall by 16.27%,0.1%
2019-01-13,143.8,2019-08-18,183.7,2013-06-09-2018-07-29,22.67-218.62,Buy,154 days,27.75%,Rise by 20.93%,27.85%
2019-06-02,177.47,2019-06-02,177.47,2018-02-04-2018-12-30,135.92-181.84,Sell,0 days,-0.0%,Fall by 0%,27.85%
2019-10-20,185.85,2024-05-05,451.96,2018-12-30-2019-07-28,123.02-208.66,Buy,1184 days,143.19%,Rise by 19.46%,171.04%
2020-03-01,192.47,2020-03-08,181.09,2018-12-30-2019-07-28,123.02-208.66,Sell,4 days,5.91%,Fall by -39.45%,176.95%
2020-03-08,181.09,2020-03-15,170.28,2019-07-28-2019-10-06,180.98-196.25,Sell,4 days,5.97%,Fall by -48.3%,182.92%
2020-09-20,252.53,2020-10-11,264.45,2020-03-22-2020-08-30,137.1-304.67,Sell,14 days,-4.72%,Fall by 4.95%,178.2%
2020-10-04,259.94,2020-11-08,293.41,2019-07-28-2020-03-22,159.93-196.25,Sell,24 days,-12.88%,Fall by 14.33%,165.32%
2021-01-31,258.33,2024-08-04,488.14,2020-03-22-2020-08-30,137.1-304.67,Buy,914 days,88.96%,Rise by 22.08%,254.28%
2021-10-17,324.76,2021-12-05,306.84,2020-03-22-2021-09-05,137.1-384.33,Sell,34 days,5.52%,Fall by 22.73%,259.8%
2021-12-05,306.84,2022-02-06,237.09,2018-12-30-2021-09-05,123.02-384.33,Sell,44 days,22.73%,Fall by 11.35%,282.53%
2021-12-19,333.79,2024-11-24,559.14,2013-06-09-2021-09-05,22.67-384.33,Buy,764 days,67.51%,Rise by 31.75%,350.04%
2022-02-06,237.09,2022-02-06,237.09,2013-06-09-2021-09-05,22.67-384.33,Sell,0 days,-0.0%,Fall by 0%,350.04%
2022-04-03,224.85,2025-01-05,604.63,2020-03-22-2021-09-05,137.1-384.33,Buy,719 days,168.9%,Rise by -16.52%,518.95%
2022-07-10,170.88,2022-07-10,170.88,2018-12-30-2021-09-05,123.02-384.33,Buy,0 days,0.0%,Rise by 0%,518.95%
2023-03-12,179.51,2023-03-12,179.51,2015-11-08-2022-11-06,99.32-101.18,Sell,0 days,-0.0%,Fall by 0%,518.95%
2023-09-03,296.38,2023-09-03,296.38,2018-02-04-2022-11-06,99.32-181.84,Sell,0 days,-0.0%,Fall by 0%,518.95%
2024-11-17,554.08,2024-12-08,623.77,2021-09-05-2022-11-06,99.32-370.52,Sell,14 days,-12.58%,Fall by 19.08%,506.37%
2025-09-21,778.38,2025-09-28,743.75,2025-02-16-2025-04-27,549.86-710.04,Sell,4 days,4.45%,Fall by 12.83%,510.82%
