Signal,Diver-Dur,Divergence Duration,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Return,Actual Rise/Fall wrt Entry,Cum-Profit,Signal Open Price
Sell,2020-02-10 - 2020-02-11,1 days,2020-02-24,56.24,2020-03-02,52.2,5 days,7.2%,Fall by 25.11%,7.2%,
Buy,2020-03-12 - 2020-03-16,2 days,2020-03-24,38.66,2020-03-25,41.41,1 days,7.1%,Rise by 11.41%,14.3%,
Buy,2020-04-23 - 2020-04-24,1 days,2020-05-12,40.32,2020-05-26,43.36,10 days,7.5%,Rise by 21.95%,21.8%,
Buy,2020-06-26 - 2020-07-09,9 days,2020-07-13,44.64,2020-08-25,48.97,31 days,9.7%,Rise by 13.26%,31.5%,
Sell,2020-08-26 - 2020-08-27,1 days,2020-09-01,49.65,2020-09-09,48.39,6 days,2.5%,Fall by 8.8%,34.1%,
Buy,2020-09-18 - 2020-09-22,2 days,2020-09-25,45.81,2020-11-09,48.31,31 days,5.5%,Rise by 24.06%,39.5%,
Sell,2020-12-08 - 2020-12-10,2 days,2020-12-16,56.53,2020-12-23,55.72,5 days,1.4%,Fall by -0.05%,41.0%,
Sell,2021-03-15 - 2021-03-18,3 days,2021-03-23,64.93,2021-03-24,64.91,1 days,0.0%,Fall by -0.05%,41.0%,
Buy,2021-04-20 - 2021-04-21,1 days,2021-05-05,69.44,2021-05-17,73.26,8 days,5.5%,Rise by 5.6%,46.5%,
Sell,2021-05-07 - 2021-05-10,1 days,2021-06-09,72.1,2021-06-10,71.99,1 days,0.2%,Fall by 11.03%,46.6%,
Buy,2021-07-19 - 2021-07-20,1 days,2021-08-03,66.73,2021-10-15,70.31,53 days,5.4%,Rise by 13.32%,52.0%,
Buy,2021-09-01 - 2021-09-10,7 days,2021-09-16,65.42,2021-10-15,70.31,21 days,7.5%,Rise by 15.59%,59.5%,
Buy,2021-09-14 - 2021-09-20,4 days,2021-09-22,64.38,2021-10-01,67.6,7 days,5.0%,Rise by 17.46%,64.5%,
Sell,2021-10-20 - 2021-10-21,1 days,2021-11-17,73.38,2021-11-22,73.22,3 days,0.2%,Fall by 1.05%,64.7%,
Sell,2021-11-15 - 2021-11-24,7 days,2021-12-06,74.02,2021-12-21,73.36,11 days,0.9%,Fall by -0.91%,65.6%,
Sell,2021-12-09 - 2021-12-16,5 days,2021-12-30,76.3,2022-01-04,78.21,3 days,-2.5%,Fall by 2.11%,63.1%,
Sell,2022-01-12 - 2022-01-13,1 days,2022-01-20,81.31,2022-01-25,79.13,3 days,2.7%,Fall by 8.14%,65.8%,
Sell,2022-02-09 - 2022-02-11,2 days,2022-02-18,83.22,2022-02-25,82.43,5 days,0.9%,Fall by 10.06%,66.7%,
Buy,2022-06-14 - 2022-06-17,3 days,2022-06-24,64.96,2022-08-16,68.93,37 days,6.1%,Rise by 6.11%,72.8%,
Buy,2022-06-27 - 2022-07-06,7 days,2022-07-15,60.53,2022-07-29,64.97,10 days,7.3%,Rise by 13.88%,80.2%,
Sell,2022-07-29 - 2022-08-03,3 days,2022-08-22,65.75,2022-09-02,65.07,9 days,1.0%,Fall by 10.14%,81.2%,
Sell,2022-11-08 - 2022-11-11,3 days,2022-11-16,66.12,2022-11-22,67.81,4 days,-2.6%,Fall by 4.34%,78.7%,
Sell,2022-11-25 - 2022-12-02,5 days,2022-12-07,65.38,2022-12-19,63.42,8 days,3.0%,Fall by 11.73%,81.6%,
Sell,2023-01-27 - 2023-02-03,5 days,2023-02-16,68.86,2023-02-27,66.69,7 days,3.2%,Fall by 10.12%,84.8%,
Buy,2023-02-23 - 2023-03-02,5 days,2023-03-06,65.2,2023-03-15,57.71,7 days,-11.5%,Rise by -12.9%,73.3%,
Buy,2023-03-10 - 2023-03-17,5 days,2023-03-27,57.93,2023-04-03,61.61,5 days,6.4%,Rise by 7.34%,79.7%,
