Signal,Entry Date,Entry Price,Exit Date,Exit Price,Holding Period,Offset,Profit,Actual Rise/Fall wrt Entry,CumProfit
Buy,2021-03-25,33.73,2021-06-03,39.84,49 days,18.130000%,18.130000%,Rise by 21.130000%,18.130000%
Buy,2022-05-11,51.91,2023-10-26,95.2,380 days,83.410000%,83.410000%,Rise by 11.700000%,101.540000%
Buy,2024-07-19,131.54,2025-06-20,73.77,239 days,-43.920000%,-43.920000%,Rise by 4.580000%,57.630000%
Buy,2025-07-21,64.92,2025-09-25,56.04,47 days,-13.680000%,-13.680000%,Rise by -24.820000%,43.950000%
